snapshot_date,facility_id,sku_id,on_hand_qty,reserved_qty,available_qty
2023-09-10,FAC-053,SKU-01493,1475,162,4363
2024-04-05,FAC-045,SKU-00096,2015,941,442
2024-04-19,FAC-091,SKU-02615,1649,662,4921
2025-03-03,FAC-085,SKU-02327,1409,885,4389
2023-08-20,FAC-037,SKU-00186,2937,609,2848
2025-10-15,FAC-017,SKU-02536,3160,97,3254
2025-09-10,FAC-031,SKU-01413,421,986,3838
2025-01-19,FAC-084,SKU-01934,4794,95,3130
2023-12-23,FAC-063,SKU-01688,2735,946,4984
2024-12-27,FAC-059,SKU-00679,2381,658,1839
2023-07-11,FAC-057,SKU-00947,2219,209,2412
2023-01-01,FAC-073,SKU-00523,2107,766,1206
2024-07-11,FAC-027,SKU-00328,2504,764,4958
2023-08-19,FAC-058,SKU-02612,4823,509,1259
2025-05-20,FAC-055,SKU-00049,286,711,4137
2024-01-16,FAC-015,SKU-02536,1974,624,3447
2024-12-24,FAC-033,SKU-01256,3423,226,2817
2024-04-07,FAC-083,SKU-02733,1908,431,3665
2024-12-20,FAC-055,SKU-02040,3350,880,4136
2024-08-03,FAC-066,SKU-00434,1701,867,1625
2023-07-04,FAC-100,SKU-00688,2915,112,4934
2025-02-11,FAC-095,SKU-02069,3583,688,555
2024-10-20,FAC-020,SKU-00722,3317,923,3640
2025-07-21,FAC-097,SKU-00736,4438,739,1530
2024-04-12,FAC-028,SKU-01448,1406,869,4701
2023-05-30,FAC-027,SKU-01640,509,53,2107
2024-12-24,FAC-042,SKU-01879,921,747,1140
2023-01-23,FAC-003,SKU-00786,3072,742,3137
2023-10-12,FAC-036,SKU-00008,1996,551,3630
2023-05-17,FAC-018,SKU-02978,1457,689,396
2025-10-07,FAC-036,SKU-02134,2586,248,4191
2025-11-12,FAC-089,SKU-01203,4395,772,489
2024-08-10,FAC-021,SKU-00105,714,37,269
2024-06-08,FAC-082,SKU-02529,3726,688,4686
2024-05-30,FAC-035,SKU-01782,1117,460,4856
2024-02-16,FAC-085,SKU-01959,4139,334,4457
2024-12-02,FAC-070,SKU-02932,471,451,4935
2023-11-05,FAC-030,SKU-02829,1375,310,2121
2024-03-11,FAC-089,SKU-00606,2261,229,911
2024-07-01,FAC-045,SKU-00271,3268,414,1117
2024-05-09,FAC-009,SKU-02111,4420,669,2816
2023-09-13,FAC-069,SKU-00290,1685,833,970
2025-05-08,FAC-016,SKU-02743,880,582,4513
2024-06-03,FAC-042,SKU-00065,4018,381,3015
2025-09-06,FAC-079,SKU-01648,4657,824,3488
2023-11-06,FAC-076,SKU-02552,1276,584,2953
2023-12-05,FAC-040,SKU-01847,2772,284,3162
2024-09-04,FAC-034,SKU-00247,3913,541,1660
2025-07-06,FAC-036,SKU-02184,3005,210,464
2023-10-25,FAC-075,SKU-02775,3428,277,3480
2025-10-26,FAC-044,SKU-00124,726,496,4805
2024-02-02,FAC-024,SKU-02417,716,931,2769
2025-11-24,FAC-078,SKU-02729,1629,436,3882
2023-05-28,FAC-030,SKU-02363,3624,440,2562
2025-03-05,FAC-040,SKU-02766,385,130,1232
2024-03-27,FAC-077,SKU-02637,1848,568,2158
2025-01-08,FAC-063,SKU-00154,1338,541,947
2023-01-02,FAC-099,SKU-02052,188,868,3685
2024-10-01,FAC-053,SKU-00501,4955,15,3043
2024-09-30,FAC-047,SKU-00783,1268,498,1939
2023-11-13,FAC-066,SKU-02947,3760,449,3898
2024-04-25,FAC-041,SKU-01163,688,232,4417
2025-06-21,FAC-006,SKU-01828,2791,970,1265
2025-04-20,FAC-009,SKU-01973,2017,814,1963
2024-02-27,FAC-036,SKU-01022,2910,859,2763
2025-04-16,FAC-098,SKU-01447,144,412,3468
2024-06-21,FAC-010,SKU-00756,531,666,4290
2023-05-08,FAC-026,SKU-02359,1356,684,2714
2024-11-09,FAC-033,SKU-00121,2010,69,1901
2023-11-26,FAC-002,SKU-00498,2171,357,3888
2025-04-12,FAC-008,SKU-02767,1626,702,2465
2023-01-31,FAC-083,SKU-01477,447,529,1459
2024-02-29,FAC-082,SKU-01632,2696,39,4555
2023-02-09,FAC-056,SKU-00558,724,836,3155
2024-11-28,FAC-015,SKU-02389,802,137,509
2025-10-24,FAC-071,SKU-02517,155,85,2127
2025-09-09,FAC-022,SKU-00833,269,744,2002
2023-02-21,FAC-053,SKU-02295,3612,279,4045
2024-11-24,FAC-055,SKU-00035,315,568,3126
2025-09-05,FAC-046,SKU-00045,4152,6,3619
2025-06-15,FAC-085,SKU-02445,4341,480,2216
2024-01-10,FAC-053,SKU-00287,828,139,2182
2024-10-08,FAC-071,SKU-01477,4308,720,1512
2025-06-01,FAC-093,SKU-00125,3771,867,2364
2024-07-12,FAC-006,SKU-01505,4208,571,1057
2023-09-12,FAC-058,SKU-00393,321,353,3543
2024-02-27,FAC-048,SKU-01897,521,184,2294
2023-08-13,FAC-089,SKU-02391,2903,659,3536
2024-04-18,FAC-014,SKU-02071,3674,180,3358
2023-05-28,FAC-008,SKU-02323,50,561,1406
2023-06-10,FAC-056,SKU-00483,2290,526,283
2024-01-18,FAC-022,SKU-00721,351,200,171
2023-06-23,FAC-067,SKU-02922,4588,911,654
2024-09-16,FAC-043,SKU-01016,3030,71,720
2023-04-14,FAC-059,SKU-00102,2735,957,3095
2025-09-12,FAC-037,SKU-00141,4152,726,844
2024-07-04,FAC-059,SKU-00939,2483,646,41
2023-10-11,FAC-047,SKU-00109,2283,319,2196
2025-07-21,FAC-079,SKU-01461,3811,219,4370
2025-08-14,FAC-042,SKU-01646,2360,94,111
2025-04-30,FAC-081,SKU-02916,2900,615,2306
2024-01-24,FAC-099,SKU-00095,853,62,20
2024-08-24,FAC-007,SKU-02229,4822,969,1280
2023-09-16,FAC-036,SKU-01134,2933,654,1201
2024-06-14,FAC-027,SKU-02066,3083,697,2719
2023-01-29,FAC-020,SKU-01099,4556,518,1066
2024-10-04,FAC-045,SKU-02837,2497,233,3595
2025-01-04,FAC-099,SKU-01141,4520,182,1801
2024-11-09,FAC-017,SKU-02514,4789,725,3014
2024-05-19,FAC-055,SKU-02949,3959,248,280
2024-07-31,FAC-008,SKU-01001,4497,499,4156
2023-03-23,FAC-017,SKU-00076,975,52,3909
2023-11-15,FAC-025,SKU-02202,2509,149,3221
2024-01-03,FAC-097,SKU-01934,1798,358,1531
2024-03-13,FAC-026,SKU-01102,1957,84,3865
2024-09-23,FAC-041,SKU-02912,2835,404,4076
2025-11-10,FAC-018,SKU-01281,899,345,1512
2025-08-28,FAC-029,SKU-00054,10,617,2591
2024-01-30,FAC-054,SKU-01775,4869,381,854
2025-03-18,FAC-022,SKU-00765,241,329,64
2023-07-02,FAC-026,SKU-00022,2694,344,3811
2025-05-12,FAC-084,SKU-02623,2077,453,3476
2023-11-17,FAC-007,SKU-01566,539,782,3405
2025-11-24,FAC-049,SKU-01903,2405,445,3992
2024-05-04,FAC-062,SKU-01009,1762,919,808
2023-07-31,FAC-048,SKU-01487,3639,563,3053
2024-08-31,FAC-029,SKU-00808,1152,591,4398
2025-09-21,FAC-092,SKU-00048,2391,246,2270
2025-02-10,FAC-046,SKU-02488,3387,740,2270
2025-03-24,FAC-081,SKU-02184,431,195,1159
2023-02-27,FAC-033,SKU-00081,27,764,1483
2023-01-14,FAC-049,SKU-02479,182,529,896
2023-08-23,FAC-023,SKU-02771,2135,616,4775
2023-02-03,FAC-002,SKU-01278,4894,36,3803
2024-11-01,FAC-027,SKU-02598,3987,586,192
2023-01-08,FAC-031,SKU-01079,1466,972,4565
2023-08-03,FAC-016,SKU-00567,3867,261,492
2025-06-26,FAC-088,SKU-01733,1869,32,3143
2023-01-27,FAC-076,SKU-00409,2473,547,2226
2023-05-26,FAC-002,SKU-01378,4799,916,786
2024-05-17,FAC-099,SKU-00973,3963,238,365
2025-04-14,FAC-013,SKU-00288,665,606,2044
2025-11-03,FAC-050,SKU-01023,3967,691,3883
2025-03-31,FAC-052,SKU-00249,235,401,4160
2023-08-26,FAC-056,SKU-00780,1443,400,4044
2025-06-23,FAC-076,SKU-00182,3418,648,1155
2023-01-17,FAC-098,SKU-02340,923,590,4414
2023-12-23,FAC-049,SKU-02049,3679,796,4546
2025-02-04,FAC-074,SKU-02680,410,131,4005
2024-04-21,FAC-048,SKU-01268,266,215,2300
2025-07-19,FAC-057,SKU-01994,3271,458,1025
2024-02-13,FAC-086,SKU-01961,2999,215,2424
2023-03-22,FAC-053,SKU-02862,2736,619,1996
2025-11-20,FAC-034,SKU-02058,2410,395,3374
2023-04-04,FAC-074,SKU-00878,2371,701,800
2025-05-16,FAC-063,SKU-02237,1144,670,3246
2023-10-05,FAC-075,SKU-00114,3275,195,4047
2023-05-25,FAC-012,SKU-00450,4767,359,3335
2024-06-25,FAC-084,SKU-02214,2234,811,4203
2023-06-11,FAC-003,SKU-02227,4850,275,1384
2023-09-20,FAC-093,SKU-02806,920,517,815
2025-02-11,FAC-020,SKU-02139,1751,300,4079
2023-08-14,FAC-046,SKU-01025,4179,708,2149
2024-07-26,FAC-016,SKU-02233,4401,570,2219
2023-08-07,FAC-085,SKU-00860,4329,909,674
2024-06-25,FAC-001,SKU-00481,1030,718,543
2024-01-05,FAC-048,SKU-02924,4722,80,4779
2024-03-25,FAC-049,SKU-02637,4613,334,1470
2025-09-29,FAC-030,SKU-02168,4306,280,4727
2024-10-16,FAC-018,SKU-01613,1587,106,3576
2025-02-04,FAC-046,SKU-02034,2794,629,846
2023-11-18,FAC-037,SKU-00203,622,141,1029
2024-01-03,FAC-093,SKU-00809,4772,347,4363
2025-05-12,FAC-085,SKU-00524,1878,441,3715
2024-03-13,FAC-020,SKU-01335,4116,926,4641
2024-05-15,FAC-075,SKU-01678,1006,364,3618
2024-06-14,FAC-032,SKU-02239,3724,410,1734
2025-06-22,FAC-024,SKU-01014,4033,40,1482
2023-02-10,FAC-044,SKU-02793,2301,435,3527
2024-05-09,FAC-075,SKU-01881,2850,179,3820
2025-02-25,FAC-036,SKU-01124,2927,509,1928
2023-09-18,FAC-047,SKU-02323,2145,803,1274
2025-06-12,FAC-100,SKU-02463,232,719,178
2023-09-17,FAC-046,SKU-01153,4553,945,1286
2024-04-27,FAC-010,SKU-02525,100,866,2679
2023-05-16,FAC-097,SKU-00733,3564,972,1747
2025-02-08,FAC-025,SKU-02816,737,916,4958
2024-11-07,FAC-011,SKU-01981,3609,508,2835
2025-09-17,FAC-001,SKU-01436,4862,174,1470
2024-03-06,FAC-093,SKU-01289,2854,787,725
2024-02-20,FAC-088,SKU-00859,3652,752,1838
2023-08-14,FAC-069,SKU-01078,1861,583,437
2024-04-16,FAC-037,SKU-00527,3935,115,2475
2024-01-28,FAC-048,SKU-02027,4793,467,2894
2024-05-26,FAC-063,SKU-02718,3957,671,1290
2024-06-22,FAC-027,SKU-00650,2688,118,1818
2025-07-01,FAC-018,SKU-00724,2222,645,473
2023-06-30,FAC-074,SKU-01385,848,589,302
2023-01-22,FAC-053,SKU-02293,2622,161,4443
2023-10-27,FAC-017,SKU-02535,913,931,641
2024-05-05,FAC-099,SKU-00181,25,715,3595
2025-04-11,FAC-041,SKU-00196,113,33,783
2025-03-04,FAC-010,SKU-00716,4442,15,4090
2024-11-09,FAC-086,SKU-00613,3494,427,1985
2024-01-22,FAC-006,SKU-00359,4441,290,1774
2023-04-09,FAC-085,SKU-02271,1028,954,4822
2024-08-05,FAC-072,SKU-00518,4109,746,3917
2023-03-25,FAC-082,SKU-02527,1122,313,2075
2024-08-25,FAC-100,SKU-00250,4351,972,1526
2023-08-10,FAC-095,SKU-01323,2676,794,2299
2024-11-07,FAC-056,SKU-01969,735,936,1199
2024-09-27,FAC-049,SKU-01563,4524,29,4439
2024-08-13,FAC-100,SKU-02224,4547,416,998
2025-09-09,FAC-015,SKU-02935,533,739,1434
2023-11-12,FAC-017,SKU-00397,3852,351,12
2025-03-27,FAC-010,SKU-01689,327,461,2049
2023-08-22,FAC-017,SKU-00361,1637,47,1403
2024-08-25,FAC-082,SKU-02623,429,871,1372
2023-07-06,FAC-083,SKU-02806,4296,812,3473
2023-06-26,FAC-084,SKU-02540,953,339,4539
2024-12-20,FAC-007,SKU-00140,4507,510,909
2025-10-22,FAC-073,SKU-00502,4224,821,2393
2023-07-21,FAC-051,SKU-02841,2950,986,1285
2023-08-04,FAC-060,SKU-01867,3472,766,399
2023-04-12,FAC-054,SKU-00818,3531,864,4270
2025-02-09,FAC-028,SKU-01897,3382,927,3462
2025-05-08,FAC-020,SKU-02175,1982,489,2810
2025-11-24,FAC-028,SKU-02493,2166,476,4045
2024-08-14,FAC-094,SKU-01045,1244,547,1198
2025-09-28,FAC-003,SKU-02356,1612,902,2634
2024-01-14,FAC-093,SKU-02058,4212,981,4056
2023-06-29,FAC-035,SKU-02597,3127,792,2750
2023-06-22,FAC-095,SKU-01387,4220,650,1586
2023-12-29,FAC-075,SKU-02891,1908,770,3330
2025-10-25,FAC-074,SKU-02277,4503,708,3176
2023-03-16,FAC-038,SKU-00728,1242,950,173
2023-04-12,FAC-006,SKU-00454,3590,427,3312
2023-06-30,FAC-084,SKU-02033,4236,746,4190
2023-08-02,FAC-070,SKU-02259,2694,992,1152
2024-11-05,FAC-073,SKU-00273,709,299,2008
2023-03-19,FAC-059,SKU-02596,1557,840,269
2023-10-19,FAC-080,SKU-00206,826,175,3307
2023-10-10,FAC-064,SKU-01462,2445,586,4645
2023-09-30,FAC-058,SKU-00357,92,888,1983
2023-02-24,FAC-035,SKU-01839,25,770,636
2024-09-10,FAC-059,SKU-02343,3110,583,3284
2023-11-11,FAC-088,SKU-01216,4260,355,2084
2025-04-16,FAC-063,SKU-00571,4543,310,597
2024-12-10,FAC-087,SKU-02760,2929,584,187
2025-10-20,FAC-002,SKU-00690,492,611,1182
2025-09-02,FAC-080,SKU-02932,4541,480,4397
2023-12-06,FAC-054,SKU-00236,4763,214,3202
2025-01-26,FAC-015,SKU-01452,3472,194,819
2023-08-07,FAC-029,SKU-01631,4875,42,95
2023-03-24,FAC-096,SKU-02997,2999,639,4491
2024-07-01,FAC-016,SKU-01845,1279,185,2195
2024-10-08,FAC-053,SKU-00208,3255,440,1430
2024-04-07,FAC-065,SKU-01159,4508,873,3868
2025-11-16,FAC-010,SKU-00750,900,760,1551
2025-02-13,FAC-071,SKU-02039,1654,497,55
2024-07-06,FAC-085,SKU-01641,1916,15,2984
2025-07-07,FAC-032,SKU-02184,4236,315,4954
2023-10-05,FAC-021,SKU-02250,2476,54,849
2023-11-02,FAC-098,SKU-02850,3656,685,2037
2023-06-01,FAC-056,SKU-00925,4566,71,2332
2025-08-10,FAC-050,SKU-02348,4986,298,1351
2024-10-21,FAC-073,SKU-00541,2703,256,2185
2023-04-22,FAC-080,SKU-02369,1268,830,1001
2023-01-15,FAC-046,SKU-00235,2735,500,578
2025-09-20,FAC-083,SKU-02769,2768,380,4848
2024-12-15,FAC-045,SKU-00573,4242,42,4250
2024-10-13,FAC-050,SKU-02049,2020,87,1559
2025-05-03,FAC-081,SKU-00208,364,476,318
2023-01-24,FAC-040,SKU-00830,3246,140,3946
2023-05-21,FAC-077,SKU-00126,56,185,3455
2023-08-06,FAC-081,SKU-02158,2312,961,3439
2023-10-21,FAC-074,SKU-02257,654,928,1497
2024-06-06,FAC-058,SKU-00235,2795,77,50
2024-06-24,FAC-005,SKU-00160,1562,201,992
2025-07-28,FAC-018,SKU-01026,1196,515,2538
2023-09-25,FAC-025,SKU-01126,2036,254,3697
2024-10-11,FAC-087,SKU-00647,4101,494,3911
2023-02-23,FAC-070,SKU-00529,3622,463,4691
2024-05-05,FAC-056,SKU-02482,2063,160,1895
2023-05-31,FAC-089,SKU-00862,4863,622,3701
2023-06-24,FAC-045,SKU-02510,3868,140,4490
2023-12-15,FAC-031,SKU-00730,2272,900,1792
2025-01-11,FAC-060,SKU-02180,1105,263,3866
2023-12-28,FAC-017,SKU-02117,2915,938,1230
2023-04-13,FAC-086,SKU-01300,4352,447,2930
2024-12-26,FAC-019,SKU-00849,4236,878,2835
2024-11-13,FAC-009,SKU-01107,4997,327,2269
2023-02-28,FAC-072,SKU-00325,3603,350,2932
2023-04-15,FAC-038,SKU-02869,3173,760,46
2024-05-03,FAC-042,SKU-00286,637,852,2325
2024-12-20,FAC-098,SKU-02870,3014,503,3532
2025-01-16,FAC-070,SKU-02286,4644,329,1494
2023-07-25,FAC-049,SKU-02466,461,276,3266
2025-09-18,FAC-026,SKU-02633,3021,310,4430
2025-04-18,FAC-073,SKU-02285,4000,492,1100
2023-09-27,FAC-037,SKU-00561,3271,970,4117
2025-01-04,FAC-041,SKU-01793,1370,62,2671
2023-08-20,FAC-038,SKU-00890,2425,855,1963
2023-06-03,FAC-024,SKU-01075,3475,828,2128
2023-01-27,FAC-073,SKU-00398,2437,859,2492
2024-04-22,FAC-068,SKU-01369,3968,30,2216
2025-06-11,FAC-088,SKU-01809,520,75,2097
2023-09-19,FAC-049,SKU-02785,4150,300,1772
2023-03-31,FAC-045,SKU-00150,4127,663,3754
2025-04-07,FAC-067,SKU-02897,2912,574,978
2025-08-07,FAC-052,SKU-02668,2577,940,3825
2025-03-28,FAC-055,SKU-00035,2852,27,90
2024-10-28,FAC-059,SKU-01629,3262,337,2567
2023-04-22,FAC-049,SKU-02618,2834,544,529
2024-06-14,FAC-065,SKU-00440,4448,782,2925
2025-08-01,FAC-058,SKU-02421,2187,667,861
2024-05-17,FAC-080,SKU-00096,2245,954,1176
2023-05-20,FAC-063,SKU-02170,391,283,640
2024-11-29,FAC-038,SKU-01425,2530,39,1485
2023-04-30,FAC-073,SKU-02131,1819,331,3059
2025-01-30,FAC-052,SKU-00088,1115,854,4440
2024-11-18,FAC-099,SKU-00558,343,925,319
2023-07-12,FAC-043,SKU-01613,354,343,2567
2025-11-17,FAC-047,SKU-00028,3151,904,3003
2025-02-16,FAC-092,SKU-00930,4624,57,4242
2023-05-12,FAC-059,SKU-00726,2610,873,1085
2025-08-31,FAC-056,SKU-01140,3510,524,4469
2024-10-30,FAC-086,SKU-02879,2630,937,1332
2024-04-17,FAC-046,SKU-01074,2610,83,4720
2024-01-10,FAC-043,SKU-01957,834,274,881
2024-06-06,FAC-089,SKU-00046,17,959,4968
2025-05-20,FAC-068,SKU-01496,3280,899,4985
2025-05-15,FAC-014,SKU-00709,159,25,2127
2025-07-11,FAC-043,SKU-02983,4170,178,1972
2023-06-04,FAC-010,SKU-02592,3787,273,1261
2023-06-25,FAC-074,SKU-00422,1709,480,682
2025-02-05,FAC-094,SKU-02335,675,979,2982
2024-05-12,FAC-056,SKU-01141,75,170,4375
2025-09-12,FAC-016,SKU-01997,3386,893,1245
2025-03-10,FAC-028,SKU-01709,2259,446,247
2023-03-13,FAC-021,SKU-02386,3753,980,2848
2023-10-10,FAC-039,SKU-02232,322,807,853
2024-12-04,FAC-082,SKU-00969,4839,22,3017
2024-04-24,FAC-100,SKU-00975,4343,330,1597
2024-02-12,FAC-094,SKU-00672,681,826,4554
2024-09-25,FAC-099,SKU-02062,3255,389,462
2025-05-01,FAC-031,SKU-00527,138,325,1393
2025-04-23,FAC-092,SKU-00446,2216,234,4463
2023-08-20,FAC-071,SKU-00372,4899,996,2040
2023-02-27,FAC-048,SKU-02041,4730,458,2061
2024-05-21,FAC-032,SKU-01475,1342,99,607
2025-06-20,FAC-046,SKU-01999,3159,775,2585
2023-04-06,FAC-005,SKU-01191,2872,343,1028
2025-02-12,FAC-005,SKU-02448,385,490,942
2025-05-16,FAC-087,SKU-02509,284,265,2588
2023-11-17,FAC-041,SKU-00166,2874,658,3151
2023-09-26,FAC-037,SKU-00838,296,151,2014
2025-09-08,FAC-036,SKU-01750,2901,116,1907
2025-08-22,FAC-077,SKU-00212,4136,672,1468
2025-06-04,FAC-051,SKU-01048,2298,871,4335
2025-06-29,FAC-097,SKU-02876,138,726,3542
2024-04-01,FAC-082,SKU-00585,2295,454,1223
2023-12-23,FAC-094,SKU-01592,1405,431,385
2024-03-06,FAC-100,SKU-00876,4051,388,3482
2025-08-20,FAC-029,SKU-00621,3946,612,296
2024-10-19,FAC-038,SKU-01201,1742,495,3439
2024-06-11,FAC-016,SKU-00447,3203,174,2526
2023-04-22,FAC-063,SKU-00788,755,118,4794
2024-05-31,FAC-037,SKU-02808,2078,61,2195
2025-04-02,FAC-055,SKU-02022,4828,600,2699
2023-10-19,FAC-006,SKU-02029,1821,844,4724
2023-11-21,FAC-078,SKU-01257,3676,9,4484
2024-12-02,FAC-089,SKU-02430,3603,80,3498
2023-08-07,FAC-057,SKU-01801,1480,167,2006
2024-11-15,FAC-051,SKU-00965,1268,13,461
2023-06-18,FAC-091,SKU-02965,3341,700,1520
2023-11-28,FAC-051,SKU-02486,4599,714,2214
2023-09-24,FAC-025,SKU-01560,1968,767,3590
2025-09-17,FAC-006,SKU-02819,3280,685,3193
2024-11-13,FAC-023,SKU-01830,3664,9,2850
2023-05-22,FAC-045,SKU-02296,441,366,4965
2024-02-01,FAC-005,SKU-00302,1788,45,3277
2024-11-14,FAC-025,SKU-00284,2857,744,784
2024-11-28,FAC-046,SKU-01432,347,349,1811
2025-03-28,FAC-096,SKU-02473,2660,950,545
2024-12-28,FAC-069,SKU-02146,812,817,637
2024-12-31,FAC-051,SKU-02784,532,747,3357
2023-07-03,FAC-082,SKU-00403,4032,591,625
2023-04-01,FAC-054,SKU-02441,1603,868,4903
2024-01-10,FAC-016,SKU-02855,3812,634,2444
2024-12-23,FAC-074,SKU-00501,2558,141,4018
2024-05-12,FAC-033,SKU-02403,1971,797,901
2025-11-20,FAC-011,SKU-02746,3183,515,823
2023-04-21,FAC-007,SKU-00494,3136,806,504
2025-10-08,FAC-087,SKU-01471,2787,898,1114
2025-11-10,FAC-011,SKU-01394,253,823,636
2024-10-13,FAC-039,SKU-00912,2978,788,1111
2025-07-28,FAC-098,SKU-01374,2155,661,358
2025-08-26,FAC-061,SKU-00969,63,67,3353
2024-11-03,FAC-072,SKU-00976,4311,790,2409
2025-10-25,FAC-028,SKU-02462,2646,248,849
2023-06-06,FAC-020,SKU-02993,89,387,1799
2025-06-03,FAC-091,SKU-01100,545,69,3818
2023-12-27,FAC-023,SKU-01275,1888,421,1185
2025-11-26,FAC-069,SKU-01211,4535,792,566
2025-05-18,FAC-091,SKU-02707,3088,442,4885
2023-03-20,FAC-089,SKU-01146,4576,385,3636
2024-12-05,FAC-100,SKU-01221,4750,569,310
2025-05-03,FAC-090,SKU-02419,1724,317,4506
2024-01-04,FAC-068,SKU-01716,4032,736,3194
2024-11-03,FAC-016,SKU-00673,4844,420,4429
2024-02-05,FAC-013,SKU-02206,4772,993,3955
2025-08-26,FAC-091,SKU-00081,1250,985,3411
2024-10-15,FAC-066,SKU-01111,1273,590,4136
2025-09-19,FAC-017,SKU-01932,1167,276,966
2023-06-03,FAC-055,SKU-00348,3928,826,1751
2023-10-03,FAC-093,SKU-01983,4441,720,4168
2025-05-22,FAC-031,SKU-00239,3215,894,4842
2023-04-14,FAC-035,SKU-00990,107,622,4836
2025-01-21,FAC-026,SKU-01184,522,694,1470
2025-03-02,FAC-056,SKU-01022,3522,125,3402
2024-05-06,FAC-025,SKU-02447,3892,851,1731
2025-05-27,FAC-080,SKU-00193,2255,507,2267
2024-11-30,FAC-031,SKU-00952,518,367,176
2024-07-01,FAC-099,SKU-01823,731,71,3546
2024-01-30,FAC-053,SKU-02988,3954,70,2407
2023-11-13,FAC-042,SKU-02096,1890,192,1258
2024-02-11,FAC-069,SKU-01446,30,514,4235
2025-03-03,FAC-076,SKU-00994,1256,501,4583
2023-01-08,FAC-068,SKU-02219,3018,955,3356
2025-08-22,FAC-007,SKU-00709,64,549,601
2023-08-24,FAC-033,SKU-02352,60,869,3122
2025-06-18,FAC-030,SKU-02047,4792,737,4793
2023-05-03,FAC-057,SKU-02706,93,286,1309
2025-05-22,FAC-029,SKU-02053,3677,327,4415
2024-09-25,FAC-049,SKU-00685,1824,114,4227
2024-03-04,FAC-057,SKU-00529,2187,372,599
2024-07-16,FAC-075,SKU-02677,2505,24,3068
2024-10-13,FAC-012,SKU-02380,1206,795,2247
2024-07-10,FAC-067,SKU-00494,1003,502,606
2024-03-16,FAC-091,SKU-02227,298,472,3516
2023-08-07,FAC-090,SKU-02498,617,252,673
2024-05-25,FAC-014,SKU-00380,496,371,1824
2023-08-09,FAC-013,SKU-00943,3685,256,3879
2025-09-25,FAC-005,SKU-02907,222,335,2120
2024-10-07,FAC-004,SKU-02879,2366,508,851
2025-02-16,FAC-016,SKU-01341,2004,121,807
2025-11-11,FAC-094,SKU-02514,4945,956,942
2023-10-04,FAC-043,SKU-01234,1155,386,3757
2023-01-05,FAC-092,SKU-00927,2993,874,1642
2023-08-24,FAC-083,SKU-01937,2835,47,4116
2023-05-29,FAC-066,SKU-02821,1683,868,4557
2025-05-13,FAC-035,SKU-01110,27,879,3625
2024-10-31,FAC-090,SKU-01658,76,269,4909
2024-01-08,FAC-067,SKU-01168,4258,653,4210
2023-02-17,FAC-067,SKU-00903,913,169,370
2025-06-13,FAC-039,SKU-01691,416,240,16
2025-06-28,FAC-063,SKU-02798,2275,630,3402
2023-02-14,FAC-059,SKU-02931,4232,688,3575
2024-09-13,FAC-075,SKU-01116,537,679,2089
2024-07-12,FAC-053,SKU-02170,3072,334,228
2025-01-15,FAC-024,SKU-02779,3741,790,2823
2024-08-16,FAC-098,SKU-00209,3147,961,1155
2023-08-23,FAC-077,SKU-01465,250,347,486
2025-10-19,FAC-051,SKU-01916,3470,764,2665
2023-09-06,FAC-074,SKU-02492,3802,938,138
2024-02-05,FAC-003,SKU-00793,1634,190,4244
2023-11-18,FAC-050,SKU-01420,4873,230,2435
2023-04-10,FAC-071,SKU-02378,4513,970,1262
2024-04-15,FAC-044,SKU-02376,1543,346,1310
2024-12-18,FAC-068,SKU-00053,1721,661,1972
2024-08-19,FAC-059,SKU-01486,4351,333,254
2024-11-09,FAC-083,SKU-00338,4238,438,2930
2025-02-12,FAC-071,SKU-00390,4291,16,2151
2023-01-17,FAC-051,SKU-01907,2498,310,4144
2025-07-29,FAC-010,SKU-00392,3986,824,2345
2024-09-12,FAC-069,SKU-02675,1325,439,2359
2024-06-09,FAC-087,SKU-00812,360,934,1501
2025-09-13,FAC-088,SKU-02167,3410,385,3011
2025-06-28,FAC-092,SKU-00326,2131,315,1523
2025-01-15,FAC-011,SKU-01749,2736,157,1880
2024-06-26,FAC-044,SKU-01276,247,284,1574
2025-04-30,FAC-098,SKU-02231,3905,614,3305
2024-01-04,FAC-038,SKU-01055,1816,890,3375
2024-06-19,FAC-049,SKU-00679,2517,511,318
2025-03-15,FAC-030,SKU-01243,3821,339,534
2024-11-04,FAC-091,SKU-02083,1163,607,4461
2025-02-02,FAC-019,SKU-00916,1645,384,2348
2025-01-18,FAC-097,SKU-02165,894,482,4993
2023-09-17,FAC-078,SKU-02129,1140,916,3074
2025-07-05,FAC-026,SKU-01742,827,453,2836
2025-02-12,FAC-023,SKU-02847,2403,466,1287
2024-01-20,FAC-097,SKU-01467,4249,994,4314
2023-01-11,FAC-097,SKU-02356,4315,847,2595
2025-07-04,FAC-044,SKU-01858,4096,780,3895
2024-09-29,FAC-067,SKU-02311,1238,973,4719
2024-03-26,FAC-086,SKU-01535,1442,9,3400
2024-03-07,FAC-068,SKU-00870,4046,396,1863
2025-08-24,FAC-034,SKU-00153,1404,351,2868
2023-06-19,FAC-061,SKU-00801,940,221,2160
2024-12-19,FAC-051,SKU-00853,4743,197,2277
2023-06-29,FAC-005,SKU-02663,1427,460,3778
2024-01-29,FAC-063,SKU-00843,2216,120,2796
2025-08-14,FAC-073,SKU-01971,4970,190,4489
2024-08-21,FAC-081,SKU-00346,3111,977,1957
2023-04-20,FAC-080,SKU-01186,2984,849,2973
