transaction_id,store_id,sku_id,transaction_timestamp,quantity,unit_price,payment_method,promo_code
TX-002782,STORE-0093,SKU-01553,2024-04-11 20:21:35,4,387.28,CARD,
TX-002783,STORE-0006,SKU-02780,2025-09-07 21:28:15,2,136.93,CASH,
TX-002784,STORE-0173,SKU-00801,2025-11-11 17:51:10,8,191.01,ONLINE,HOLIDAY10
TX-002785,STORE-0014,SKU-01035,2025-06-09 01:00:58,9,366.36,ONLINE,SPRING20
TX-002786,STORE-0030,SKU-02711,2023-11-01 08:13:55,1,93.86,CASH,
TX-002787,STORE-0176,SKU-00630,2025-05-14 01:04:46,2,268.21,CARD,
TX-002788,STORE-0115,SKU-01478,2023-11-03 15:58:23,6,459.32,ONLINE,
TX-002789,STORE-0110,SKU-01341,2024-07-12 18:52:34,7,279.14,CASH,
TX-002790,STORE-0185,SKU-01061,2023-03-16 01:30:19,2,29.18,CARD,
TX-002791,STORE-0148,SKU-00800,2025-08-21 00:49:24,8,296.9,ONLINE,
TX-002792,STORE-0044,SKU-02386,2023-01-02 12:45:34,9,49.63,CARD,
TX-002793,STORE-0009,SKU-02784,2023-11-19 07:21:51,8,144.65,ONLINE,
TX-002794,STORE-0178,SKU-01159,2025-02-18 09:18:04,9,425.59,CASH,HOLIDAY10
TX-002795,STORE-0150,SKU-00295,2023-09-22 16:09:15,6,10.48,CASH,HOLIDAY10
TX-002796,STORE-0159,SKU-02000,2023-05-22 13:05:42,7,43.12,CASH,
TX-002797,STORE-0192,SKU-00028,2024-07-12 12:16:24,6,184.87,CARD,
TX-002798,STORE-0012,SKU-01391,2025-04-03 17:21:33,7,499.7,CARD,HOLIDAY10
TX-002799,STORE-0119,SKU-00740,2024-10-18 18:02:47,3,149.47,CASH,
TX-002800,STORE-0041,SKU-02166,2023-09-21 22:26:20,4,82.85,ONLINE,HOLIDAY10
TX-002801,STORE-0193,SKU-02028,2025-11-07 13:59:39,9,276.96,CARD,
TX-002802,STORE-0118,SKU-00854,2024-06-04 16:52:57,3,262.03,CARD,
TX-002803,STORE-0140,SKU-00072,2023-06-08 07:32:19,2,227.56,ONLINE,
TX-002804,STORE-0001,SKU-00333,2023-04-04 14:16:03,7,473.59,ONLINE,
TX-002805,STORE-0160,SKU-01106,2023-07-04 16:57:24,6,143.67,CASH,SPRING20
TX-002806,STORE-0188,SKU-02954,2023-12-24 00:53:51,3,150.2,CARD,SPRING20
TX-002807,STORE-0004,SKU-01573,2023-09-18 14:49:41,6,74.43,ONLINE,HOLIDAY10
TX-002808,STORE-0166,SKU-02263,2023-05-28 19:30:44,7,350.16,ONLINE,
TX-002809,STORE-0131,SKU-00665,2025-11-21 02:11:55,6,164.08,CASH,SPRING20
TX-002810,STORE-0093,SKU-00275,2024-07-04 21:10:55,1,402.36,CASH,
TX-002811,STORE-0037,SKU-00586,2024-05-17 11:17:52,1,486.02,CARD,
TX-002812,STORE-0088,SKU-01158,2025-01-05 01:01:10,9,26.62,ONLINE,
TX-002813,STORE-0199,SKU-02612,2025-09-01 18:25:17,6,496.6,CASH,
TX-002814,STORE-0145,SKU-02673,2023-11-03 02:01:25,2,130.78,CARD,HOLIDAY10
TX-002815,STORE-0074,SKU-00843,2023-07-20 17:38:20,1,212.95,CASH,
TX-002816,STORE-0106,SKU-02716,2025-01-04 12:17:02,2,389.98,CARD,
TX-002817,STORE-0051,SKU-00612,2025-07-22 15:35:42,8,334.34,ONLINE,
TX-002818,STORE-0010,SKU-00076,2023-03-09 11:00:15,5,390.33,CASH,
TX-002819,STORE-0187,SKU-02410,2025-09-08 07:53:19,7,235.83,CARD,
TX-002820,STORE-0136,SKU-01011,2025-01-02 05:21:34,7,458.45,CARD,
TX-002821,STORE-0147,SKU-00278,2023-03-25 18:50:47,2,396.02,ONLINE,
TX-002822,STORE-0110,SKU-02879,2024-12-04 19:25:46,4,158.07,CASH,
TX-002823,STORE-0079,SKU-02691,2023-05-29 02:48:51,2,474.5,CARD,SPRING20
TX-002824,STORE-0112,SKU-01910,2024-03-11 19:49:40,7,480.72,CARD,
TX-002825,STORE-0147,SKU-00888,2024-05-27 01:06:07,5,210.45,CARD,
TX-002826,STORE-0097,SKU-02212,2025-09-12 23:03:18,1,327.72,CARD,
TX-002827,STORE-0048,SKU-02932,2025-04-04 09:47:51,2,408.31,CASH,
TX-002828,STORE-0074,SKU-02255,2023-07-29 14:21:14,6,409.56,CASH,
TX-002829,STORE-0049,SKU-00098,2023-10-03 22:18:52,4,11.99,CARD,
TX-002830,STORE-0196,SKU-00554,2023-11-21 03:55:25,7,316.36,CASH,
TX-002831,STORE-0071,SKU-02708,2023-11-29 14:16:23,2,486.98,CASH,
TX-002832,STORE-0029,SKU-00524,2024-12-31 07:59:54,2,119.52,ONLINE,
TX-002833,STORE-0061,SKU-00583,2023-03-06 04:51:13,6,398.83,ONLINE,
TX-002834,STORE-0068,SKU-02036,2023-11-19 21:00:04,8,269.45,CARD,
TX-002835,STORE-0159,SKU-02087,2025-07-09 19:41:45,1,114.63,ONLINE,SPRING20
TX-002836,STORE-0145,SKU-01635,2023-02-11 19:01:46,5,30.26,CASH,
TX-002837,STORE-0156,SKU-02315,2025-07-21 09:14:17,1,381.16,CARD,
TX-002838,STORE-0192,SKU-00513,2024-07-19 05:46:40,6,161.65,ONLINE,HOLIDAY10
TX-002839,STORE-0038,SKU-00609,2023-04-04 09:00:44,7,190.92,CARD,
TX-002840,STORE-0086,SKU-02476,2025-04-19 15:04:09,6,245.19,CARD,
TX-002841,STORE-0092,SKU-00658,2023-01-04 00:56:11,9,256.06,ONLINE,
TX-002842,STORE-0075,SKU-00929,2025-11-27 03:53:40,3,107.06,CASH,SPRING20
TX-002843,STORE-0151,SKU-02734,2025-01-27 02:14:37,8,336.97,CASH,SPRING20
TX-002844,STORE-0091,SKU-00149,2023-06-10 19:40:19,3,347.81,ONLINE,SPRING20
TX-002845,STORE-0147,SKU-00170,2025-11-21 21:31:52,7,75.44,ONLINE,
TX-002846,STORE-0095,SKU-01019,2023-01-18 23:27:49,5,268.79,ONLINE,
TX-002847,STORE-0046,SKU-02807,2023-07-03 06:52:35,1,306.58,ONLINE,SPRING20
TX-002848,STORE-0144,SKU-00391,2024-07-04 14:15:59,4,97.19,CARD,SPRING20
TX-002849,STORE-0158,SKU-02494,2025-08-02 09:20:27,9,447.76,CASH,
TX-002850,STORE-0040,SKU-00334,2024-05-29 10:50:41,8,244.0,CASH,
TX-002851,STORE-0024,SKU-00033,2024-05-12 17:54:59,3,61.94,ONLINE,
TX-002852,STORE-0111,SKU-00645,2025-08-12 02:52:53,2,170.53,CASH,
TX-002853,STORE-0186,SKU-01743,2023-06-04 04:03:44,9,241.1,CASH,
TX-002854,STORE-0126,SKU-02663,2025-06-20 18:44:47,1,10.02,CASH,
TX-002855,STORE-0035,SKU-01494,2025-05-04 12:31:11,9,20.8,ONLINE,
TX-002856,STORE-0034,SKU-01166,2024-05-21 23:06:02,7,32.48,ONLINE,
TX-002857,STORE-0180,SKU-00513,2025-05-29 05:45:33,2,271.38,CASH,
TX-002858,STORE-0191,SKU-00269,2025-01-04 04:19:39,5,171.36,ONLINE,
TX-002859,STORE-0063,SKU-01246,2023-04-01 18:21:31,2,447.09,CASH,
TX-002860,STORE-0078,SKU-01561,2023-11-30 07:46:29,5,281.82,ONLINE,
TX-002861,STORE-0008,SKU-02031,2024-12-28 12:08:58,7,381.15,CASH,SPRING20
TX-002862,STORE-0046,SKU-01755,2023-09-06 11:36:36,5,345.13,ONLINE,SPRING20
TX-002863,STORE-0141,SKU-00425,2023-07-09 23:30:04,2,262.56,CASH,
TX-002864,STORE-0118,SKU-01569,2025-10-04 12:31:58,5,373.64,ONLINE,HOLIDAY10
TX-002865,STORE-0151,SKU-02688,2025-09-27 09:24:37,6,274.63,ONLINE,
TX-002866,STORE-0169,SKU-01054,2024-02-28 22:12:21,5,195.8,CASH,
TX-002867,STORE-0093,SKU-01966,2023-01-13 12:24:57,2,220.72,CARD,
TX-002868,STORE-0118,SKU-00607,2025-03-17 10:36:48,6,420.06,CASH,
TX-002869,STORE-0049,SKU-02532,2023-08-05 10:06:01,6,283.82,CASH,
TX-002870,STORE-0109,SKU-01392,2025-08-05 18:08:43,2,191.76,CARD,HOLIDAY10
TX-002871,STORE-0062,SKU-01014,2024-07-09 14:14:50,4,93.97,ONLINE,
TX-002872,STORE-0164,SKU-02547,2025-10-21 11:31:58,7,250.2,CARD,
TX-002873,STORE-0117,SKU-00968,2025-07-23 07:37:33,1,129.94,CASH,
TX-002874,STORE-0081,SKU-02287,2024-03-18 06:52:08,1,478.01,CARD,
TX-002875,STORE-0155,SKU-02635,2024-10-15 09:58:13,6,248.04,ONLINE,
TX-002876,STORE-0146,SKU-01049,2023-01-21 20:49:31,7,9.43,CASH,
TX-002877,STORE-0084,SKU-00710,2024-08-28 23:15:28,5,50.97,CASH,
TX-002878,STORE-0057,SKU-01539,2024-03-13 10:17:08,8,145.74,ONLINE,
TX-002879,STORE-0035,SKU-01170,2023-07-01 06:28:55,4,50.62,ONLINE,
TX-002880,STORE-0070,SKU-00229,2025-06-24 10:56:47,3,447.51,CASH,SPRING20
TX-002881,STORE-0193,SKU-00158,2024-01-09 19:13:03,7,427.9,ONLINE,
TX-002882,STORE-0190,SKU-02061,2023-12-07 05:32:34,4,485.58,CARD,
TX-002883,STORE-0098,SKU-02136,2024-11-26 00:47:36,1,354.7,CARD,HOLIDAY10
TX-002884,STORE-0099,SKU-01968,2024-06-03 07:41:33,8,324.5,CARD,
TX-002885,STORE-0142,SKU-02804,2024-06-03 17:08:18,5,462.13,CARD,
TX-002886,STORE-0151,SKU-02501,2023-09-07 13:05:32,8,473.46,ONLINE,
TX-002887,STORE-0103,SKU-00335,2023-04-09 13:37:47,8,439.36,CARD,
TX-002888,STORE-0127,SKU-01825,2024-07-14 18:14:59,5,431.43,CARD,
TX-002889,STORE-0098,SKU-01231,2024-08-01 09:11:23,8,337.49,CASH,
TX-002890,STORE-0178,SKU-00760,2023-03-29 15:01:26,7,5.79,ONLINE,
TX-002891,STORE-0195,SKU-00015,2025-10-10 05:49:28,3,217.61,ONLINE,SPRING20
TX-002892,STORE-0019,SKU-01922,2023-09-22 00:37:00,4,319.65,ONLINE,
TX-002893,STORE-0056,SKU-01497,2024-11-14 18:46:12,7,275.83,CASH,
TX-002894,STORE-0105,SKU-00735,2024-12-03 01:46:19,4,411.46,CASH,
TX-002895,STORE-0022,SKU-01338,2023-06-23 14:33:17,6,410.36,ONLINE,HOLIDAY10
TX-002896,STORE-0118,SKU-01537,2023-10-19 08:28:02,2,301.35,CARD,
TX-002897,STORE-0059,SKU-02948,2024-08-29 18:16:50,2,15.89,CASH,SPRING20
TX-002898,STORE-0105,SKU-01020,2025-08-08 02:43:22,3,187.82,CASH,HOLIDAY10
TX-002899,STORE-0197,SKU-01618,2025-09-22 18:59:11,7,118.26,CASH,HOLIDAY10
TX-002900,STORE-0145,SKU-00815,2025-11-07 08:29:33,3,172.7,ONLINE,HOLIDAY10
TX-002901,STORE-0182,SKU-02900,2025-01-14 04:20:47,3,310.56,CARD,
TX-002902,STORE-0105,SKU-02171,2023-04-13 21:01:53,4,37.9,CASH,HOLIDAY10
TX-002903,STORE-0087,SKU-02742,2025-06-07 18:37:40,6,16.01,CASH,
TX-002904,STORE-0066,SKU-00045,2025-02-24 14:18:51,1,221.25,ONLINE,
TX-002905,STORE-0015,SKU-00792,2024-02-27 07:38:15,6,397.82,CARD,HOLIDAY10
TX-002906,STORE-0162,SKU-00280,2025-07-31 18:23:12,8,20.2,CASH,
TX-002907,STORE-0052,SKU-00078,2024-05-09 18:45:12,8,425.28,ONLINE,
TX-002908,STORE-0083,SKU-01727,2023-04-23 22:17:37,6,195.02,ONLINE,
TX-002909,STORE-0111,SKU-00768,2023-11-25 14:04:43,6,63.53,CASH,
TX-002910,STORE-0196,SKU-00374,2024-02-27 04:05:49,3,285.91,ONLINE,
TX-002911,STORE-0132,SKU-00898,2023-05-25 20:27:19,2,476.42,ONLINE,
TX-002912,STORE-0118,SKU-02854,2023-12-11 16:23:36,7,273.54,CASH,
TX-002913,STORE-0193,SKU-02834,2023-02-18 15:11:10,8,344.88,ONLINE,
TX-002914,STORE-0077,SKU-02562,2024-11-08 01:19:07,6,409.13,CARD,HOLIDAY10
TX-002915,STORE-0184,SKU-00227,2023-12-01 22:09:26,5,400.67,CARD,
TX-002916,STORE-0035,SKU-02325,2023-12-02 15:43:27,4,41.19,CASH,
TX-002917,STORE-0158,SKU-02489,2024-09-19 18:34:16,1,371.79,CARD,
TX-002918,STORE-0020,SKU-02614,2025-04-21 19:55:10,9,474.98,CARD,
TX-002919,STORE-0036,SKU-01699,2025-02-20 23:17:57,4,351.82,CASH,
TX-002920,STORE-0149,SKU-01603,2023-11-07 14:35:19,2,419.04,ONLINE,
TX-002921,STORE-0183,SKU-00672,2025-09-18 04:57:22,4,245.35,CARD,
TX-002922,STORE-0197,SKU-00674,2025-08-24 00:12:36,5,162.94,ONLINE,
TX-002923,STORE-0052,SKU-02423,2023-11-02 00:05:54,2,339.74,CASH,HOLIDAY10
TX-002924,STORE-0005,SKU-00019,2025-07-08 10:21:30,7,248.64,CARD,
TX-002925,STORE-0075,SKU-01701,2024-08-16 17:00:08,3,448.17,CASH,HOLIDAY10
TX-002926,STORE-0051,SKU-00951,2025-10-31 16:40:16,8,487.32,ONLINE,SPRING20
TX-002927,STORE-0023,SKU-02744,2023-12-29 09:15:50,4,410.8,CASH,HOLIDAY10
TX-002928,STORE-0021,SKU-01229,2023-01-13 14:02:28,5,496.38,CARD,
TX-002929,STORE-0174,SKU-01975,2024-02-01 16:14:17,3,177.44,CASH,
TX-002930,STORE-0177,SKU-02871,2024-02-16 22:17:58,5,448.4,CASH,
TX-002931,STORE-0060,SKU-00024,2024-08-06 20:25:10,9,168.32,CASH,
TX-002932,STORE-0009,SKU-00486,2023-04-13 13:47:07,2,63.43,ONLINE,
TX-002933,STORE-0024,SKU-02720,2024-07-29 20:03:05,7,312.58,ONLINE,
TX-002934,STORE-0038,SKU-00978,2024-08-01 04:10:33,8,230.22,ONLINE,
TX-002935,STORE-0198,SKU-01645,2025-08-31 11:43:56,3,461.24,ONLINE,
TX-002936,STORE-0019,SKU-00959,2024-08-10 00:27:24,4,248.64,CARD,
TX-002937,STORE-0092,SKU-01435,2023-12-01 17:59:45,2,464.18,ONLINE,
TX-002938,STORE-0094,SKU-00642,2025-02-12 01:03:57,9,43.92,ONLINE,
TX-002939,STORE-0012,SKU-02028,2023-03-31 12:24:53,3,416.1,CARD,
TX-002940,STORE-0010,SKU-02732,2023-09-17 17:19:14,9,380.76,ONLINE,
TX-002941,STORE-0030,SKU-01952,2024-12-15 07:38:14,7,361.39,CASH,
TX-002942,STORE-0122,SKU-01689,2025-02-14 14:14:14,6,180.79,ONLINE,
TX-002943,STORE-0162,SKU-01133,2023-03-04 10:53:50,3,392.96,CARD,
TX-002944,STORE-0200,SKU-00753,2023-09-05 08:15:37,7,244.23,CASH,
TX-002945,STORE-0147,SKU-01783,2024-05-19 15:32:30,3,359.03,CARD,
TX-002946,STORE-0042,SKU-01124,2024-01-23 17:24:50,6,278.35,CASH,
TX-002947,STORE-0036,SKU-02439,2025-02-15 18:40:05,8,82.93,CASH,
TX-002948,STORE-0084,SKU-00813,2023-05-28 00:03:43,5,36.96,CASH,SPRING20
TX-002949,STORE-0199,SKU-02335,2024-06-26 17:59:36,3,186.26,CARD,
TX-002950,STORE-0189,SKU-00239,2023-09-05 15:51:20,6,466.73,CASH,HOLIDAY10
TX-002951,STORE-0110,SKU-02635,2025-04-05 10:48:18,8,267.22,CASH,
TX-002952,STORE-0106,SKU-01806,2025-06-02 03:40:02,3,402.09,CASH,
TX-002953,STORE-0167,SKU-00271,2024-12-11 04:28:30,5,290.1,CASH,
TX-002954,STORE-0070,SKU-00921,2024-10-22 19:06:43,9,479.16,CASH,
TX-002955,STORE-0020,SKU-00531,2023-06-12 09:48:59,3,187.88,ONLINE,HOLIDAY10
TX-002956,STORE-0135,SKU-02468,2025-03-12 07:35:38,2,33.24,CARD,
TX-002957,STORE-0123,SKU-02946,2024-03-06 15:41:01,8,391.43,CASH,
TX-002958,STORE-0068,SKU-02768,2025-01-09 11:41:56,7,354.2,CASH,SPRING20
TX-002959,STORE-0039,SKU-01974,2024-03-30 10:58:33,9,266.13,CASH,
TX-002960,STORE-0155,SKU-01385,2024-08-09 18:00:47,4,166.56,CASH,
TX-002961,STORE-0071,SKU-02913,2023-05-05 10:12:56,3,98.19,CASH,
TX-002962,STORE-0183,SKU-00983,2023-09-30 00:14:07,5,243.73,ONLINE,
TX-002963,STORE-0141,SKU-00942,2024-11-11 08:08:15,1,334.77,ONLINE,
TX-002964,STORE-0141,SKU-01391,2024-06-01 00:44:46,5,291.55,CASH,
TX-002965,STORE-0009,SKU-01985,2023-01-12 01:29:04,3,221.56,CASH,HOLIDAY10
TX-002966,STORE-0098,SKU-00861,2024-06-09 13:41:26,1,272.15,CASH,HOLIDAY10
TX-002967,STORE-0072,SKU-02778,2023-02-12 18:50:27,3,58.44,CARD,
TX-002968,STORE-0164,SKU-01558,2025-09-07 05:30:21,5,349.44,CARD,
TX-002969,STORE-0196,SKU-00490,2023-11-09 19:52:02,5,368.46,ONLINE,
TX-002970,STORE-0195,SKU-00194,2024-10-16 15:29:49,8,10.67,ONLINE,SPRING20
TX-002971,STORE-0174,SKU-01533,2023-03-30 04:57:26,1,138.91,CARD,
TX-002972,STORE-0199,SKU-00012,2025-08-04 00:36:20,7,50.6,CASH,
TX-002973,STORE-0012,SKU-02193,2023-10-24 02:49:39,5,499.12,ONLINE,
TX-002974,STORE-0101,SKU-01226,2024-08-25 01:07:18,3,298.7,CASH,
TX-002975,STORE-0133,SKU-02879,2023-06-27 22:29:11,4,235.54,CASH,
TX-002976,STORE-0196,SKU-01064,2023-09-23 16:27:17,3,234.19,ONLINE,
TX-002977,STORE-0084,SKU-00193,2023-10-24 00:52:07,8,482.56,CARD,
TX-002978,STORE-0140,SKU-01553,2023-03-06 05:33:28,4,331.63,CARD,
TX-002979,STORE-0003,SKU-02132,2023-04-30 14:12:10,3,88.49,CARD,
TX-002980,STORE-0170,SKU-01261,2025-01-27 06:23:30,2,226.84,CASH,
TX-002981,STORE-0162,SKU-01250,2024-10-18 18:45:49,3,388.23,CASH,
TX-002982,STORE-0099,SKU-00849,2024-07-13 15:00:16,7,214.56,CASH,
TX-002983,STORE-0178,SKU-01436,2023-02-19 03:17:21,6,158.22,CARD,
TX-002984,STORE-0153,SKU-00362,2023-07-12 06:49:07,5,495.65,CASH,
TX-002985,STORE-0144,SKU-00156,2023-10-02 13:42:05,8,468.14,ONLINE,HOLIDAY10
TX-002986,STORE-0195,SKU-02281,2025-04-01 11:22:16,1,471.07,CASH,
TX-002987,STORE-0069,SKU-01706,2025-09-10 21:53:14,3,70.18,ONLINE,
TX-002988,STORE-0061,SKU-02815,2023-03-16 20:12:38,2,120.96,CARD,HOLIDAY10
TX-002989,STORE-0077,SKU-02270,2025-09-16 01:02:22,2,223.82,CASH,
TX-002990,STORE-0164,SKU-01000,2024-12-14 13:24:41,1,416.9,CASH,SPRING20
TX-002991,STORE-0151,SKU-02736,2025-11-29 14:13:04,5,369.73,CARD,
TX-002992,STORE-0093,SKU-02207,2024-12-10 21:32:43,5,425.59,CASH,HOLIDAY10
TX-002993,STORE-0155,SKU-01435,2023-09-08 02:04:27,3,460.78,ONLINE,
TX-002994,STORE-0124,SKU-02252,2023-05-21 13:54:35,9,391.48,CARD,
TX-002995,STORE-0153,SKU-01505,2023-08-31 09:10:01,6,134.58,ONLINE,
TX-002996,STORE-0091,SKU-00411,2023-05-12 16:48:47,6,146.3,CARD,HOLIDAY10
TX-002997,STORE-0133,SKU-00646,2023-08-12 21:46:56,6,179.48,ONLINE,
TX-002998,STORE-0197,SKU-02628,2023-07-17 23:57:06,2,155.02,ONLINE,
TX-002999,STORE-0043,SKU-02476,2024-12-29 16:29:14,8,128.3,ONLINE,
TX-003000,STORE-0173,SKU-02510,2024-11-05 16:41:08,6,377.48,CASH,
TX-003001,STORE-0062,SKU-00091,2024-03-01 09:42:55,3,21.83,CASH,SPRING20
TX-003002,STORE-0039,SKU-01699,2023-08-23 15:44:59,9,365.55,CASH,SPRING20
TX-003003,STORE-0077,SKU-01445,2024-06-16 13:31:45,2,412.66,CASH,
TX-003004,STORE-0121,SKU-00191,2023-05-02 14:11:01,7,37.69,CASH,
TX-003005,STORE-0018,SKU-00180,2023-09-29 19:07:46,3,35.61,ONLINE,HOLIDAY10
TX-003006,STORE-0024,SKU-00365,2024-04-25 03:05:45,6,146.3,CASH,
TX-003007,STORE-0070,SKU-01371,2023-08-17 15:54:35,5,108.11,ONLINE,
TX-003008,STORE-0112,SKU-02610,2024-10-24 06:57:38,6,292.66,CARD,
TX-003009,STORE-0033,SKU-02482,2024-11-18 01:54:16,8,339.35,ONLINE,
TX-003010,STORE-0162,SKU-01366,2024-01-17 08:00:19,3,318.9,CASH,
TX-003011,STORE-0115,SKU-02279,2025-06-02 01:53:16,2,181.89,CARD,
TX-003012,STORE-0122,SKU-02479,2023-01-31 10:21:42,8,251.71,CASH,
TX-003013,STORE-0037,SKU-00679,2025-11-27 03:14:36,1,321.8,CARD,
TX-003014,STORE-0001,SKU-02575,2024-01-29 11:11:18,2,64.12,ONLINE,
TX-003015,STORE-0140,SKU-02263,2023-06-22 08:21:34,1,118.61,CARD,
TX-003016,STORE-0173,SKU-02146,2023-12-02 05:29:18,5,445.8,CASH,
TX-003017,STORE-0013,SKU-01780,2025-09-30 08:21:05,8,174.45,CARD,
TX-003018,STORE-0118,SKU-01784,2023-07-02 18:01:31,2,401.57,ONLINE,
TX-003019,STORE-0166,SKU-02835,2023-10-02 18:25:18,4,129.24,CARD,
TX-003020,STORE-0152,SKU-00241,2023-07-30 07:28:16,4,25.61,ONLINE,HOLIDAY10
TX-003021,STORE-0077,SKU-02450,2024-03-12 01:31:51,7,252.7,CARD,
TX-003022,STORE-0140,SKU-01408,2024-09-05 17:13:39,1,446.78,ONLINE,
TX-003023,STORE-0051,SKU-01539,2023-05-29 15:58:00,9,410.55,ONLINE,
TX-003024,STORE-0082,SKU-00707,2024-12-29 05:40:45,3,130.2,ONLINE,
TX-003025,STORE-0095,SKU-01441,2024-03-22 04:22:30,6,455.42,ONLINE,
TX-003026,STORE-0050,SKU-02331,2024-09-18 13:00:45,5,242.46,CASH,
TX-003027,STORE-0140,SKU-02115,2025-08-08 23:28:12,4,29.25,ONLINE,
TX-003028,STORE-0021,SKU-00874,2024-10-28 06:14:44,9,18.82,CASH,
TX-003029,STORE-0004,SKU-02683,2025-01-09 07:07:45,9,245.13,ONLINE,
TX-003030,STORE-0102,SKU-01183,2023-05-23 05:11:58,1,275.43,CARD,SPRING20
TX-003031,STORE-0111,SKU-02338,2024-10-13 17:22:59,7,44.56,CARD,
TX-003032,STORE-0102,SKU-02530,2023-01-24 11:08:39,9,461.51,CASH,
TX-003033,STORE-0023,SKU-02770,2023-11-16 04:59:49,5,360.52,CARD,
TX-003034,STORE-0046,SKU-01495,2024-05-29 21:31:15,1,401.63,ONLINE,
TX-003035,STORE-0142,SKU-01635,2024-10-25 13:16:23,8,294.09,CARD,
TX-003036,STORE-0027,SKU-01713,2025-06-29 02:51:45,5,333.45,CASH,
TX-003037,STORE-0098,SKU-01695,2024-10-06 14:35:32,6,196.99,CARD,
TX-003038,STORE-0071,SKU-00883,2024-09-21 16:44:56,7,341.25,CASH,SPRING20
TX-003039,STORE-0032,SKU-01970,2023-05-13 06:06:45,7,489.2,ONLINE,
TX-003040,STORE-0057,SKU-00710,2024-06-07 15:03:08,7,325.62,ONLINE,
TX-003041,STORE-0048,SKU-01154,2024-03-26 17:33:03,1,174.11,CARD,
TX-003042,STORE-0178,SKU-00949,2024-09-10 08:28:06,7,146.19,CARD,
TX-003043,STORE-0007,SKU-02216,2023-07-20 23:16:17,3,481.86,CARD,
TX-003044,STORE-0146,SKU-00196,2023-09-14 07:04:29,5,96.58,ONLINE,
TX-003045,STORE-0179,SKU-02961,2025-03-13 03:46:50,5,404.07,CARD,
TX-003046,STORE-0175,SKU-01316,2025-04-09 09:37:41,8,235.3,ONLINE,
TX-003047,STORE-0102,SKU-02693,2024-06-08 07:31:45,7,224.66,CASH,
TX-003048,STORE-0053,SKU-02727,2023-07-08 09:23:51,7,375.03,CARD,HOLIDAY10
TX-003049,STORE-0163,SKU-02049,2024-04-21 15:25:25,6,78.28,CARD,
TX-003050,STORE-0200,SKU-00142,2023-05-28 03:27:22,7,235.82,CASH,
TX-003051,STORE-0082,SKU-02639,2023-09-18 08:46:20,7,22.74,CASH,
TX-003052,STORE-0140,SKU-00786,2025-07-31 05:05:05,5,336.85,CASH,
TX-003053,STORE-0177,SKU-01831,2023-08-31 11:43:40,5,33.9,CASH,
TX-003054,STORE-0196,SKU-01695,2024-12-17 13:49:02,4,48.21,ONLINE,
TX-003055,STORE-0117,SKU-01782,2024-07-18 21:42:26,4,423.19,CARD,
TX-003056,STORE-0197,SKU-01507,2024-08-14 14:33:07,5,224.26,ONLINE,
TX-003057,STORE-0148,SKU-02614,2024-07-30 21:30:47,9,104.48,ONLINE,
TX-003058,STORE-0040,SKU-00111,2024-11-18 13:07:27,6,298.33,CASH,SPRING20
TX-003059,STORE-0019,SKU-01979,2023-06-06 10:34:37,8,262.05,CARD,
TX-003060,STORE-0037,SKU-02096,2023-05-04 16:16:18,9,208.4,ONLINE,
TX-003061,STORE-0159,SKU-00958,2025-08-22 02:05:23,4,453.18,ONLINE,
TX-003062,STORE-0085,SKU-02778,2025-07-31 18:37:12,7,375.98,CASH,
TX-003063,STORE-0158,SKU-01249,2024-06-30 09:39:49,5,80.04,CARD,
TX-003064,STORE-0023,SKU-01000,2025-04-15 23:17:26,4,287.53,CARD,
TX-003065,STORE-0109,SKU-01041,2024-12-12 02:31:35,7,48.93,CARD,
TX-003066,STORE-0004,SKU-02281,2025-11-03 02:51:42,3,126.1,ONLINE,SPRING20
TX-003067,STORE-0060,SKU-00814,2025-07-09 21:35:30,1,455.38,CASH,
TX-003068,STORE-0146,SKU-02137,2023-03-15 12:12:13,7,233.73,CARD,
TX-003069,STORE-0153,SKU-00860,2023-05-08 01:43:06,9,446.59,ONLINE,
TX-003070,STORE-0141,SKU-01149,2023-11-13 16:57:03,2,87.17,ONLINE,
TX-003071,STORE-0153,SKU-02920,2023-11-02 09:58:02,7,106.64,CARD,
TX-003072,STORE-0171,SKU-02153,2025-09-08 10:47:20,2,179.65,CASH,HOLIDAY10
TX-003073,STORE-0140,SKU-00888,2024-06-26 17:29:40,3,186.33,CASH,
TX-003074,STORE-0153,SKU-00004,2025-09-18 20:10:41,3,373.91,CARD,
TX-003075,STORE-0007,SKU-00915,2023-03-28 10:44:21,4,301.71,ONLINE,
TX-003076,STORE-0093,SKU-01813,2024-09-14 06:34:12,6,278.86,CASH,
TX-003077,STORE-0165,SKU-00434,2024-12-29 21:33:22,3,303.18,ONLINE,
TX-003078,STORE-0043,SKU-00696,2025-02-21 10:25:17,9,367.43,ONLINE,
TX-003079,STORE-0026,SKU-01369,2024-09-09 02:35:46,2,446.94,CASH,
TX-003080,STORE-0087,SKU-02826,2024-03-04 05:27:00,7,210.3,ONLINE,
TX-003081,STORE-0035,SKU-02291,2025-11-30 21:41:56,6,402.45,ONLINE,
TX-003082,STORE-0096,SKU-01173,2025-10-28 23:30:52,2,250.07,CARD,
TX-003083,STORE-0186,SKU-02837,2023-10-16 12:31:56,3,362.43,CASH,
TX-003084,STORE-0122,SKU-01457,2023-10-27 20:32:12,6,438.04,ONLINE,
