order_item_id,order_id,sku_id,quantity,unit_price,discount_amount,tax_amount
ITEM-905453,ORD-002192,SKU-00810,3,436.31,40.49,8.34
ITEM-237321,ORD-002192,SKU-02847,2,48.42,12.32,14.93
ITEM-481080,ORD-002192,SKU-01392,4,430.48,25.15,17.06
ITEM-902961,ORD-002192,SKU-01949,2,141.78,13.31,19.54
ITEM-452853,ORD-002193,SKU-02955,5,71.34,11.04,15.88
ITEM-702822,ORD-002193,SKU-01054,7,444.86,14.06,3.98
ITEM-874229,ORD-002194,SKU-02982,9,436.68,3.16,9.94
ITEM-743103,ORD-002194,SKU-02967,3,346.81,36.31,16.66
ITEM-914435,ORD-002195,SKU-00210,6,268.49,32.83,5.19
ITEM-584735,ORD-002195,SKU-02392,5,246.84,16.8,15.93
ITEM-994726,ORD-002195,SKU-02415,8,401.56,8.1,6.1
ITEM-480509,ORD-002196,SKU-02310,9,471.59,27.16,3.74
ITEM-836356,ORD-002196,SKU-01179,6,175.69,14.75,14.56
ITEM-983310,ORD-002196,SKU-01146,3,65.45,0.47,6.0
ITEM-620287,ORD-002196,SKU-02504,7,63.63,38.05,16.74
ITEM-467165,ORD-002196,SKU-02158,6,401.1,18.59,11.32
ITEM-756338,ORD-002197,SKU-01419,8,353.21,27.32,7.69
ITEM-780212,ORD-002198,SKU-01766,10,92.48,39.25,4.74
ITEM-354843,ORD-002198,SKU-00989,1,21.1,33.58,17.9
ITEM-774094,ORD-002199,SKU-01439,4,299.45,43.03,3.67
ITEM-670668,ORD-002199,SKU-01513,7,348.13,22.72,16.45
ITEM-700652,ORD-002199,SKU-00894,2,91.98,17.94,6.23
ITEM-754338,ORD-002200,SKU-02005,1,65.89,49.99,14.76
ITEM-122655,ORD-002200,SKU-00257,8,178.77,24.53,13.34
ITEM-382562,ORD-002200,SKU-02283,4,208.57,44.58,16.65
ITEM-662678,ORD-002200,SKU-00723,2,171.77,16.99,11.58
ITEM-326596,ORD-002200,SKU-00903,9,250.26,27.38,1.4
ITEM-242201,ORD-002201,SKU-01326,10,111.8,44.8,13.38
ITEM-087897,ORD-002202,SKU-00232,6,392.81,13.93,17.93
ITEM-813815,ORD-002202,SKU-00714,6,219.44,36.08,9.68
ITEM-640588,ORD-002202,SKU-01739,5,103.56,38.94,17.11
ITEM-451372,ORD-002202,SKU-00338,3,5.1,29.97,2.82
ITEM-576079,ORD-002202,SKU-01724,9,332.3,35.18,11.17
ITEM-699025,ORD-002203,SKU-02846,8,243.3,5.14,4.44
ITEM-689240,ORD-002203,SKU-01802,3,28.33,29.5,17.23
ITEM-037885,ORD-002204,SKU-01573,7,309.9,5.19,18.66
ITEM-134671,ORD-002204,SKU-02239,6,483.08,36.91,10.36
ITEM-592838,ORD-002204,SKU-01128,5,43.97,14.28,11.44
ITEM-104176,ORD-002205,SKU-00344,2,163.32,37.84,14.15
ITEM-333145,ORD-002205,SKU-01279,1,89.22,37.43,2.5
ITEM-043294,ORD-002206,SKU-01611,1,359.3,37.51,8.18
ITEM-178029,ORD-002206,SKU-00946,6,371.15,27.49,17.34
ITEM-151639,ORD-002206,SKU-02436,2,216.63,17.71,1.87
ITEM-729025,ORD-002206,SKU-00254,8,368.66,12.02,12.4
ITEM-459049,ORD-002206,SKU-00322,5,258.03,34.08,19.06
ITEM-968615,ORD-002207,SKU-00815,1,6.97,32.29,15.65
ITEM-854458,ORD-002207,SKU-02767,8,370.35,23.44,5.82
ITEM-679743,ORD-002207,SKU-01203,7,411.81,37.41,15.83
ITEM-525784,ORD-002208,SKU-00861,2,203.68,10.03,3.5
ITEM-232460,ORD-002209,SKU-00993,7,102.44,16.63,14.69
ITEM-485840,ORD-002209,SKU-02817,9,407.75,20.19,1.12
ITEM-061192,ORD-002209,SKU-00766,6,16.5,35.95,7.64
ITEM-046778,ORD-002210,SKU-01584,10,322.16,17.86,10.31
ITEM-378564,ORD-002210,SKU-02916,3,216.14,47.43,8.42
ITEM-646219,ORD-002210,SKU-01679,6,176.34,42.37,4.18
ITEM-404218,ORD-002210,SKU-01044,8,139.22,5.36,14.18
ITEM-189411,ORD-002211,SKU-02755,5,11.93,37.63,5.2
ITEM-457129,ORD-002212,SKU-02132,5,259.82,10.52,11.66
ITEM-809463,ORD-002212,SKU-01589,1,8.53,44.09,11.04
ITEM-719741,ORD-002212,SKU-00637,1,451.33,24.41,7.75
ITEM-227259,ORD-002212,SKU-02176,9,65.27,10.78,13.54
ITEM-662076,ORD-002212,SKU-02626,3,240.99,28.32,10.12
ITEM-845977,ORD-002213,SKU-00903,9,421.3,5.29,12.21
ITEM-501089,ORD-002213,SKU-02474,3,52.68,16.62,1.95
ITEM-550223,ORD-002213,SKU-00304,8,369.83,22.83,14.89
ITEM-107528,ORD-002213,SKU-02095,1,482.78,21.55,8.79
ITEM-883106,ORD-002213,SKU-01309,3,67.44,6.56,11.94
ITEM-350006,ORD-002214,SKU-00528,9,309.26,8.4,2.15
ITEM-914677,ORD-002215,SKU-01788,6,397.85,4.02,18.96
ITEM-210676,ORD-002215,SKU-00319,4,46.31,30.71,16.08
ITEM-944632,ORD-002215,SKU-01187,10,126.76,11.96,2.75
ITEM-831628,ORD-002215,SKU-02003,7,401.05,39.17,6.89
ITEM-259039,ORD-002216,SKU-02015,7,331.32,3.13,17.23
ITEM-920804,ORD-002216,SKU-00523,6,221.46,43.87,12.52
ITEM-353959,ORD-002216,SKU-00452,7,111.18,5.49,3.39
ITEM-100285,ORD-002216,SKU-01351,5,269.73,9.71,3.44
ITEM-097520,ORD-002216,SKU-00800,5,65.13,39.21,0.47
ITEM-297010,ORD-002217,SKU-01648,1,358.24,15.56,11.86
ITEM-886630,ORD-002217,SKU-02600,9,223.28,22.29,12.91
ITEM-448680,ORD-002218,SKU-02867,6,155.76,12.65,2.85
ITEM-540313,ORD-002218,SKU-02001,4,309.32,27.89,3.54
ITEM-794972,ORD-002218,SKU-00521,6,453.22,25.51,18.79
ITEM-293073,ORD-002219,SKU-00164,6,33.75,38.48,6.81
ITEM-218102,ORD-002219,SKU-01272,7,189.84,27.27,13.26
ITEM-338918,ORD-002219,SKU-02840,7,311.73,45.99,13.79
ITEM-229788,ORD-002219,SKU-02235,8,395.66,14.66,17.69
ITEM-239571,ORD-002220,SKU-01262,2,86.84,37.21,12.82
ITEM-876440,ORD-002221,SKU-02852,4,135.49,41.56,0.51
ITEM-386552,ORD-002221,SKU-01879,3,307.38,36.25,19.49
ITEM-990174,ORD-002221,SKU-01825,7,420.24,18.33,15.29
ITEM-995356,ORD-002221,SKU-02921,1,438.97,40.9,12.64
ITEM-909126,ORD-002221,SKU-00968,10,120.38,48.95,8.81
ITEM-476208,ORD-002222,SKU-01049,5,424.21,1.67,14.71
ITEM-716912,ORD-002222,SKU-02289,5,105.47,23.46,2.44
ITEM-809569,ORD-002222,SKU-00459,9,97.07,35.23,18.04
ITEM-228418,ORD-002222,SKU-02750,5,22.41,36.79,6.71
ITEM-192075,ORD-002223,SKU-01956,2,460.16,24.28,13.75
ITEM-965666,ORD-002223,SKU-00554,1,109.53,33.22,8.74
ITEM-413734,ORD-002223,SKU-01153,7,352.65,4.82,18.92
ITEM-977373,ORD-002223,SKU-01093,8,256.84,25.41,14.32
ITEM-673705,ORD-002223,SKU-02549,8,265.35,25.6,6.09
ITEM-656121,ORD-002224,SKU-02886,8,311.51,43.97,9.3
ITEM-609197,ORD-002224,SKU-01955,2,53.98,43.69,1.73
ITEM-961945,ORD-002224,SKU-02465,5,211.28,32.37,12.24
ITEM-976247,ORD-002224,SKU-01539,10,355.69,47.0,16.0
ITEM-669639,ORD-002224,SKU-02940,10,402.5,4.82,10.78
ITEM-994318,ORD-002225,SKU-00545,8,336.95,48.11,7.85
ITEM-898256,ORD-002225,SKU-01744,9,485.73,49.13,11.43
ITEM-153198,ORD-002226,SKU-00073,1,118.34,47.1,18.79
ITEM-347036,ORD-002226,SKU-00248,4,498.04,43.91,18.32
ITEM-274232,ORD-002226,SKU-00385,2,139.93,8.42,14.69
ITEM-392083,ORD-002227,SKU-00390,4,111.92,8.89,11.26
ITEM-629344,ORD-002227,SKU-01531,8,221.44,12.44,19.79
ITEM-789716,ORD-002227,SKU-02334,7,432.13,3.53,0.61
ITEM-283613,ORD-002227,SKU-02592,10,86.47,35.92,9.56
ITEM-810311,ORD-002228,SKU-01300,4,263.15,21.21,8.88
ITEM-073254,ORD-002228,SKU-00588,10,227.08,24.55,3.05
ITEM-995976,ORD-002228,SKU-02608,4,170.96,31.55,8.08
ITEM-294382,ORD-002229,SKU-02955,4,493.64,6.02,14.82
ITEM-657385,ORD-002230,SKU-00784,5,281.44,41.75,11.53
ITEM-614513,ORD-002230,SKU-02922,6,126.29,46.49,3.57
ITEM-956566,ORD-002230,SKU-00207,1,262.3,16.59,18.45
ITEM-326960,ORD-002230,SKU-00196,1,434.49,13.98,19.54
ITEM-473080,ORD-002230,SKU-00132,4,205.2,12.58,17.69
ITEM-757948,ORD-002231,SKU-01017,4,43.42,14.95,12.67
ITEM-326445,ORD-002231,SKU-00257,5,442.8,21.99,16.04
ITEM-600147,ORD-002231,SKU-01976,7,85.41,3.74,9.61
ITEM-925235,ORD-002231,SKU-01922,10,427.51,32.97,14.67
ITEM-762920,ORD-002232,SKU-00578,10,92.94,1.75,2.07
ITEM-142382,ORD-002232,SKU-02031,5,273.28,6.67,14.17
ITEM-936779,ORD-002232,SKU-00356,8,384.48,49.23,14.64
ITEM-717076,ORD-002233,SKU-02325,7,121.79,11.25,5.48
ITEM-063300,ORD-002233,SKU-02714,5,295.46,40.82,12.45
ITEM-440136,ORD-002233,SKU-02864,6,50.57,19.82,3.43
ITEM-096371,ORD-002233,SKU-01132,6,244.7,49.45,6.33
ITEM-945541,ORD-002234,SKU-02824,7,390.54,21.79,16.72
ITEM-967920,ORD-002234,SKU-00878,8,258.2,34.81,8.97
ITEM-101219,ORD-002234,SKU-02770,8,65.87,3.29,11.81
ITEM-204441,ORD-002234,SKU-02844,10,394.93,24.63,14.43
ITEM-501509,ORD-002234,SKU-00005,8,320.28,0.07,3.43
ITEM-605470,ORD-002235,SKU-01737,3,369.6,15.3,3.66
ITEM-530341,ORD-002235,SKU-01189,4,5.04,48.47,4.39
ITEM-571578,ORD-002235,SKU-02036,9,320.38,2.0,19.75
ITEM-300776,ORD-002235,SKU-01736,6,417.58,15.38,11.94
ITEM-434752,ORD-002236,SKU-02224,5,302.52,25.56,13.94
ITEM-631473,ORD-002236,SKU-02910,4,350.89,0.39,14.43
ITEM-148080,ORD-002236,SKU-00684,7,278.69,46.57,10.02
ITEM-026879,ORD-002236,SKU-02655,4,237.87,18.61,19.77
ITEM-831035,ORD-002236,SKU-02012,9,187.18,42.93,6.55
ITEM-929904,ORD-002237,SKU-01329,4,7.11,7.17,14.94
ITEM-438882,ORD-002237,SKU-01180,4,13.94,25.26,4.45
ITEM-157387,ORD-002237,SKU-00710,6,489.34,18.53,5.17
ITEM-144834,ORD-002237,SKU-00671,7,199.65,37.62,13.84
ITEM-766426,ORD-002238,SKU-00013,10,144.22,45.3,7.4
ITEM-775016,ORD-002238,SKU-02650,8,120.05,14.32,11.4
ITEM-691533,ORD-002238,SKU-01737,7,92.77,40.4,5.06
ITEM-449284,ORD-002239,SKU-00010,4,490.12,7.61,13.61
ITEM-526716,ORD-002239,SKU-00244,8,481.09,3.04,2.89
ITEM-331482,ORD-002239,SKU-02153,9,340.1,21.43,2.26
ITEM-482161,ORD-002239,SKU-02684,10,123.45,30.15,7.78
ITEM-632339,ORD-002240,SKU-01002,4,379.15,30.64,4.06
ITEM-530027,ORD-002240,SKU-00802,4,265.86,40.95,11.08
ITEM-220465,ORD-002240,SKU-02260,7,263.39,39.55,2.99
ITEM-537632,ORD-002240,SKU-00503,8,109.14,43.53,8.67
ITEM-107476,ORD-002241,SKU-01552,6,94.37,7.1,6.65
ITEM-515014,ORD-002241,SKU-02601,10,417.74,31.59,4.71
ITEM-569818,ORD-002241,SKU-02010,4,367.71,18.0,2.28
ITEM-632955,ORD-002241,SKU-02142,1,191.57,25.82,18.47
ITEM-625821,ORD-002241,SKU-01655,1,335.11,46.48,18.58
ITEM-623122,ORD-002242,SKU-02527,6,33.47,19.73,3.08
ITEM-754568,ORD-002242,SKU-00632,7,333.02,21.7,10.69
ITEM-471360,ORD-002243,SKU-01656,8,231.17,49.05,16.13
ITEM-894828,ORD-002244,SKU-01693,8,336.99,11.45,12.04
ITEM-078891,ORD-002244,SKU-02183,2,491.73,2.27,13.04
ITEM-459117,ORD-002244,SKU-01085,7,253.18,39.37,17.89
ITEM-238734,ORD-002244,SKU-00890,1,183.97,34.61,5.61
ITEM-701113,ORD-002244,SKU-01739,3,487.41,7.01,2.35
ITEM-253350,ORD-002245,SKU-00621,5,492.04,34.65,9.96
ITEM-408455,ORD-002245,SKU-01435,2,266.44,13.69,12.11
ITEM-562584,ORD-002246,SKU-01675,7,45.13,7.06,6.02
ITEM-419658,ORD-002246,SKU-00976,6,486.01,9.12,9.34
ITEM-889694,ORD-002246,SKU-00836,10,277.61,23.79,2.95
ITEM-416011,ORD-002246,SKU-02706,9,164.79,0.56,2.8
ITEM-973864,ORD-002246,SKU-02773,5,422.53,25.41,14.24
ITEM-550158,ORD-002247,SKU-00034,1,291.58,40.59,18.26
ITEM-449562,ORD-002247,SKU-01777,10,84.72,34.86,5.35
ITEM-836141,ORD-002247,SKU-01283,1,465.24,3.24,5.35
ITEM-325541,ORD-002248,SKU-02062,8,375.08,17.24,12.15
ITEM-286489,ORD-002249,SKU-00925,5,475.9,16.08,19.83
ITEM-881722,ORD-002249,SKU-01203,10,284.84,5.02,1.23
ITEM-523732,ORD-002249,SKU-02956,10,304.57,22.23,2.85
ITEM-148254,ORD-002250,SKU-02858,7,157.2,45.37,14.61
ITEM-088682,ORD-002250,SKU-01327,4,122.29,1.71,2.96
ITEM-142409,ORD-002251,SKU-01886,6,372.36,42.8,9.53
ITEM-844033,ORD-002252,SKU-02505,8,383.17,34.64,13.88
ITEM-255053,ORD-002252,SKU-02202,1,449.07,5.41,7.17
ITEM-913142,ORD-002252,SKU-02270,7,326.3,33.87,2.34
ITEM-455961,ORD-002252,SKU-02113,2,81.7,47.83,0.75
ITEM-914730,ORD-002253,SKU-00027,1,17.52,30.59,15.41
ITEM-647788,ORD-002253,SKU-02802,2,475.71,18.3,17.69
ITEM-363218,ORD-002253,SKU-02329,4,433.98,44.68,3.14
ITEM-908728,ORD-002254,SKU-01059,5,162.82,47.19,6.77
ITEM-222432,ORD-002254,SKU-00744,3,52.48,37.15,10.72
ITEM-324158,ORD-002255,SKU-01146,2,98.82,40.08,11.44
ITEM-391769,ORD-002255,SKU-02687,2,455.42,20.1,11.99
ITEM-218743,ORD-002255,SKU-00213,4,278.06,15.84,11.68
ITEM-615784,ORD-002255,SKU-00171,8,11.56,36.9,13.48
ITEM-456503,ORD-002255,SKU-02449,6,355.65,0.65,8.63
ITEM-431178,ORD-002256,SKU-00459,2,404.88,25.94,9.69
ITEM-043030,ORD-002256,SKU-02888,9,325.82,3.19,16.55
ITEM-720200,ORD-002257,SKU-01540,10,398.43,11.46,10.61
ITEM-288773,ORD-002258,SKU-01287,3,274.89,44.46,16.11
ITEM-631764,ORD-002259,SKU-02378,10,201.28,25.27,19.24
ITEM-245962,ORD-002259,SKU-00031,3,278.49,2.82,2.89
ITEM-526866,ORD-002259,SKU-01472,1,163.61,43.22,11.19
ITEM-199002,ORD-002259,SKU-00438,10,52.49,32.63,1.07
ITEM-735780,ORD-002259,SKU-02989,9,180.17,49.94,11.35
ITEM-276242,ORD-002260,SKU-02512,9,38.64,48.66,5.45
ITEM-016203,ORD-002260,SKU-02434,4,274.09,47.02,8.56
ITEM-322806,ORD-002260,SKU-01881,2,312.99,9.34,9.99
ITEM-720721,ORD-002261,SKU-01527,5,257.62,15.3,9.44
ITEM-418498,ORD-002262,SKU-01559,3,116.39,42.9,18.53
ITEM-049596,ORD-002262,SKU-01522,7,498.31,29.22,19.99
ITEM-285439,ORD-002262,SKU-02565,7,436.44,18.04,17.18
ITEM-880860,ORD-002263,SKU-02756,4,458.9,2.63,7.89
ITEM-393190,ORD-002263,SKU-01541,7,418.99,42.32,16.6
ITEM-365856,ORD-002264,SKU-02530,1,418.04,42.63,12.88
ITEM-449000,ORD-002265,SKU-01351,8,271.22,28.72,16.52
ITEM-499434,ORD-002265,SKU-02347,4,293.9,46.34,6.17
ITEM-279501,ORD-002265,SKU-00925,8,80.22,28.35,11.87
ITEM-739185,ORD-002265,SKU-00782,6,435.44,4.13,15.81
ITEM-767482,ORD-002266,SKU-01588,1,298.28,1.35,9.11
ITEM-950554,ORD-002266,SKU-01115,8,40.27,38.21,17.39
ITEM-196390,ORD-002266,SKU-01029,4,88.33,5.04,16.27
ITEM-609105,ORD-002266,SKU-00202,3,221.24,20.83,13.47
ITEM-245948,ORD-002266,SKU-01987,8,100.11,31.62,11.04
ITEM-994446,ORD-002267,SKU-01022,1,307.98,49.14,4.87
ITEM-275958,ORD-002267,SKU-01516,3,128.7,26.7,15.37
ITEM-217355,ORD-002268,SKU-01265,7,112.35,9.8,17.64
ITEM-464493,ORD-002269,SKU-01083,3,402.55,20.84,8.07
ITEM-942546,ORD-002269,SKU-02263,7,209.9,26.57,14.96
ITEM-349871,ORD-002269,SKU-02269,1,20.53,35.78,18.15
ITEM-603737,ORD-002269,SKU-02694,6,460.77,34.98,4.3
ITEM-121467,ORD-002269,SKU-01342,8,416.93,43.26,1.06
ITEM-894688,ORD-002270,SKU-01287,5,114.33,27.17,13.77
ITEM-476113,ORD-002271,SKU-02214,2,282.11,2.47,9.62
ITEM-651161,ORD-002271,SKU-02919,5,311.52,36.2,2.13
ITEM-295748,ORD-002271,SKU-02173,9,436.31,5.72,13.39
ITEM-309291,ORD-002272,SKU-01111,7,206.14,44.43,13.16
ITEM-264805,ORD-002273,SKU-00453,8,51.14,0.19,16.71
ITEM-963339,ORD-002273,SKU-01489,7,422.49,45.53,7.82
ITEM-562382,ORD-002273,SKU-02267,6,148.79,39.19,13.34
ITEM-815035,ORD-002274,SKU-02597,7,113.82,46.56,9.93
ITEM-454621,ORD-002274,SKU-01477,10,312.26,17.61,11.99
ITEM-694899,ORD-002275,SKU-00937,5,144.38,38.69,2.66
ITEM-937495,ORD-002275,SKU-02299,2,418.2,9.05,7.62
ITEM-535165,ORD-002276,SKU-01269,10,324.88,26.32,7.84
ITEM-327212,ORD-002276,SKU-01577,3,276.59,11.68,4.36
ITEM-351432,ORD-002276,SKU-02202,1,331.31,37.59,4.02
ITEM-086052,ORD-002277,SKU-02581,4,43.23,48.92,6.91
ITEM-119205,ORD-002277,SKU-00448,8,448.86,8.19,10.14
ITEM-497887,ORD-002277,SKU-00769,5,156.82,48.9,11.55
ITEM-467261,ORD-002278,SKU-00700,3,117.2,31.03,16.13
ITEM-115599,ORD-002278,SKU-01977,7,42.69,34.95,17.35
ITEM-168275,ORD-002279,SKU-00697,6,263.51,17.06,18.94
ITEM-993739,ORD-002279,SKU-01120,4,64.46,31.73,15.03
ITEM-730038,ORD-002279,SKU-02792,8,155.68,26.39,6.15
ITEM-287173,ORD-002279,SKU-00114,8,101.68,23.83,11.49
ITEM-440267,ORD-002279,SKU-00428,8,176.87,17.08,9.7
ITEM-849360,ORD-002280,SKU-00228,7,66.73,44.91,14.82
ITEM-275296,ORD-002280,SKU-00612,6,66.54,25.3,11.95
ITEM-273365,ORD-002280,SKU-01368,6,43.57,44.9,13.25
ITEM-303451,ORD-002280,SKU-00428,6,461.34,25.69,8.64
ITEM-326398,ORD-002280,SKU-02242,5,8.0,48.14,16.9
ITEM-703429,ORD-002281,SKU-01850,1,445.92,32.5,7.61
ITEM-954333,ORD-002282,SKU-00481,5,156.44,10.62,4.91
ITEM-722569,ORD-002282,SKU-01432,3,14.93,40.95,7.62
ITEM-100273,ORD-002282,SKU-01131,7,470.69,5.46,13.7
ITEM-313304,ORD-002282,SKU-00314,6,441.14,11.4,9.5
ITEM-939074,ORD-002282,SKU-02121,5,8.57,30.95,4.03
ITEM-659859,ORD-002283,SKU-02013,9,39.06,30.93,9.74
ITEM-392523,ORD-002284,SKU-01974,2,330.21,14.95,6.9
ITEM-326767,ORD-002284,SKU-02388,6,53.83,29.12,13.81
ITEM-376588,ORD-002284,SKU-01339,9,388.53,27.13,17.15
ITEM-402298,ORD-002284,SKU-02249,1,478.07,23.35,11.9
ITEM-447050,ORD-002284,SKU-02976,2,423.23,25.87,10.7
ITEM-938261,ORD-002285,SKU-02132,9,443.03,19.13,10.82
ITEM-555183,ORD-002285,SKU-00574,8,358.19,48.95,13.04
ITEM-863168,ORD-002286,SKU-02436,10,20.57,46.4,15.75
ITEM-288855,ORD-002287,SKU-01028,6,6.59,1.09,0.14
ITEM-704189,ORD-002287,SKU-00011,5,182.02,36.19,13.48
ITEM-644533,ORD-002287,SKU-00195,9,46.4,25.66,4.62
ITEM-055323,ORD-002287,SKU-00117,3,249.03,41.21,4.78
ITEM-847010,ORD-002288,SKU-01872,3,87.33,39.11,4.44
ITEM-447449,ORD-002288,SKU-02512,6,34.33,41.56,2.92
ITEM-933868,ORD-002289,SKU-00184,6,294.64,13.02,4.68
ITEM-221087,ORD-002289,SKU-01341,3,86.33,37.88,13.14
ITEM-383834,ORD-002289,SKU-01066,10,106.99,48.27,16.32
ITEM-360687,ORD-002289,SKU-00857,10,236.78,9.49,6.1
ITEM-101240,ORD-002290,SKU-00798,6,405.63,29.37,5.92
ITEM-441251,ORD-002290,SKU-00243,7,412.86,35.75,12.2
ITEM-652375,ORD-002290,SKU-02895,8,82.39,12.76,0.22
ITEM-094073,ORD-002291,SKU-01059,4,61.65,42.62,5.82
ITEM-829556,ORD-002291,SKU-00283,10,309.39,4.45,4.0
ITEM-385024,ORD-002291,SKU-01720,5,360.01,48.67,19.56
ITEM-732049,ORD-002292,SKU-01478,5,443.18,8.67,0.81
ITEM-432789,ORD-002292,SKU-00521,9,377.48,28.76,3.66
ITEM-545940,ORD-002293,SKU-01064,4,183.2,23.12,18.26
ITEM-196741,ORD-002293,SKU-02203,10,163.0,28.66,7.35
ITEM-592689,ORD-002294,SKU-00685,3,166.39,32.05,5.57
ITEM-509755,ORD-002294,SKU-01320,3,300.26,31.13,9.17
ITEM-417490,ORD-002294,SKU-01501,6,55.56,25.75,15.54
ITEM-538012,ORD-002294,SKU-02758,10,337.28,49.76,4.04
ITEM-197277,ORD-002294,SKU-01754,8,206.88,17.35,9.08
ITEM-084185,ORD-002295,SKU-00014,2,87.99,31.37,4.91
ITEM-675293,ORD-002295,SKU-02867,9,249.04,39.3,12.82
ITEM-187228,ORD-002296,SKU-00302,5,147.19,25.57,16.49
ITEM-352108,ORD-002296,SKU-01182,6,378.49,22.7,11.28
ITEM-551947,ORD-002296,SKU-02918,4,311.12,44.28,19.41
ITEM-726804,ORD-002297,SKU-00521,6,79.59,43.38,4.3
ITEM-653533,ORD-002297,SKU-00788,6,346.18,46.6,6.79
ITEM-067178,ORD-002297,SKU-01442,2,247.64,34.01,5.73
ITEM-398225,ORD-002297,SKU-01721,1,470.46,21.63,10.65
ITEM-601893,ORD-002297,SKU-02623,10,405.55,36.74,3.03
ITEM-493057,ORD-002298,SKU-00418,6,240.53,16.04,17.83
ITEM-018020,ORD-002298,SKU-02235,1,333.91,3.84,16.02
ITEM-859049,ORD-002298,SKU-00083,3,93.86,5.13,2.8
ITEM-354682,ORD-002299,SKU-01489,2,93.54,43.01,8.35
ITEM-536897,ORD-002299,SKU-00920,3,99.56,27.77,18.22
ITEM-103518,ORD-002299,SKU-01073,3,468.06,20.46,4.61
ITEM-139523,ORD-002299,SKU-01690,3,61.33,13.2,4.06
ITEM-497870,ORD-002299,SKU-00436,6,324.77,13.33,2.49
ITEM-411845,ORD-002300,SKU-02001,9,431.63,24.69,10.0
ITEM-033807,ORD-002300,SKU-00322,2,321.24,38.08,2.01
ITEM-187288,ORD-002300,SKU-01732,9,152.76,9.78,3.5
ITEM-719468,ORD-002300,SKU-01611,4,172.16,39.65,8.29
ITEM-713532,ORD-002300,SKU-00167,4,100.17,19.34,14.72
ITEM-090759,ORD-002301,SKU-00144,6,224.99,28.38,4.95
ITEM-209981,ORD-002301,SKU-02881,9,54.6,14.66,6.77
ITEM-984909,ORD-002302,SKU-02291,8,221.33,38.91,12.6
ITEM-006918,ORD-002302,SKU-00747,4,168.22,14.21,19.75
ITEM-611613,ORD-002302,SKU-00954,1,313.15,37.99,10.68
ITEM-533547,ORD-002302,SKU-02487,2,301.86,18.65,9.63
ITEM-457837,ORD-002303,SKU-02030,10,495.64,28.48,12.13
ITEM-227882,ORD-002303,SKU-02736,9,475.6,49.93,19.96
ITEM-129323,ORD-002303,SKU-02571,10,148.74,48.5,18.22
ITEM-482475,ORD-002303,SKU-01118,7,63.27,11.72,13.19
ITEM-627704,ORD-002303,SKU-02851,1,22.88,14.45,7.25
ITEM-518458,ORD-002304,SKU-01339,9,381.46,45.3,17.97
ITEM-220980,ORD-002305,SKU-01365,4,105.34,43.98,0.69
ITEM-529211,ORD-002305,SKU-02430,10,203.91,48.14,10.03
ITEM-848600,ORD-002305,SKU-02184,6,407.66,41.67,5.37
ITEM-072979,ORD-002305,SKU-00365,7,84.98,3.35,14.25
ITEM-371754,ORD-002306,SKU-00346,5,351.88,12.65,9.23
ITEM-825294,ORD-002306,SKU-02514,7,368.36,34.22,5.8
ITEM-210713,ORD-002306,SKU-00321,1,173.26,21.95,1.33
ITEM-047384,ORD-002306,SKU-00840,1,499.15,38.63,9.22
ITEM-434478,ORD-002307,SKU-00170,9,460.73,27.29,11.56
ITEM-346735,ORD-002307,SKU-02245,7,306.86,30.4,19.77
ITEM-909797,ORD-002307,SKU-02136,5,105.89,45.08,3.77
ITEM-274459,ORD-002307,SKU-02324,5,385.72,8.35,2.03
ITEM-362406,ORD-002307,SKU-02897,9,219.45,21.21,12.85
ITEM-793347,ORD-002308,SKU-02559,9,58.21,2.23,5.45
ITEM-915199,ORD-002309,SKU-02952,10,294.45,15.85,15.96
ITEM-316653,ORD-002309,SKU-00426,5,6.06,39.38,11.17
ITEM-014956,ORD-002309,SKU-02725,2,353.5,33.73,9.58
ITEM-286008,ORD-002309,SKU-02930,3,485.29,34.4,18.18
ITEM-821663,ORD-002309,SKU-01699,5,40.72,9.13,16.07
ITEM-474203,ORD-002310,SKU-00556,6,347.58,34.47,13.99
ITEM-775738,ORD-002310,SKU-00731,5,173.58,29.99,14.48
ITEM-013749,ORD-002310,SKU-01185,3,130.48,26.84,1.67
ITEM-742222,ORD-002311,SKU-02577,5,73.42,33.63,18.58
ITEM-733264,ORD-002311,SKU-02875,7,266.32,16.87,12.51
ITEM-474171,ORD-002311,SKU-01772,9,428.79,0.96,1.96
ITEM-107067,ORD-002312,SKU-00678,3,156.8,48.97,7.68
ITEM-128902,ORD-002312,SKU-01064,3,390.78,26.84,12.11
ITEM-511933,ORD-002312,SKU-00007,3,8.97,38.09,9.36
ITEM-740225,ORD-002312,SKU-00063,10,220.48,12.34,17.34
ITEM-106447,ORD-002312,SKU-02812,6,313.26,3.74,6.83
ITEM-247186,ORD-002313,SKU-00481,8,32.16,33.54,7.01
ITEM-213702,ORD-002313,SKU-00980,8,301.29,0.09,7.79
ITEM-941748,ORD-002314,SKU-02651,4,236.52,23.93,6.91
ITEM-483141,ORD-002314,SKU-00738,6,103.16,4.32,2.77
ITEM-717910,ORD-002314,SKU-00471,6,119.06,11.36,0.15
ITEM-353019,ORD-002315,SKU-01568,10,456.8,20.79,8.9
ITEM-263637,ORD-002315,SKU-00276,4,462.36,11.79,18.46
ITEM-095881,ORD-002316,SKU-02437,7,254.06,30.51,19.74
