supplier_id,supplier_name,country,contact_email,rating,lead_time_days
SUP-2568,Supplier 2568,DE,supplier2568@example.com,1.84,25
SUP-2569,Supplier 2569,US,supplier2569@example.com,4.44,12
SUP-2570,Supplier 2570,MX,supplier2570@example.com,3.89,59
SUP-2571,Supplier 2571,IN,supplier2571@example.com,4.06,46
SUP-2572,Supplier 2572,CN,supplier2572@example.com,2.15,29
SUP-2573,Supplier 2573,DE,supplier2573@example.com,3.53,43
SUP-2574,Supplier 2574,DE,supplier2574@example.com,3.11,55
SUP-2575,Supplier 2575,DE,supplier2575@example.com,2.07,1
SUP-2576,Supplier 2576,IN,supplier2576@example.com,4.25,2
SUP-2577,Supplier 2577,MX,supplier2577@example.com,3.2,48
SUP-2578,Supplier 2578,US,supplier2578@example.com,1.76,34
SUP-2579,Supplier 2579,IN,supplier2579@example.com,2.22,59
SUP-2580,Supplier 2580,MX,supplier2580@example.com,1.91,33
SUP-2581,Supplier 2581,CN,supplier2581@example.com,2.25,1
SUP-2582,Supplier 2582,MX,supplier2582@example.com,1.75,10
SUP-2583,Supplier 2583,MX,supplier2583@example.com,2.48,18
SUP-2584,Supplier 2584,US,supplier2584@example.com,3.78,22
SUP-2585,Supplier 2585,MX,supplier2585@example.com,4.84,53
SUP-2586,Supplier 2586,MX,supplier2586@example.com,1.84,53
SUP-2587,Supplier 2587,DE,supplier2587@example.com,2.2,31
SUP-2588,Supplier 2588,US,supplier2588@example.com,1.01,2
SUP-2589,Supplier 2589,MX,supplier2589@example.com,1.9,23
SUP-2590,Supplier 2590,MX,supplier2590@example.com,2.67,3
SUP-2591,Supplier 2591,DE,supplier2591@example.com,2.85,46
SUP-2592,Supplier 2592,US,supplier2592@example.com,2.07,44
SUP-2593,Supplier 2593,CN,supplier2593@example.com,1.6,57
SUP-2594,Supplier 2594,US,supplier2594@example.com,3.25,24
SUP-2595,Supplier 2595,IN,supplier2595@example.com,2.64,25
SUP-2596,Supplier 2596,MX,supplier2596@example.com,2.71,41
SUP-2597,Supplier 2597,IN,supplier2597@example.com,4.58,13
SUP-2598,Supplier 2598,IN,supplier2598@example.com,3.25,10
SUP-2599,Supplier 2599,CN,supplier2599@example.com,2.55,6
SUP-2600,Supplier 2600,MX,supplier2600@example.com,2.02,5
SUP-2601,Supplier 2601,US,supplier2601@example.com,2.71,50
SUP-2602,Supplier 2602,DE,supplier2602@example.com,4.45,39
SUP-2603,Supplier 2603,MX,supplier2603@example.com,4.86,16
SUP-2604,Supplier 2604,IN,supplier2604@example.com,2.51,43
SUP-2605,Supplier 2605,IN,supplier2605@example.com,1.84,21
SUP-2606,Supplier 2606,MX,supplier2606@example.com,4.66,42
SUP-2607,Supplier 2607,CN,supplier2607@example.com,1.58,59
SUP-2608,Supplier 2608,US,supplier2608@example.com,2.19,40
SUP-2609,Supplier 2609,DE,supplier2609@example.com,1.82,5
SUP-2610,Supplier 2610,CN,supplier2610@example.com,3.26,33
SUP-2611,Supplier 2611,US,supplier2611@example.com,2.63,3
SUP-2612,Supplier 2612,MX,supplier2612@example.com,2.15,15
SUP-2613,Supplier 2613,CN,supplier2613@example.com,4.07,10
SUP-2614,Supplier 2614,DE,supplier2614@example.com,3.66,1
SUP-2615,Supplier 2615,US,supplier2615@example.com,4.98,10
SUP-2616,Supplier 2616,MX,supplier2616@example.com,2.25,16
SUP-2617,Supplier 2617,US,supplier2617@example.com,4.38,31
SUP-2618,Supplier 2618,DE,supplier2618@example.com,2.21,44
SUP-2619,Supplier 2619,MX,supplier2619@example.com,1.04,28
SUP-2620,Supplier 2620,IN,supplier2620@example.com,1.6,37
SUP-2621,Supplier 2621,IN,supplier2621@example.com,3.03,27
SUP-2622,Supplier 2622,CN,supplier2622@example.com,4.24,54
SUP-2623,Supplier 2623,MX,supplier2623@example.com,1.23,55
SUP-2624,Supplier 2624,MX,supplier2624@example.com,4.33,11
SUP-2625,Supplier 2625,CN,supplier2625@example.com,3.86,21
SUP-2626,Supplier 2626,US,supplier2626@example.com,1.14,37
SUP-2627,Supplier 2627,CN,supplier2627@example.com,1.43,38
SUP-2628,Supplier 2628,MX,supplier2628@example.com,1.3,57
SUP-2629,Supplier 2629,IN,supplier2629@example.com,3.72,34
SUP-2630,Supplier 2630,US,supplier2630@example.com,3.24,22
SUP-2631,Supplier 2631,MX,supplier2631@example.com,2.44,10
SUP-2632,Supplier 2632,DE,supplier2632@example.com,1.35,55
SUP-2633,Supplier 2633,IN,supplier2633@example.com,2.57,4
SUP-2634,Supplier 2634,IN,supplier2634@example.com,3.73,44
SUP-2635,Supplier 2635,CN,supplier2635@example.com,1.37,5
SUP-2636,Supplier 2636,MX,supplier2636@example.com,4.43,23
SUP-2637,Supplier 2637,MX,supplier2637@example.com,1.25,16
SUP-2638,Supplier 2638,CN,supplier2638@example.com,3.43,56
SUP-2639,Supplier 2639,MX,supplier2639@example.com,1.76,19
SUP-2640,Supplier 2640,MX,supplier2640@example.com,1.37,15
SUP-2641,Supplier 2641,IN,supplier2641@example.com,2.42,51
SUP-2642,Supplier 2642,US,supplier2642@example.com,3.67,25
SUP-2643,Supplier 2643,DE,supplier2643@example.com,1.48,12
SUP-2644,Supplier 2644,DE,supplier2644@example.com,2.9,33
SUP-2645,Supplier 2645,US,supplier2645@example.com,2.62,42
SUP-2646,Supplier 2646,DE,supplier2646@example.com,2.71,8
SUP-2647,Supplier 2647,US,supplier2647@example.com,4.77,53
SUP-2648,Supplier 2648,MX,supplier2648@example.com,2.4,3
SUP-2649,Supplier 2649,CN,supplier2649@example.com,4.97,44
SUP-2650,Supplier 2650,MX,supplier2650@example.com,3.15,39
SUP-2651,Supplier 2651,CN,supplier2651@example.com,4.37,52
SUP-2652,Supplier 2652,US,supplier2652@example.com,2.4,38
SUP-2653,Supplier 2653,MX,supplier2653@example.com,1.34,5
SUP-2654,Supplier 2654,US,supplier2654@example.com,1.34,46
SUP-2655,Supplier 2655,IN,supplier2655@example.com,3.3,39
SUP-2656,Supplier 2656,US,supplier2656@example.com,4.72,47
SUP-2657,Supplier 2657,MX,supplier2657@example.com,1.28,48
SUP-2658,Supplier 2658,CN,supplier2658@example.com,3.76,32
SUP-2659,Supplier 2659,IN,supplier2659@example.com,3.25,23
SUP-2660,Supplier 2660,MX,supplier2660@example.com,3.61,19
SUP-2661,Supplier 2661,MX,supplier2661@example.com,1.86,27
SUP-2662,Supplier 2662,MX,supplier2662@example.com,1.28,21
SUP-2663,Supplier 2663,IN,supplier2663@example.com,1.3,34
SUP-2664,Supplier 2664,MX,supplier2664@example.com,1.99,2
SUP-2665,Supplier 2665,CN,supplier2665@example.com,1.85,53
SUP-2666,Supplier 2666,MX,supplier2666@example.com,1.51,53
SUP-2667,Supplier 2667,DE,supplier2667@example.com,2.06,9
SUP-2668,Supplier 2668,US,supplier2668@example.com,3.14,31
SUP-2669,Supplier 2669,DE,supplier2669@example.com,4.8,56
SUP-2670,Supplier 2670,CN,supplier2670@example.com,4.69,32
SUP-2671,Supplier 2671,CN,supplier2671@example.com,2.09,56
SUP-2672,Supplier 2672,US,supplier2672@example.com,1.26,10
SUP-2673,Supplier 2673,CN,supplier2673@example.com,4.98,36
SUP-2674,Supplier 2674,CN,supplier2674@example.com,2.91,25
SUP-2675,Supplier 2675,MX,supplier2675@example.com,4.91,1
SUP-2676,Supplier 2676,US,supplier2676@example.com,3.15,22
SUP-2677,Supplier 2677,DE,supplier2677@example.com,4.55,5
SUP-2678,Supplier 2678,MX,supplier2678@example.com,2.79,51
SUP-2679,Supplier 2679,MX,supplier2679@example.com,3.49,33
SUP-2680,Supplier 2680,DE,supplier2680@example.com,3.14,53
SUP-2681,Supplier 2681,CN,supplier2681@example.com,1.88,17
SUP-2682,Supplier 2682,IN,supplier2682@example.com,4.06,22
SUP-2683,Supplier 2683,IN,supplier2683@example.com,1.22,19
SUP-2684,Supplier 2684,CN,supplier2684@example.com,2.45,35
SUP-2685,Supplier 2685,MX,supplier2685@example.com,4.48,35
SUP-2686,Supplier 2686,DE,supplier2686@example.com,3.01,44
SUP-2687,Supplier 2687,IN,supplier2687@example.com,1.31,19
SUP-2688,Supplier 2688,MX,supplier2688@example.com,1.83,27
SUP-2689,Supplier 2689,IN,supplier2689@example.com,1.44,11
SUP-2690,Supplier 2690,DE,supplier2690@example.com,2.11,42
SUP-2691,Supplier 2691,MX,supplier2691@example.com,1.66,28
SUP-2692,Supplier 2692,US,supplier2692@example.com,3.85,10
SUP-2693,Supplier 2693,MX,supplier2693@example.com,3.64,35
SUP-2694,Supplier 2694,US,supplier2694@example.com,1.54,18
SUP-2695,Supplier 2695,CN,supplier2695@example.com,2.78,5
SUP-2696,Supplier 2696,DE,supplier2696@example.com,2.18,6
SUP-2697,Supplier 2697,IN,supplier2697@example.com,2.35,22
SUP-2698,Supplier 2698,CN,supplier2698@example.com,3.3,30
SUP-2699,Supplier 2699,CN,supplier2699@example.com,4.59,18
SUP-2700,Supplier 2700,MX,supplier2700@example.com,4.59,45
SUP-2701,Supplier 2701,MX,supplier2701@example.com,2.65,1
SUP-2702,Supplier 2702,US,supplier2702@example.com,2.57,4
SUP-2703,Supplier 2703,US,supplier2703@example.com,3.07,42
SUP-2704,Supplier 2704,CN,supplier2704@example.com,2.9,48
SUP-2705,Supplier 2705,CN,supplier2705@example.com,1.25,48
SUP-2706,Supplier 2706,MX,supplier2706@example.com,3.31,24
SUP-2707,Supplier 2707,MX,supplier2707@example.com,3.34,17
SUP-2708,Supplier 2708,IN,supplier2708@example.com,2.8,43
SUP-2709,Supplier 2709,DE,supplier2709@example.com,2.66,55
SUP-2710,Supplier 2710,IN,supplier2710@example.com,4.76,21
SUP-2711,Supplier 2711,DE,supplier2711@example.com,3.4,8
SUP-2712,Supplier 2712,CN,supplier2712@example.com,4.27,46
SUP-2713,Supplier 2713,MX,supplier2713@example.com,4.82,18
SUP-2714,Supplier 2714,IN,supplier2714@example.com,4.24,33
SUP-2715,Supplier 2715,DE,supplier2715@example.com,4.77,30
SUP-2716,Supplier 2716,US,supplier2716@example.com,4.04,9
SUP-2717,Supplier 2717,DE,supplier2717@example.com,1.68,52
SUP-2718,Supplier 2718,DE,supplier2718@example.com,1.91,11
SUP-2719,Supplier 2719,MX,supplier2719@example.com,1.78,4
SUP-2720,Supplier 2720,IN,supplier2720@example.com,2.29,2
SUP-2721,Supplier 2721,CN,supplier2721@example.com,2.42,27
SUP-2722,Supplier 2722,IN,supplier2722@example.com,4.24,18
SUP-2723,Supplier 2723,CN,supplier2723@example.com,2.44,37
SUP-2724,Supplier 2724,US,supplier2724@example.com,3.91,34
SUP-2725,Supplier 2725,MX,supplier2725@example.com,4.62,54
SUP-2726,Supplier 2726,DE,supplier2726@example.com,1.46,11
SUP-2727,Supplier 2727,IN,supplier2727@example.com,1.0,55
SUP-2728,Supplier 2728,IN,supplier2728@example.com,4.55,2
SUP-2729,Supplier 2729,CN,supplier2729@example.com,1.95,31
SUP-2730,Supplier 2730,IN,supplier2730@example.com,1.61,44
SUP-2731,Supplier 2731,DE,supplier2731@example.com,2.18,56
SUP-2732,Supplier 2732,CN,supplier2732@example.com,1.74,25
SUP-2733,Supplier 2733,DE,supplier2733@example.com,4.17,42
SUP-2734,Supplier 2734,CN,supplier2734@example.com,3.54,19
SUP-2735,Supplier 2735,DE,supplier2735@example.com,1.67,32
SUP-2736,Supplier 2736,CN,supplier2736@example.com,3.33,36
SUP-2737,Supplier 2737,MX,supplier2737@example.com,1.83,7
SUP-2738,Supplier 2738,IN,supplier2738@example.com,1.79,14
SUP-2739,Supplier 2739,DE,supplier2739@example.com,3.38,59
SUP-2740,Supplier 2740,US,supplier2740@example.com,3.66,45
SUP-2741,Supplier 2741,MX,supplier2741@example.com,2.38,1
SUP-2742,Supplier 2742,MX,supplier2742@example.com,4.05,52
SUP-2743,Supplier 2743,DE,supplier2743@example.com,4.35,33
SUP-2744,Supplier 2744,DE,supplier2744@example.com,4.67,34
SUP-2745,Supplier 2745,US,supplier2745@example.com,3.5,16
SUP-2746,Supplier 2746,DE,supplier2746@example.com,1.88,31
SUP-2747,Supplier 2747,US,supplier2747@example.com,3.99,57
SUP-2748,Supplier 2748,DE,supplier2748@example.com,1.43,2
SUP-2749,Supplier 2749,US,supplier2749@example.com,1.72,12
SUP-2750,Supplier 2750,CN,supplier2750@example.com,4.33,19
SUP-2751,Supplier 2751,IN,supplier2751@example.com,4.64,15
SUP-2752,Supplier 2752,IN,supplier2752@example.com,1.27,16
SUP-2753,Supplier 2753,DE,supplier2753@example.com,2.25,16
SUP-2754,Supplier 2754,DE,supplier2754@example.com,3.52,28
SUP-2755,Supplier 2755,IN,supplier2755@example.com,4.75,11
SUP-2756,Supplier 2756,IN,supplier2756@example.com,3.28,6
SUP-2757,Supplier 2757,US,supplier2757@example.com,4.28,27
SUP-2758,Supplier 2758,US,supplier2758@example.com,4.69,17
SUP-2759,Supplier 2759,CN,supplier2759@example.com,3.08,39
SUP-2760,Supplier 2760,CN,supplier2760@example.com,3.96,11
SUP-2761,Supplier 2761,US,supplier2761@example.com,3.65,13
SUP-2762,Supplier 2762,CN,supplier2762@example.com,3.69,48
SUP-2763,Supplier 2763,MX,supplier2763@example.com,3.07,13
SUP-2764,Supplier 2764,US,supplier2764@example.com,3.49,8
SUP-2765,Supplier 2765,CN,supplier2765@example.com,3.22,25
SUP-2766,Supplier 2766,CN,supplier2766@example.com,3.55,41
SUP-2767,Supplier 2767,DE,supplier2767@example.com,3.02,37
SUP-2768,Supplier 2768,DE,supplier2768@example.com,1.89,14
SUP-2769,Supplier 2769,DE,supplier2769@example.com,3.77,21
SUP-2770,Supplier 2770,IN,supplier2770@example.com,2.54,43
SUP-2771,Supplier 2771,IN,supplier2771@example.com,1.51,44
SUP-2772,Supplier 2772,IN,supplier2772@example.com,4.41,20
SUP-2773,Supplier 2773,US,supplier2773@example.com,1.73,20
SUP-2774,Supplier 2774,DE,supplier2774@example.com,3.16,42
SUP-2775,Supplier 2775,DE,supplier2775@example.com,3.88,27
SUP-2776,Supplier 2776,US,supplier2776@example.com,3.59,33
SUP-2777,Supplier 2777,IN,supplier2777@example.com,1.64,31
SUP-2778,Supplier 2778,CN,supplier2778@example.com,1.78,16
SUP-2779,Supplier 2779,MX,supplier2779@example.com,1.6,7
SUP-2780,Supplier 2780,DE,supplier2780@example.com,1.29,56
SUP-2781,Supplier 2781,IN,supplier2781@example.com,2.13,16
SUP-2782,Supplier 2782,CN,supplier2782@example.com,3.1,46
SUP-2783,Supplier 2783,DE,supplier2783@example.com,1.69,4
SUP-2784,Supplier 2784,DE,supplier2784@example.com,4.88,3
SUP-2785,Supplier 2785,MX,supplier2785@example.com,3.8,30
SUP-2786,Supplier 2786,IN,supplier2786@example.com,3.33,19
SUP-2787,Supplier 2787,US,supplier2787@example.com,3.73,27
SUP-2788,Supplier 2788,CN,supplier2788@example.com,2.74,29
SUP-2789,Supplier 2789,CN,supplier2789@example.com,2.88,55
SUP-2790,Supplier 2790,IN,supplier2790@example.com,4.55,54
SUP-2791,Supplier 2791,CN,supplier2791@example.com,3.89,49
SUP-2792,Supplier 2792,US,supplier2792@example.com,3.35,44
SUP-2793,Supplier 2793,CN,supplier2793@example.com,4.8,17
SUP-2794,Supplier 2794,IN,supplier2794@example.com,3.65,1
SUP-2795,Supplier 2795,US,supplier2795@example.com,2.59,21
SUP-2796,Supplier 2796,MX,supplier2796@example.com,1.19,33
SUP-2797,Supplier 2797,IN,supplier2797@example.com,2.56,55
SUP-2798,Supplier 2798,MX,supplier2798@example.com,4.7,25
SUP-2799,Supplier 2799,CN,supplier2799@example.com,1.18,11
SUP-2800,Supplier 2800,US,supplier2800@example.com,1.74,35
SUP-2801,Supplier 2801,CN,supplier2801@example.com,4.23,36
SUP-2802,Supplier 2802,IN,supplier2802@example.com,2.46,39
SUP-2803,Supplier 2803,MX,supplier2803@example.com,1.74,50
SUP-2804,Supplier 2804,MX,supplier2804@example.com,4.26,28
SUP-2805,Supplier 2805,CN,supplier2805@example.com,3.23,20
SUP-2806,Supplier 2806,IN,supplier2806@example.com,3.19,39
SUP-2807,Supplier 2807,CN,supplier2807@example.com,2.18,43
SUP-2808,Supplier 2808,DE,supplier2808@example.com,3.7,25
SUP-2809,Supplier 2809,IN,supplier2809@example.com,4.45,46
SUP-2810,Supplier 2810,IN,supplier2810@example.com,4.0,8
SUP-2811,Supplier 2811,US,supplier2811@example.com,3.45,32
SUP-2812,Supplier 2812,DE,supplier2812@example.com,2.4,20
SUP-2813,Supplier 2813,MX,supplier2813@example.com,4.42,48
SUP-2814,Supplier 2814,CN,supplier2814@example.com,3.26,50
SUP-2815,Supplier 2815,MX,supplier2815@example.com,4.56,44
SUP-2816,Supplier 2816,IN,supplier2816@example.com,2.02,41
SUP-2817,Supplier 2817,CN,supplier2817@example.com,3.62,20
SUP-2818,Supplier 2818,MX,supplier2818@example.com,4.74,57
SUP-2819,Supplier 2819,CN,supplier2819@example.com,2.5,9
SUP-2820,Supplier 2820,MX,supplier2820@example.com,4.81,53
SUP-2821,Supplier 2821,CN,supplier2821@example.com,2.57,13
SUP-2822,Supplier 2822,MX,supplier2822@example.com,2.75,38
SUP-2823,Supplier 2823,MX,supplier2823@example.com,4.23,22
SUP-2824,Supplier 2824,CN,supplier2824@example.com,2.04,30
SUP-2825,Supplier 2825,US,supplier2825@example.com,3.82,37
SUP-2826,Supplier 2826,CN,supplier2826@example.com,2.19,42
SUP-2827,Supplier 2827,MX,supplier2827@example.com,3.38,23
SUP-2828,Supplier 2828,DE,supplier2828@example.com,4.1,11
SUP-2829,Supplier 2829,IN,supplier2829@example.com,1.1,14
SUP-2830,Supplier 2830,US,supplier2830@example.com,1.35,55
SUP-2831,Supplier 2831,CN,supplier2831@example.com,4.74,16
SUP-2832,Supplier 2832,IN,supplier2832@example.com,4.26,39
SUP-2833,Supplier 2833,US,supplier2833@example.com,4.51,28
SUP-2834,Supplier 2834,DE,supplier2834@example.com,2.76,54
SUP-2835,Supplier 2835,IN,supplier2835@example.com,3.87,50
SUP-2836,Supplier 2836,CN,supplier2836@example.com,4.99,40
SUP-2837,Supplier 2837,DE,supplier2837@example.com,2.73,27
SUP-2838,Supplier 2838,CN,supplier2838@example.com,4.39,46
SUP-2839,Supplier 2839,IN,supplier2839@example.com,1.32,10
SUP-2840,Supplier 2840,CN,supplier2840@example.com,3.18,46
SUP-2841,Supplier 2841,DE,supplier2841@example.com,2.33,20
SUP-2842,Supplier 2842,DE,supplier2842@example.com,3.09,27
SUP-2843,Supplier 2843,IN,supplier2843@example.com,1.46,22
SUP-2844,Supplier 2844,IN,supplier2844@example.com,2.47,45
SUP-2845,Supplier 2845,MX,supplier2845@example.com,1.31,32
SUP-2846,Supplier 2846,DE,supplier2846@example.com,2.81,32
SUP-2847,Supplier 2847,MX,supplier2847@example.com,2.77,55
SUP-2848,Supplier 2848,CN,supplier2848@example.com,2.32,49
SUP-2849,Supplier 2849,IN,supplier2849@example.com,4.79,38
SUP-2850,Supplier 2850,US,supplier2850@example.com,1.33,47
SUP-2851,Supplier 2851,CN,supplier2851@example.com,4.3,40
SUP-2852,Supplier 2852,MX,supplier2852@example.com,2.42,5
SUP-2853,Supplier 2853,DE,supplier2853@example.com,1.8,40
SUP-2854,Supplier 2854,IN,supplier2854@example.com,2.09,54
SUP-2855,Supplier 2855,IN,supplier2855@example.com,4.61,55
SUP-2856,Supplier 2856,CN,supplier2856@example.com,4.3,9
SUP-2857,Supplier 2857,CN,supplier2857@example.com,1.06,7
SUP-2858,Supplier 2858,IN,supplier2858@example.com,1.59,18
SUP-2859,Supplier 2859,MX,supplier2859@example.com,3.7,46
SUP-2860,Supplier 2860,DE,supplier2860@example.com,2.27,40
SUP-2861,Supplier 2861,IN,supplier2861@example.com,4.68,1
SUP-2862,Supplier 2862,IN,supplier2862@example.com,4.15,49
SUP-2863,Supplier 2863,CN,supplier2863@example.com,4.5,58
SUP-2864,Supplier 2864,DE,supplier2864@example.com,1.77,6
SUP-2865,Supplier 2865,IN,supplier2865@example.com,1.6,14
SUP-2866,Supplier 2866,CN,supplier2866@example.com,4.73,24
SUP-2867,Supplier 2867,US,supplier2867@example.com,2.62,58
SUP-2868,Supplier 2868,IN,supplier2868@example.com,2.66,17
SUP-2869,Supplier 2869,US,supplier2869@example.com,3.74,17
SUP-2870,Supplier 2870,DE,supplier2870@example.com,2.59,44
SUP-2871,Supplier 2871,DE,supplier2871@example.com,4.5,21
SUP-2872,Supplier 2872,IN,supplier2872@example.com,4.84,48
SUP-2873,Supplier 2873,MX,supplier2873@example.com,2.33,35
SUP-2874,Supplier 2874,CN,supplier2874@example.com,1.83,58
SUP-2875,Supplier 2875,CN,supplier2875@example.com,1.3,58
SUP-2876,Supplier 2876,MX,supplier2876@example.com,1.86,49
SUP-2877,Supplier 2877,US,supplier2877@example.com,1.56,34
SUP-2878,Supplier 2878,DE,supplier2878@example.com,1.12,13
SUP-2879,Supplier 2879,IN,supplier2879@example.com,1.19,14
SUP-2880,Supplier 2880,CN,supplier2880@example.com,3.04,4
SUP-2881,Supplier 2881,CN,supplier2881@example.com,3.83,24
SUP-2882,Supplier 2882,IN,supplier2882@example.com,4.93,6
SUP-2883,Supplier 2883,IN,supplier2883@example.com,1.62,20
SUP-2884,Supplier 2884,CN,supplier2884@example.com,3.79,32
SUP-2885,Supplier 2885,CN,supplier2885@example.com,3.22,23
SUP-2886,Supplier 2886,CN,supplier2886@example.com,2.91,41
SUP-2887,Supplier 2887,IN,supplier2887@example.com,3.89,14
SUP-2888,Supplier 2888,US,supplier2888@example.com,1.95,22
SUP-2889,Supplier 2889,CN,supplier2889@example.com,2.25,17
SUP-2890,Supplier 2890,US,supplier2890@example.com,2.54,40
SUP-2891,Supplier 2891,CN,supplier2891@example.com,1.73,51
SUP-2892,Supplier 2892,IN,supplier2892@example.com,2.91,53
SUP-2893,Supplier 2893,MX,supplier2893@example.com,1.53,2
SUP-2894,Supplier 2894,US,supplier2894@example.com,2.27,49
SUP-2895,Supplier 2895,MX,supplier2895@example.com,1.45,7
SUP-2896,Supplier 2896,CN,supplier2896@example.com,1.14,35
SUP-2897,Supplier 2897,CN,supplier2897@example.com,2.42,36
SUP-2898,Supplier 2898,IN,supplier2898@example.com,3.47,50
SUP-2899,Supplier 2899,MX,supplier2899@example.com,1.61,14
SUP-2900,Supplier 2900,MX,supplier2900@example.com,4.97,20
SUP-2901,Supplier 2901,CN,supplier2901@example.com,2.1,28
SUP-2902,Supplier 2902,DE,supplier2902@example.com,1.09,13
SUP-2903,Supplier 2903,DE,supplier2903@example.com,1.11,57
SUP-2904,Supplier 2904,MX,supplier2904@example.com,3.67,57
SUP-2905,Supplier 2905,MX,supplier2905@example.com,3.68,49
SUP-2906,Supplier 2906,US,supplier2906@example.com,4.61,44
SUP-2907,Supplier 2907,CN,supplier2907@example.com,1.36,7
SUP-2908,Supplier 2908,DE,supplier2908@example.com,2.51,3
SUP-2909,Supplier 2909,IN,supplier2909@example.com,4.56,5
SUP-2910,Supplier 2910,US,supplier2910@example.com,4.19,53
SUP-2911,Supplier 2911,DE,supplier2911@example.com,1.93,52
SUP-2912,Supplier 2912,CN,supplier2912@example.com,4.56,33
SUP-2913,Supplier 2913,CN,supplier2913@example.com,3.72,46
SUP-2914,Supplier 2914,CN,supplier2914@example.com,2.06,59
SUP-2915,Supplier 2915,DE,supplier2915@example.com,1.18,9
SUP-2916,Supplier 2916,CN,supplier2916@example.com,2.99,53
SUP-2917,Supplier 2917,IN,supplier2917@example.com,3.85,27
SUP-2918,Supplier 2918,CN,supplier2918@example.com,2.07,15
SUP-2919,Supplier 2919,US,supplier2919@example.com,1.67,34
SUP-2920,Supplier 2920,IN,supplier2920@example.com,1.3,18
SUP-2921,Supplier 2921,US,supplier2921@example.com,4.37,4
SUP-2922,Supplier 2922,US,supplier2922@example.com,1.22,34
SUP-2923,Supplier 2923,MX,supplier2923@example.com,3.44,45
SUP-2924,Supplier 2924,MX,supplier2924@example.com,4.05,21
SUP-2925,Supplier 2925,CN,supplier2925@example.com,4.12,18
SUP-2926,Supplier 2926,IN,supplier2926@example.com,3.61,52
SUP-2927,Supplier 2927,DE,supplier2927@example.com,3.61,36
SUP-2928,Supplier 2928,MX,supplier2928@example.com,2.9,35
SUP-2929,Supplier 2929,IN,supplier2929@example.com,2.67,58
SUP-2930,Supplier 2930,MX,supplier2930@example.com,1.55,7
SUP-2931,Supplier 2931,IN,supplier2931@example.com,3.14,34
SUP-2932,Supplier 2932,CN,supplier2932@example.com,1.28,46
SUP-2933,Supplier 2933,US,supplier2933@example.com,2.87,37
SUP-2934,Supplier 2934,MX,supplier2934@example.com,3.92,2
SUP-2935,Supplier 2935,US,supplier2935@example.com,2.77,41
SUP-2936,Supplier 2936,US,supplier2936@example.com,3.03,16
SUP-2937,Supplier 2937,DE,supplier2937@example.com,4.37,28
SUP-2938,Supplier 2938,DE,supplier2938@example.com,3.59,54
SUP-2939,Supplier 2939,CN,supplier2939@example.com,1.51,30
SUP-2940,Supplier 2940,IN,supplier2940@example.com,3.17,31
SUP-2941,Supplier 2941,CN,supplier2941@example.com,2.46,8
SUP-2942,Supplier 2942,IN,supplier2942@example.com,1.83,38
SUP-2943,Supplier 2943,DE,supplier2943@example.com,3.59,35
SUP-2944,Supplier 2944,CN,supplier2944@example.com,2.55,7
SUP-2945,Supplier 2945,IN,supplier2945@example.com,4.07,18
SUP-2946,Supplier 2946,DE,supplier2946@example.com,3.35,48
SUP-2947,Supplier 2947,IN,supplier2947@example.com,1.42,36
SUP-2948,Supplier 2948,CN,supplier2948@example.com,2.4,58
SUP-2949,Supplier 2949,MX,supplier2949@example.com,2.08,21
SUP-2950,Supplier 2950,MX,supplier2950@example.com,1.6,4
SUP-2951,Supplier 2951,CN,supplier2951@example.com,4.2,32
SUP-2952,Supplier 2952,US,supplier2952@example.com,2.51,16
SUP-2953,Supplier 2953,MX,supplier2953@example.com,3.45,18
SUP-2954,Supplier 2954,MX,supplier2954@example.com,4.53,34
SUP-2955,Supplier 2955,MX,supplier2955@example.com,3.17,22
SUP-2956,Supplier 2956,US,supplier2956@example.com,2.03,27
SUP-2957,Supplier 2957,DE,supplier2957@example.com,4.16,12
SUP-2958,Supplier 2958,DE,supplier2958@example.com,2.74,41
SUP-2959,Supplier 2959,US,supplier2959@example.com,3.26,32
SUP-2960,Supplier 2960,US,supplier2960@example.com,4.61,7
SUP-2961,Supplier 2961,CN,supplier2961@example.com,2.96,40
SUP-2962,Supplier 2962,CN,supplier2962@example.com,2.34,38
SUP-2963,Supplier 2963,CN,supplier2963@example.com,3.91,44
SUP-2964,Supplier 2964,DE,supplier2964@example.com,1.53,40
SUP-2965,Supplier 2965,IN,supplier2965@example.com,4.65,10
SUP-2966,Supplier 2966,MX,supplier2966@example.com,4.66,36
SUP-2967,Supplier 2967,CN,supplier2967@example.com,3.32,10
SUP-2968,Supplier 2968,MX,supplier2968@example.com,1.62,7
SUP-2969,Supplier 2969,US,supplier2969@example.com,2.81,51
SUP-2970,Supplier 2970,DE,supplier2970@example.com,2.69,3
SUP-2971,Supplier 2971,CN,supplier2971@example.com,2.19,12
SUP-2972,Supplier 2972,IN,supplier2972@example.com,1.7,32
SUP-2973,Supplier 2973,DE,supplier2973@example.com,2.05,51
SUP-2974,Supplier 2974,US,supplier2974@example.com,3.22,30
SUP-2975,Supplier 2975,MX,supplier2975@example.com,3.74,10
SUP-2976,Supplier 2976,DE,supplier2976@example.com,4.92,21
SUP-2977,Supplier 2977,MX,supplier2977@example.com,1.86,38
SUP-2978,Supplier 2978,CN,supplier2978@example.com,1.82,20
SUP-2979,Supplier 2979,US,supplier2979@example.com,1.47,15
