procurement_id,component_id,supplier_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,status
PROC-002287,COMP-02308,SUP-0436,2024-06-06 16:14:32,2025-04-18 16:35:22,342,58.57,ORDERED
PROC-002288,COMP-01176,SUP-0207,2024-08-02 22:06:05,2026-01-17 00:24:04,491,120.62,DELIVERED
PROC-002289,COMP-03007,SUP-0338,2023-09-18 13:04:51,2026-06-28 13:07:31,337,199.3,IN_TRANSIT
PROC-002290,COMP-04141,SUP-0432,2025-06-09 20:50:58,2025-02-01 22:52:26,201,11.45,CANCELLED
PROC-002291,COMP-01490,SUP-0199,2025-01-16 10:09:06,2025-02-05 15:29:39,378,155.91,ORDERED
PROC-002292,COMP-01028,SUP-0353,2025-06-28 05:17:07,2026-11-15 14:22:38,104,26.47,ORDERED
PROC-002293,COMP-03103,SUP-0167,2024-07-12 17:05:16,2025-07-28 14:19:28,458,4.95,DELIVERED
PROC-002294,COMP-02530,SUP-0151,2024-04-12 16:18:56,2026-08-08 13:04:30,484,128.08,CANCELLED
PROC-002295,COMP-04980,SUP-0268,2024-06-11 02:00:42,2025-06-17 04:51:08,479,174.79,IN_TRANSIT
PROC-002296,COMP-03830,SUP-0045,2024-07-26 23:35:18,2026-01-12 05:08:26,415,36.08,IN_TRANSIT
PROC-002297,COMP-00611,SUP-0376,2025-11-11 19:33:32,2026-07-30 17:31:19,389,68.98,IN_TRANSIT
PROC-002298,COMP-00022,SUP-0302,2025-11-11 05:33:12,2026-01-04 17:26:04,120,34.58,CANCELLED
PROC-002299,COMP-03658,SUP-0250,2023-03-21 21:02:21,2026-05-04 17:40:19,402,181.4,CANCELLED
PROC-002300,COMP-00672,SUP-0324,2025-09-03 23:30:49,2026-09-30 14:40:18,390,54.8,CANCELLED
PROC-002301,COMP-02443,SUP-0190,2024-12-26 19:34:49,2026-08-25 23:14:15,362,89.5,IN_TRANSIT
PROC-002302,COMP-01453,SUP-0296,2024-06-25 23:03:34,2026-05-26 12:51:18,434,179.05,CANCELLED
PROC-002303,COMP-00950,SUP-0478,2025-04-21 03:08:58,2026-06-21 13:22:06,383,111.02,CANCELLED
PROC-002304,COMP-03830,SUP-0314,2025-04-02 04:19:02,2025-01-06 19:08:22,28,186.64,CANCELLED
PROC-002305,COMP-00972,SUP-0112,2024-01-16 22:38:24,2026-05-01 20:05:58,107,185.36,DELIVERED
PROC-002306,COMP-04204,SUP-0267,2024-11-16 00:37:39,2025-08-17 15:23:28,280,92.86,DELIVERED
PROC-002307,COMP-00859,SUP-0166,2024-08-26 16:04:38,2026-05-26 19:31:11,453,116.89,CANCELLED
PROC-002308,COMP-02971,SUP-0384,2023-11-25 22:30:48,2025-12-29 10:18:31,28,46.83,CANCELLED
PROC-002309,COMP-01229,SUP-0490,2023-01-15 00:24:13,2026-11-16 03:42:33,186,198.12,IN_TRANSIT
PROC-002310,COMP-00508,SUP-0492,2025-05-19 08:33:25,2025-08-25 07:58:39,195,56.39,ORDERED
PROC-002311,COMP-04947,SUP-0370,2024-05-07 23:26:20,2025-07-11 08:14:58,146,156.88,CANCELLED
PROC-002312,COMP-02313,SUP-0473,2025-09-25 03:18:29,2026-05-26 12:45:57,260,63.28,IN_TRANSIT
PROC-002313,COMP-00606,SUP-0462,2025-11-11 01:38:38,2026-05-28 04:58:47,360,63.3,IN_TRANSIT
PROC-002314,COMP-04541,SUP-0052,2023-05-29 07:57:35,2026-01-02 18:05:04,177,21.67,ORDERED
PROC-002315,COMP-00559,SUP-0218,2023-03-03 06:43:12,2026-06-07 00:49:38,128,112.42,IN_TRANSIT
PROC-002316,COMP-04206,SUP-0090,2025-09-25 04:04:24,2026-07-29 17:25:40,384,49.72,ORDERED
PROC-002317,COMP-02067,SUP-0264,2024-12-30 15:36:23,2025-11-24 06:10:58,106,30.53,CANCELLED
PROC-002318,COMP-03730,SUP-0494,2025-07-16 07:25:02,2026-06-17 17:35:49,416,46.11,DELIVERED
PROC-002319,COMP-04547,SUP-0471,2025-03-12 21:09:29,2026-08-11 11:30:46,352,50.97,ORDERED
PROC-002320,COMP-03486,SUP-0195,2023-01-01 18:04:21,2025-04-23 12:32:08,383,101.31,CANCELLED
PROC-002321,COMP-01165,SUP-0059,2024-01-30 22:06:36,2025-11-04 21:34:05,211,77.8,CANCELLED
PROC-002322,COMP-00884,SUP-0422,2023-10-21 19:48:26,2026-02-19 09:20:57,349,16.02,DELIVERED
PROC-002323,COMP-04172,SUP-0169,2023-07-10 16:00:34,2026-03-16 13:01:01,481,107.67,IN_TRANSIT
PROC-002324,COMP-00250,SUP-0478,2024-03-01 21:35:13,2026-09-23 21:14:29,322,157.76,ORDERED
PROC-002325,COMP-01703,SUP-0464,2024-06-07 16:36:31,2025-10-18 21:12:34,314,115.27,ORDERED
PROC-002326,COMP-02929,SUP-0393,2024-04-18 01:10:19,2026-01-13 08:55:21,11,194.93,IN_TRANSIT
PROC-002327,COMP-01639,SUP-0430,2025-07-01 19:06:45,2026-06-14 07:01:11,367,20.73,DELIVERED
PROC-002328,COMP-00413,SUP-0055,2024-04-17 19:23:45,2026-10-23 16:07:35,481,164.41,ORDERED
PROC-002329,COMP-03363,SUP-0046,2024-07-23 09:57:24,2025-02-24 21:06:23,489,101.63,ORDERED
PROC-002330,COMP-04453,SUP-0394,2024-08-03 19:33:13,2025-09-04 08:33:07,360,104.8,IN_TRANSIT
PROC-002331,COMP-01433,SUP-0073,2023-02-27 03:07:41,2026-04-04 02:25:11,321,104.3,CANCELLED
PROC-002332,COMP-03016,SUP-0366,2023-05-17 10:27:35,2025-05-08 03:07:46,384,65.74,DELIVERED
PROC-002333,COMP-03932,SUP-0371,2024-12-18 00:58:26,2026-04-20 17:32:26,490,65.59,CANCELLED
PROC-002334,COMP-02791,SUP-0085,2023-04-25 18:01:31,2026-11-24 14:04:07,17,126.74,CANCELLED
PROC-002335,COMP-01851,SUP-0180,2023-08-10 15:30:31,2026-06-05 09:51:23,370,9.91,IN_TRANSIT
PROC-002336,COMP-01727,SUP-0053,2024-08-02 13:39:08,2025-09-18 08:49:23,336,118.17,ORDERED
PROC-002337,COMP-03573,SUP-0019,2024-12-17 09:05:36,2025-04-17 07:16:49,66,145.19,IN_TRANSIT
PROC-002338,COMP-02808,SUP-0386,2025-08-09 05:19:50,2025-12-06 07:39:02,374,71.91,CANCELLED
PROC-002339,COMP-04475,SUP-0169,2024-01-23 16:51:10,2026-03-16 01:16:32,113,44.25,IN_TRANSIT
PROC-002340,COMP-04363,SUP-0192,2025-04-05 07:27:29,2026-11-23 05:12:34,132,43.46,DELIVERED
PROC-002341,COMP-04651,SUP-0281,2025-05-21 02:03:13,2025-01-17 09:51:22,416,17.29,CANCELLED
PROC-002342,COMP-03106,SUP-0467,2025-09-07 21:17:35,2026-08-22 11:46:22,71,18.85,CANCELLED
PROC-002343,COMP-03383,SUP-0363,2024-05-30 16:42:47,2026-07-17 01:16:22,413,34.17,DELIVERED
PROC-002344,COMP-01248,SUP-0170,2025-08-03 09:39:41,2025-06-13 12:24:55,61,4.82,IN_TRANSIT
PROC-002345,COMP-00914,SUP-0262,2024-12-27 14:31:22,2025-02-10 21:10:22,444,53.98,IN_TRANSIT
PROC-002346,COMP-04865,SUP-0251,2023-06-10 05:16:51,2026-07-31 21:32:17,457,61.97,IN_TRANSIT
PROC-002347,COMP-00252,SUP-0280,2023-09-11 11:58:30,2025-01-30 09:27:59,314,199.05,ORDERED
PROC-002348,COMP-00717,SUP-0123,2023-03-10 15:56:21,2025-01-04 18:43:30,483,198.35,CANCELLED
PROC-002349,COMP-01020,SUP-0115,2023-12-05 12:54:17,2026-10-01 01:49:49,244,38.22,DELIVERED
PROC-002350,COMP-02083,SUP-0184,2024-12-01 20:36:56,2026-11-26 02:14:56,309,43.39,CANCELLED
PROC-002351,COMP-01319,SUP-0422,2024-10-22 06:37:20,2026-01-28 06:26:32,5,98.89,ORDERED
PROC-002352,COMP-03973,SUP-0438,2023-10-23 23:11:46,2025-07-26 22:07:03,370,30.61,CANCELLED
PROC-002353,COMP-02403,SUP-0083,2024-09-16 16:07:45,2026-04-19 14:11:31,317,101.3,DELIVERED
PROC-002354,COMP-03855,SUP-0269,2024-12-16 20:03:03,2026-06-13 20:39:55,21,80.48,DELIVERED
PROC-002355,COMP-03582,SUP-0414,2025-11-15 11:53:09,2025-07-30 10:24:24,186,65.6,CANCELLED
PROC-002356,COMP-01901,SUP-0004,2023-02-22 15:19:25,2025-08-05 19:42:08,209,164.7,ORDERED
PROC-002357,COMP-03992,SUP-0138,2024-01-15 17:58:03,2025-09-23 06:04:01,231,165.8,CANCELLED
PROC-002358,COMP-03246,SUP-0466,2025-11-18 00:33:30,2026-06-14 14:14:47,14,197.59,ORDERED
PROC-002359,COMP-00027,SUP-0193,2024-11-23 17:32:02,2026-07-15 09:04:28,352,45.39,IN_TRANSIT
PROC-002360,COMP-01453,SUP-0188,2025-07-31 23:01:33,2025-04-23 22:31:56,79,177.77,DELIVERED
PROC-002361,COMP-02343,SUP-0361,2024-10-23 04:52:13,2025-04-26 04:11:32,469,108.03,CANCELLED
PROC-002362,COMP-04662,SUP-0342,2023-11-19 11:23:05,2026-08-19 17:39:18,182,118.7,DELIVERED
PROC-002363,COMP-01741,SUP-0236,2024-02-05 14:48:33,2025-08-05 13:04:43,78,179.36,DELIVERED
PROC-002364,COMP-01079,SUP-0184,2024-11-12 08:09:18,2025-04-04 23:28:41,297,188.58,CANCELLED
PROC-002365,COMP-04424,SUP-0079,2023-10-22 11:42:17,2025-08-26 21:02:35,272,145.64,IN_TRANSIT
PROC-002366,COMP-01212,SUP-0059,2025-01-24 05:11:45,2026-09-26 19:16:43,51,70.22,DELIVERED
PROC-002367,COMP-04254,SUP-0379,2025-10-13 17:31:34,2026-11-27 08:31:34,257,98.44,DELIVERED
PROC-002368,COMP-00481,SUP-0314,2024-12-28 11:03:51,2025-06-25 08:46:24,296,123.4,ORDERED
PROC-002369,COMP-04462,SUP-0351,2024-03-11 00:37:40,2026-04-04 13:55:35,18,165.9,ORDERED
PROC-002370,COMP-02784,SUP-0466,2023-10-07 05:22:44,2025-09-11 02:55:33,290,131.93,IN_TRANSIT
PROC-002371,COMP-04005,SUP-0423,2025-06-29 13:08:45,2025-07-22 13:28:08,218,73.72,CANCELLED
PROC-002372,COMP-02068,SUP-0354,2024-07-03 15:56:51,2026-05-07 17:39:45,445,84.16,DELIVERED
PROC-002373,COMP-02285,SUP-0319,2023-01-20 15:52:05,2025-01-27 09:32:35,100,11.04,IN_TRANSIT
PROC-002374,COMP-01693,SUP-0242,2024-10-02 21:01:41,2025-09-19 06:36:58,149,184.93,CANCELLED
PROC-002375,COMP-00274,SUP-0108,2024-11-09 01:54:32,2025-09-11 21:20:40,385,18.54,ORDERED
PROC-002376,COMP-02337,SUP-0436,2025-04-15 13:14:01,2025-11-24 11:20:02,155,116.41,DELIVERED
PROC-002377,COMP-04705,SUP-0274,2025-11-21 18:01:21,2025-02-23 09:23:28,435,174.46,DELIVERED
PROC-002378,COMP-00722,SUP-0138,2023-02-02 09:49:05,2026-01-09 07:51:59,395,84.75,CANCELLED
PROC-002379,COMP-02948,SUP-0063,2024-10-23 06:35:48,2026-09-01 22:56:48,376,160.22,IN_TRANSIT
PROC-002380,COMP-03106,SUP-0126,2024-09-21 19:34:17,2026-09-25 17:48:50,102,160.96,DELIVERED
PROC-002381,COMP-00496,SUP-0063,2024-08-07 23:04:53,2026-05-03 00:14:24,115,12.91,DELIVERED
PROC-002382,COMP-04202,SUP-0297,2025-08-11 05:07:25,2026-01-29 14:11:40,270,83.02,ORDERED
PROC-002383,COMP-03615,SUP-0225,2025-03-18 15:48:30,2026-02-11 15:43:12,92,138.51,IN_TRANSIT
PROC-002384,COMP-01447,SUP-0192,2025-05-08 12:01:49,2025-08-20 06:28:30,439,85.05,ORDERED
PROC-002385,COMP-02725,SUP-0084,2023-06-15 18:26:01,2026-08-28 20:22:29,411,109.49,CANCELLED
PROC-002386,COMP-03975,SUP-0317,2025-06-24 17:44:45,2025-10-08 17:18:50,406,119.3,CANCELLED
PROC-002387,COMP-03029,SUP-0382,2025-05-01 05:04:29,2026-04-18 04:26:57,21,31.09,IN_TRANSIT
PROC-002388,COMP-02942,SUP-0028,2023-02-08 03:53:25,2025-05-14 10:23:35,120,82.98,ORDERED
PROC-002389,COMP-00240,SUP-0222,2025-04-23 06:01:06,2025-03-19 03:43:28,408,6.66,CANCELLED
PROC-002390,COMP-02163,SUP-0241,2025-04-24 15:46:31,2026-06-07 09:17:09,19,30.78,IN_TRANSIT
PROC-002391,COMP-02071,SUP-0281,2024-04-20 19:16:59,2025-04-13 14:39:51,24,102.94,CANCELLED
PROC-002392,COMP-00684,SUP-0255,2024-05-16 02:36:15,2025-06-10 17:05:46,26,115.14,DELIVERED
PROC-002393,COMP-00334,SUP-0383,2023-06-19 03:15:58,2026-10-27 14:36:18,153,30.1,DELIVERED
PROC-002394,COMP-02191,SUP-0457,2024-07-12 02:52:04,2026-05-10 12:44:11,301,151.37,IN_TRANSIT
PROC-002395,COMP-02814,SUP-0013,2024-06-28 03:27:48,2025-07-13 09:45:38,364,75.22,CANCELLED
PROC-002396,COMP-01425,SUP-0058,2023-11-30 12:25:16,2026-03-20 05:16:44,413,184.21,IN_TRANSIT
PROC-002397,COMP-02488,SUP-0268,2024-11-23 08:49:41,2025-07-16 15:17:02,202,78.14,IN_TRANSIT
PROC-002398,COMP-01196,SUP-0047,2024-02-17 18:46:35,2025-04-06 19:36:09,499,30.81,IN_TRANSIT
PROC-002399,COMP-03753,SUP-0468,2023-01-15 23:14:28,2026-02-27 23:55:12,139,151.84,DELIVERED
PROC-002400,COMP-04309,SUP-0437,2023-02-24 23:03:11,2026-08-30 07:17:27,280,113.99,IN_TRANSIT
PROC-002401,COMP-02420,SUP-0499,2025-09-09 14:43:27,2026-02-04 17:20:51,24,77.95,DELIVERED
PROC-002402,COMP-04568,SUP-0401,2024-11-23 10:34:25,2025-08-27 00:24:09,12,71.84,DELIVERED
PROC-002403,COMP-00968,SUP-0444,2024-09-10 18:25:49,2025-12-01 01:44:24,135,31.0,CANCELLED
PROC-002404,COMP-04640,SUP-0461,2025-10-21 06:25:05,2025-08-05 13:01:29,424,68.83,IN_TRANSIT
PROC-002405,COMP-01371,SUP-0435,2025-09-28 22:20:24,2025-06-27 04:18:48,81,6.84,CANCELLED
PROC-002406,COMP-04201,SUP-0397,2024-07-14 08:17:29,2026-06-14 09:22:10,355,100.98,DELIVERED
PROC-002407,COMP-03037,SUP-0251,2025-05-21 03:50:20,2026-05-30 08:30:54,70,179.45,IN_TRANSIT
PROC-002408,COMP-02891,SUP-0388,2023-11-26 19:40:55,2025-03-28 22:55:55,204,159.27,DELIVERED
PROC-002409,COMP-02313,SUP-0272,2024-03-18 22:11:43,2025-02-26 10:26:15,79,6.68,IN_TRANSIT
PROC-002410,COMP-02740,SUP-0276,2023-06-30 02:57:58,2025-01-24 19:21:12,480,176.37,IN_TRANSIT
PROC-002411,COMP-01863,SUP-0301,2023-11-13 08:12:49,2025-03-18 16:49:08,279,91.01,ORDERED
PROC-002412,COMP-02120,SUP-0191,2025-10-02 01:54:33,2026-08-11 02:47:02,199,38.99,CANCELLED
PROC-002413,COMP-04706,SUP-0433,2024-09-28 03:19:52,2026-11-10 11:45:46,379,150.73,ORDERED
PROC-002414,COMP-03665,SUP-0102,2025-11-22 02:56:57,2026-03-19 20:16:52,294,65.25,IN_TRANSIT
PROC-002415,COMP-01458,SUP-0021,2025-10-19 14:37:21,2026-11-13 17:46:37,415,51.41,ORDERED
PROC-002416,COMP-04615,SUP-0383,2023-12-02 14:43:51,2025-10-25 18:04:43,285,33.1,DELIVERED
PROC-002417,COMP-01142,SUP-0491,2024-02-06 01:24:39,2026-06-20 02:30:18,428,97.84,IN_TRANSIT
PROC-002418,COMP-03955,SUP-0009,2025-11-08 15:00:48,2026-02-05 05:40:33,156,19.59,IN_TRANSIT
PROC-002419,COMP-03635,SUP-0387,2025-11-05 09:00:15,2025-07-06 02:39:42,76,157.34,IN_TRANSIT
PROC-002420,COMP-04823,SUP-0271,2025-06-22 02:14:39,2026-02-06 00:46:21,219,94.66,ORDERED
PROC-002421,COMP-04999,SUP-0039,2023-06-29 16:15:49,2025-01-24 00:42:18,324,89.95,CANCELLED
PROC-002422,COMP-02958,SUP-0462,2023-08-14 03:44:44,2026-05-10 20:07:27,277,1.37,CANCELLED
PROC-002423,COMP-02364,SUP-0156,2023-03-13 03:07:56,2026-07-09 02:15:56,265,163.75,CANCELLED
PROC-002424,COMP-01126,SUP-0349,2025-05-25 21:39:38,2026-04-20 22:25:40,49,99.07,ORDERED
PROC-002425,COMP-00288,SUP-0407,2025-05-13 12:25:43,2025-02-25 00:37:10,98,88.54,DELIVERED
PROC-002426,COMP-01177,SUP-0487,2025-01-04 04:50:09,2025-08-21 05:14:55,293,152.52,ORDERED
PROC-002427,COMP-03016,SUP-0465,2024-10-04 16:47:45,2026-11-20 16:29:30,21,13.52,CANCELLED
PROC-002428,COMP-04666,SUP-0207,2025-07-25 09:04:04,2026-07-21 18:22:41,444,73.97,ORDERED
PROC-002429,COMP-02146,SUP-0483,2025-10-31 05:45:20,2025-04-28 03:25:57,23,115.57,DELIVERED
PROC-002430,COMP-02873,SUP-0106,2024-03-01 01:55:01,2026-10-17 06:43:00,472,92.65,IN_TRANSIT
PROC-002431,COMP-02921,SUP-0205,2023-05-14 10:00:39,2025-05-27 11:50:59,138,37.15,IN_TRANSIT
PROC-002432,COMP-03823,SUP-0192,2025-03-18 18:22:50,2026-01-01 07:24:20,230,60.56,CANCELLED
PROC-002433,COMP-01325,SUP-0173,2025-09-05 06:23:23,2026-06-22 17:02:28,326,60.74,CANCELLED
PROC-002434,COMP-02032,SUP-0285,2023-10-01 16:53:56,2025-07-25 01:19:30,405,198.4,DELIVERED
PROC-002435,COMP-01295,SUP-0310,2024-05-10 05:26:52,2025-06-04 08:49:39,357,65.91,ORDERED
PROC-002436,COMP-02683,SUP-0191,2025-10-21 06:52:40,2025-04-14 18:24:11,29,41.83,DELIVERED
PROC-002437,COMP-02929,SUP-0018,2024-03-24 11:01:26,2025-05-04 07:44:03,315,164.7,DELIVERED
PROC-002438,COMP-00004,SUP-0378,2023-06-22 15:39:47,2025-05-29 07:48:24,424,84.81,IN_TRANSIT
PROC-002439,COMP-04735,SUP-0238,2024-06-22 19:18:13,2025-07-09 06:43:50,21,89.33,ORDERED
PROC-002440,COMP-03819,SUP-0075,2023-05-21 10:33:21,2025-01-25 06:57:56,342,110.23,IN_TRANSIT
PROC-002441,COMP-02782,SUP-0155,2024-06-29 13:14:44,2026-03-01 20:32:18,99,119.54,IN_TRANSIT
PROC-002442,COMP-01698,SUP-0199,2024-09-08 17:32:40,2026-05-20 19:42:43,63,118.52,DELIVERED
PROC-002443,COMP-01250,SUP-0213,2025-03-12 10:38:32,2026-01-21 14:02:11,302,7.87,IN_TRANSIT
PROC-002444,COMP-02500,SUP-0110,2023-04-17 00:54:37,2026-08-21 14:27:52,133,163.95,CANCELLED
PROC-002445,COMP-01357,SUP-0128,2025-08-08 15:52:35,2025-04-16 18:55:04,15,39.78,CANCELLED
PROC-002446,COMP-02418,SUP-0268,2023-06-15 23:02:13,2025-08-02 04:34:26,105,59.18,IN_TRANSIT
PROC-002447,COMP-04642,SUP-0374,2024-03-22 18:55:13,2025-12-17 22:07:49,111,35.51,IN_TRANSIT
PROC-002448,COMP-02406,SUP-0297,2023-10-09 21:52:54,2025-05-07 03:40:46,339,153.65,ORDERED
PROC-002449,COMP-01161,SUP-0467,2024-04-13 12:48:51,2026-11-14 02:13:58,336,117.15,CANCELLED
PROC-002450,COMP-00017,SUP-0104,2023-12-20 19:17:57,2025-04-01 22:11:14,424,151.3,ORDERED
PROC-002451,COMP-04936,SUP-0221,2025-04-13 18:09:10,2025-08-01 16:24:38,111,131.03,IN_TRANSIT
PROC-002452,COMP-03445,SUP-0128,2025-11-21 13:40:00,2025-10-13 04:41:30,363,21.73,CANCELLED
PROC-002453,COMP-01336,SUP-0119,2024-03-24 16:19:29,2026-09-06 15:12:56,343,61.0,DELIVERED
PROC-002454,COMP-02668,SUP-0362,2024-04-30 06:00:00,2025-02-10 23:46:36,4,101.95,DELIVERED
PROC-002455,COMP-03822,SUP-0121,2025-03-14 23:47:20,2025-11-18 00:53:13,469,61.68,IN_TRANSIT
PROC-002456,COMP-04081,SUP-0160,2024-08-05 04:41:46,2026-10-16 22:48:19,152,42.25,ORDERED
PROC-002457,COMP-02029,SUP-0137,2025-04-06 10:34:15,2026-07-28 08:40:24,42,174.09,DELIVERED
PROC-002458,COMP-02728,SUP-0500,2025-03-31 10:15:35,2026-07-15 22:17:55,375,149.81,DELIVERED
PROC-002459,COMP-01335,SUP-0109,2024-10-20 17:39:51,2025-03-18 15:01:40,26,69.7,CANCELLED
PROC-002460,COMP-02072,SUP-0477,2025-05-02 17:42:13,2026-01-03 15:05:30,362,153.24,ORDERED
PROC-002461,COMP-00656,SUP-0287,2024-09-13 12:36:33,2026-06-09 01:48:44,194,125.88,ORDERED
PROC-002462,COMP-01697,SUP-0179,2023-11-12 22:13:17,2025-07-25 13:51:59,360,1.75,DELIVERED
PROC-002463,COMP-00720,SUP-0449,2023-12-03 18:05:06,2026-01-02 13:01:50,8,76.67,IN_TRANSIT
PROC-002464,COMP-03007,SUP-0157,2023-04-04 00:53:40,2026-03-14 07:09:11,73,58.81,DELIVERED
PROC-002465,COMP-04799,SUP-0345,2023-12-18 06:42:43,2025-10-21 16:24:44,450,44.36,ORDERED
PROC-002466,COMP-04558,SUP-0444,2024-11-30 17:29:56,2026-11-24 20:52:13,78,51.07,CANCELLED
PROC-002467,COMP-03289,SUP-0358,2025-09-01 09:31:20,2025-09-12 02:54:54,148,188.53,ORDERED
PROC-002468,COMP-03082,SUP-0101,2023-09-26 20:15:15,2025-06-08 21:07:00,322,97.78,CANCELLED
PROC-002469,COMP-03415,SUP-0288,2023-09-03 17:57:33,2025-06-04 04:17:47,68,169.69,CANCELLED
PROC-002470,COMP-03597,SUP-0320,2023-04-26 06:39:09,2026-03-03 09:45:08,355,43.63,CANCELLED
PROC-002471,COMP-02063,SUP-0127,2025-04-14 22:12:30,2026-08-21 23:46:57,183,35.71,ORDERED
PROC-002472,COMP-03571,SUP-0395,2023-07-14 09:02:14,2026-03-13 15:31:23,334,177.87,ORDERED
PROC-002473,COMP-00550,SUP-0284,2023-01-15 15:31:20,2025-01-30 23:09:22,85,99.65,IN_TRANSIT
PROC-002474,COMP-04646,SUP-0490,2024-01-15 22:59:10,2026-02-18 01:06:04,496,179.14,DELIVERED
PROC-002475,COMP-03439,SUP-0136,2023-09-01 09:22:30,2026-02-10 21:13:45,79,13.54,ORDERED
PROC-002476,COMP-03260,SUP-0433,2023-10-07 02:53:43,2026-05-17 17:45:12,39,183.37,CANCELLED
PROC-002477,COMP-01616,SUP-0157,2023-11-07 03:57:28,2026-06-25 18:25:06,306,83.67,ORDERED
PROC-002478,COMP-04095,SUP-0425,2025-11-11 22:56:07,2025-05-16 16:45:32,20,31.92,ORDERED
PROC-002479,COMP-01837,SUP-0286,2025-09-04 22:05:21,2026-02-01 10:16:11,70,136.99,DELIVERED
PROC-002480,COMP-01094,SUP-0078,2025-10-19 00:32:46,2025-06-12 02:44:08,156,159.58,ORDERED
PROC-002481,COMP-04187,SUP-0353,2025-02-01 15:59:15,2025-02-23 08:45:08,117,10.43,CANCELLED
PROC-002482,COMP-04170,SUP-0108,2023-04-16 13:49:38,2025-01-09 13:52:38,368,197.45,DELIVERED
PROC-002483,COMP-04131,SUP-0186,2024-04-13 17:25:27,2025-07-07 13:48:59,427,139.71,IN_TRANSIT
PROC-002484,COMP-03257,SUP-0224,2023-08-17 14:45:29,2025-11-15 19:10:47,450,64.96,CANCELLED
PROC-002485,COMP-01263,SUP-0429,2025-04-22 13:51:23,2026-11-28 00:29:59,28,31.11,CANCELLED
PROC-002486,COMP-02896,SUP-0186,2024-11-16 11:05:46,2025-11-15 07:53:47,375,79.11,ORDERED
PROC-002487,COMP-04099,SUP-0214,2024-11-22 20:34:48,2025-03-26 10:24:45,98,44.89,IN_TRANSIT
PROC-002488,COMP-02505,SUP-0083,2024-03-27 05:33:36,2026-10-18 21:38:45,462,99.34,DELIVERED
PROC-002489,COMP-01083,SUP-0175,2025-03-12 11:32:40,2025-07-09 14:14:30,329,156.6,IN_TRANSIT
PROC-002490,COMP-00041,SUP-0158,2025-03-19 02:03:03,2026-05-17 08:25:30,151,132.37,ORDERED
PROC-002491,COMP-01450,SUP-0419,2023-04-18 22:22:31,2025-11-02 08:53:04,364,87.75,IN_TRANSIT
PROC-002492,COMP-01553,SUP-0367,2024-08-12 12:40:30,2026-10-18 19:58:04,419,24.67,CANCELLED
PROC-002493,COMP-02092,SUP-0109,2023-11-22 13:33:15,2026-03-29 20:49:22,22,191.47,CANCELLED
PROC-002494,COMP-01045,SUP-0141,2023-03-25 17:57:22,2026-07-30 14:52:30,261,54.8,IN_TRANSIT
PROC-002495,COMP-02537,SUP-0390,2025-06-27 04:15:53,2026-07-13 02:45:28,60,56.29,IN_TRANSIT
PROC-002496,COMP-02543,SUP-0017,2023-01-10 19:26:13,2026-03-11 06:19:03,425,129.45,CANCELLED
PROC-002497,COMP-01123,SUP-0024,2023-08-15 07:17:09,2026-08-12 00:44:38,413,154.33,IN_TRANSIT
PROC-002498,COMP-01320,SUP-0358,2025-11-01 19:20:52,2025-05-22 09:41:01,163,196.85,CANCELLED
PROC-002499,COMP-04734,SUP-0003,2024-12-18 07:23:45,2026-02-05 12:25:10,114,193.86,IN_TRANSIT
PROC-002500,COMP-04939,SUP-0200,2025-10-30 18:34:14,2026-08-31 12:14:21,354,182.84,DELIVERED
PROC-002501,COMP-00804,SUP-0257,2023-12-07 04:23:58,2026-01-10 14:35:08,196,87.63,DELIVERED
PROC-002502,COMP-03737,SUP-0065,2025-06-10 07:57:38,2026-02-05 10:17:32,45,34.17,ORDERED
PROC-002503,COMP-01026,SUP-0411,2025-06-14 21:02:34,2025-07-12 05:43:35,113,117.31,CANCELLED
PROC-002504,COMP-02370,SUP-0157,2024-06-03 02:43:51,2026-01-03 13:52:08,393,4.43,DELIVERED
PROC-002505,COMP-02359,SUP-0330,2024-07-30 20:09:22,2026-03-17 09:37:13,179,40.05,CANCELLED
PROC-002506,COMP-00211,SUP-0485,2025-02-24 08:27:27,2026-09-09 15:06:27,270,1.5,DELIVERED
PROC-002507,COMP-00560,SUP-0453,2024-07-08 18:08:07,2026-03-30 09:05:41,493,36.93,ORDERED
PROC-002508,COMP-02194,SUP-0345,2024-02-22 19:44:17,2025-10-13 15:49:40,325,95.48,CANCELLED
PROC-002509,COMP-04087,SUP-0020,2023-05-08 11:25:08,2026-01-26 15:07:51,370,79.27,DELIVERED
PROC-002510,COMP-01231,SUP-0167,2023-07-26 22:59:42,2026-05-16 13:09:24,56,74.49,CANCELLED
PROC-002511,COMP-01168,SUP-0308,2025-10-22 08:03:48,2026-06-04 14:03:27,367,166.36,ORDERED
PROC-002512,COMP-01118,SUP-0047,2023-04-22 23:31:06,2025-06-03 00:30:42,347,135.32,ORDERED
PROC-002513,COMP-01447,SUP-0093,2023-03-13 23:36:58,2026-07-02 12:56:55,267,187.35,DELIVERED
PROC-002514,COMP-02442,SUP-0176,2023-05-29 08:45:01,2026-01-09 12:58:05,414,89.62,IN_TRANSIT
PROC-002515,COMP-04714,SUP-0372,2024-10-31 16:58:19,2026-03-05 15:15:39,115,55.17,ORDERED
PROC-002516,COMP-01819,SUP-0423,2025-10-16 11:31:36,2026-08-10 12:13:46,357,25.41,IN_TRANSIT
