return_id,order_id,sku_id,return_date,return_reason,refund_amount,condition
RET-002163,ORD-000097,SKU-02130,2024-10-26 21:54:13,DAMAGED,194.62,NEW
RET-002164,ORD-003307,SKU-02576,2025-05-27 06:02:30,NO_LONGER_NEEDED,194.62,NEW
RET-002165,ORD-001949,SKU-00770,2023-11-25 03:15:34,SIZE_ISSUE,194.62,NEW
RET-002166,ORD-004963,SKU-01475,2023-10-20 23:57:10,NO_LONGER_NEEDED,194.62,NEW
RET-002167,ORD-001489,SKU-00031,2024-03-25 03:48:21,DAMAGED,194.62,DAMAGED
RET-002168,ORD-004220,SKU-01506,2025-07-03 14:41:40,NO_LONGER_NEEDED,194.62,USED
RET-002169,ORD-002253,SKU-00395,2025-03-25 07:26:58,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002170,ORD-000133,SKU-02438,2025-03-02 09:18:17,SIZE_ISSUE,194.62,NEW
RET-002171,ORD-003445,SKU-00341,2024-02-13 02:14:14,NOT_AS_DESCRIBED,194.62,NEW
RET-002172,ORD-001173,SKU-01498,2024-01-12 17:30:27,NOT_AS_DESCRIBED,194.62,NEW
RET-002173,ORD-002633,SKU-00049,2024-09-12 19:30:47,NO_LONGER_NEEDED,194.62,NEW
RET-002174,ORD-000927,SKU-01081,2025-03-29 04:31:49,DAMAGED,194.62,DAMAGED
RET-002175,ORD-002836,SKU-02506,2025-04-10 09:45:47,NOT_AS_DESCRIBED,194.62,NEW
RET-002176,ORD-004421,SKU-01297,2025-01-21 04:42:45,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002177,ORD-002314,SKU-02544,2024-07-03 15:34:14,NOT_AS_DESCRIBED,194.62,USED
RET-002178,ORD-004053,SKU-00499,2024-08-22 21:03:17,SIZE_ISSUE,194.62,NEW
RET-002179,ORD-003079,SKU-00800,2025-09-23 15:57:45,DAMAGED,194.62,USED
RET-002180,ORD-003355,SKU-00239,2024-01-14 11:01:41,SIZE_ISSUE,194.62,USED
RET-002181,ORD-003469,SKU-02328,2024-08-29 10:15:27,DAMAGED,194.62,NEW
RET-002182,ORD-003300,SKU-02673,2025-08-19 19:58:36,DAMAGED,194.62,USED
RET-002183,ORD-002642,SKU-01683,2024-12-11 00:49:57,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002184,ORD-002646,SKU-00635,2025-11-26 12:35:58,NOT_AS_DESCRIBED,194.62,NEW
RET-002185,ORD-002394,SKU-02833,2024-10-06 15:13:38,NOT_AS_DESCRIBED,194.62,NEW
RET-002186,ORD-002411,SKU-02465,2024-02-28 06:17:58,SIZE_ISSUE,194.62,DAMAGED
RET-002187,ORD-000841,SKU-00620,2025-06-03 20:56:11,NOT_AS_DESCRIBED,194.62,NEW
RET-002188,ORD-001949,SKU-00860,2024-01-08 00:25:43,NO_LONGER_NEEDED,194.62,NEW
RET-002189,ORD-000352,SKU-01243,2025-08-03 19:23:05,SIZE_ISSUE,194.62,DAMAGED
RET-002190,ORD-000326,SKU-02538,2025-07-23 05:24:26,DAMAGED,194.62,NEW
RET-002191,ORD-004414,SKU-01989,2025-06-13 11:20:09,SIZE_ISSUE,194.62,USED
RET-002192,ORD-002724,SKU-02832,2024-08-10 23:06:20,SIZE_ISSUE,194.62,USED
RET-002193,ORD-003252,SKU-01256,2025-06-13 18:01:30,SIZE_ISSUE,194.62,NEW
RET-002194,ORD-000274,SKU-02362,2024-12-30 18:03:37,SIZE_ISSUE,194.62,DAMAGED
RET-002195,ORD-002445,SKU-00354,2025-05-11 16:35:55,NO_LONGER_NEEDED,194.62,USED
RET-002196,ORD-002749,SKU-00960,2025-02-16 05:11:20,NO_LONGER_NEEDED,194.62,USED
RET-002197,ORD-002304,SKU-01483,2023-08-26 06:06:58,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002198,ORD-002341,SKU-02025,2023-05-14 13:18:08,DAMAGED,194.62,USED
RET-002199,ORD-004061,SKU-00531,2024-03-08 03:40:06,NO_LONGER_NEEDED,194.62,USED
RET-002200,ORD-003858,SKU-02456,2024-01-13 05:49:41,NOT_AS_DESCRIBED,194.62,NEW
RET-002201,ORD-004363,SKU-01108,2025-07-15 08:55:02,NO_LONGER_NEEDED,194.62,NEW
RET-002202,ORD-001100,SKU-02371,2023-07-06 03:50:51,NOT_AS_DESCRIBED,194.62,USED
RET-002203,ORD-001859,SKU-01632,2023-01-25 06:16:55,SIZE_ISSUE,194.62,NEW
RET-002204,ORD-003997,SKU-00640,2023-11-18 03:19:04,SIZE_ISSUE,194.62,NEW
RET-002205,ORD-002202,SKU-02700,2025-03-03 20:42:47,NOT_AS_DESCRIBED,194.62,NEW
RET-002206,ORD-000730,SKU-01552,2025-08-11 18:25:19,NO_LONGER_NEEDED,194.62,USED
RET-002207,ORD-000618,SKU-00109,2023-03-01 22:13:00,NO_LONGER_NEEDED,194.62,USED
RET-002208,ORD-001549,SKU-02985,2023-01-07 10:51:36,DAMAGED,194.62,DAMAGED
RET-002209,ORD-002774,SKU-00223,2024-07-26 15:11:20,SIZE_ISSUE,194.62,USED
RET-002210,ORD-004017,SKU-00281,2024-03-03 21:13:46,SIZE_ISSUE,194.62,USED
RET-002211,ORD-004966,SKU-00020,2024-04-26 19:35:26,SIZE_ISSUE,194.62,DAMAGED
RET-002212,ORD-003566,SKU-01360,2025-01-19 08:25:30,NO_LONGER_NEEDED,194.62,NEW
RET-002213,ORD-003991,SKU-01950,2023-08-24 15:58:53,DAMAGED,194.62,DAMAGED
RET-002214,ORD-001658,SKU-01873,2023-04-01 15:34:53,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002215,ORD-003422,SKU-00876,2025-10-16 15:25:11,DAMAGED,194.62,NEW
RET-002216,ORD-001979,SKU-00706,2023-12-31 18:50:33,NO_LONGER_NEEDED,194.62,NEW
RET-002217,ORD-003883,SKU-01812,2025-01-13 13:45:47,SIZE_ISSUE,194.62,DAMAGED
RET-002218,ORD-001557,SKU-02934,2024-02-24 19:56:16,SIZE_ISSUE,194.62,DAMAGED
RET-002219,ORD-004887,SKU-01574,2025-06-13 13:34:42,NOT_AS_DESCRIBED,194.62,USED
RET-002220,ORD-004647,SKU-01207,2025-10-10 01:55:06,SIZE_ISSUE,194.62,NEW
RET-002221,ORD-001802,SKU-00620,2025-01-30 16:20:32,SIZE_ISSUE,194.62,USED
RET-002222,ORD-002716,SKU-02669,2024-01-26 06:17:21,SIZE_ISSUE,194.62,NEW
RET-002223,ORD-002825,SKU-01479,2023-07-31 09:24:08,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002224,ORD-002568,SKU-02627,2023-09-01 13:29:51,NOT_AS_DESCRIBED,194.62,NEW
RET-002225,ORD-002179,SKU-01722,2025-09-02 11:10:39,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002226,ORD-002153,SKU-01626,2023-09-09 23:07:09,NO_LONGER_NEEDED,194.62,NEW
RET-002227,ORD-003315,SKU-00713,2023-10-17 02:39:51,NOT_AS_DESCRIBED,194.62,NEW
RET-002228,ORD-000385,SKU-01206,2025-04-09 08:31:49,SIZE_ISSUE,194.62,NEW
RET-002229,ORD-001573,SKU-02916,2025-06-13 13:20:36,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002230,ORD-001066,SKU-00570,2023-09-23 18:16:59,SIZE_ISSUE,194.62,NEW
RET-002231,ORD-000407,SKU-00339,2025-08-13 21:15:51,DAMAGED,194.62,USED
RET-002232,ORD-002524,SKU-01654,2025-06-10 01:27:57,NO_LONGER_NEEDED,194.62,NEW
RET-002233,ORD-002527,SKU-00646,2023-01-26 11:47:47,NO_LONGER_NEEDED,194.62,USED
RET-002234,ORD-002006,SKU-01776,2024-05-05 12:03:56,SIZE_ISSUE,194.62,DAMAGED
RET-002235,ORD-000453,SKU-00742,2025-03-05 23:07:40,DAMAGED,194.62,DAMAGED
RET-002236,ORD-002325,SKU-02128,2023-09-18 15:29:34,SIZE_ISSUE,194.62,NEW
RET-002237,ORD-001861,SKU-02986,2025-05-16 17:56:52,SIZE_ISSUE,194.62,NEW
RET-002238,ORD-001714,SKU-02857,2024-02-28 16:27:16,DAMAGED,194.62,USED
RET-002239,ORD-000476,SKU-00213,2023-09-26 19:22:10,DAMAGED,194.62,NEW
RET-002240,ORD-002638,SKU-02398,2025-10-09 03:52:35,SIZE_ISSUE,194.62,NEW
RET-002241,ORD-001572,SKU-02008,2025-05-06 05:19:54,DAMAGED,194.62,USED
RET-002242,ORD-003450,SKU-02277,2024-01-17 15:18:17,DAMAGED,194.62,NEW
RET-002243,ORD-004761,SKU-02516,2025-08-20 22:45:28,SIZE_ISSUE,194.62,USED
RET-002244,ORD-001186,SKU-01841,2023-03-11 02:47:22,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002245,ORD-001478,SKU-02376,2023-11-15 22:49:09,NO_LONGER_NEEDED,194.62,NEW
RET-002246,ORD-000084,SKU-01580,2024-01-22 06:34:07,SIZE_ISSUE,194.62,USED
RET-002247,ORD-000139,SKU-00887,2024-04-08 23:53:36,DAMAGED,194.62,DAMAGED
RET-002248,ORD-001528,SKU-02243,2024-10-11 20:45:19,NOT_AS_DESCRIBED,194.62,USED
RET-002249,ORD-002743,SKU-00349,2024-10-24 08:07:27,SIZE_ISSUE,194.62,NEW
RET-002250,ORD-004557,SKU-02466,2023-08-27 21:02:16,NOT_AS_DESCRIBED,194.62,USED
RET-002251,ORD-001176,SKU-01241,2023-12-22 16:13:07,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002252,ORD-001341,SKU-02932,2025-04-04 15:16:36,NOT_AS_DESCRIBED,194.62,NEW
RET-002253,ORD-000632,SKU-02227,2024-12-17 04:10:08,SIZE_ISSUE,194.62,NEW
RET-002254,ORD-002593,SKU-01690,2023-07-17 08:31:27,NOT_AS_DESCRIBED,194.62,NEW
RET-002255,ORD-001383,SKU-00036,2025-07-12 15:27:34,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002256,ORD-003784,SKU-01543,2023-05-03 18:30:15,NOT_AS_DESCRIBED,194.62,NEW
RET-002257,ORD-000476,SKU-01306,2023-02-17 22:00:59,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002258,ORD-000599,SKU-00290,2024-07-30 09:35:06,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002259,ORD-000147,SKU-00682,2023-03-07 08:28:21,NOT_AS_DESCRIBED,194.62,USED
RET-002260,ORD-004283,SKU-01172,2023-03-27 07:17:55,DAMAGED,194.62,DAMAGED
RET-002261,ORD-000660,SKU-01035,2023-11-24 03:35:33,DAMAGED,194.62,USED
RET-002262,ORD-003038,SKU-01871,2025-04-11 22:25:35,DAMAGED,194.62,NEW
RET-002263,ORD-002987,SKU-01353,2023-08-08 03:34:00,DAMAGED,194.62,USED
RET-002264,ORD-004528,SKU-01355,2024-12-16 16:24:51,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002265,ORD-003541,SKU-02735,2025-01-09 06:42:02,SIZE_ISSUE,194.62,USED
RET-002266,ORD-003427,SKU-02339,2024-09-05 09:47:26,DAMAGED,194.62,NEW
RET-002267,ORD-000604,SKU-02395,2023-12-19 18:41:34,NO_LONGER_NEEDED,194.62,USED
RET-002268,ORD-002464,SKU-02252,2023-07-06 07:31:42,NOT_AS_DESCRIBED,194.62,NEW
RET-002269,ORD-000472,SKU-02682,2023-10-19 11:43:07,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002270,ORD-000685,SKU-02736,2023-12-26 17:58:43,NO_LONGER_NEEDED,194.62,NEW
RET-002271,ORD-002557,SKU-01448,2025-01-08 20:30:44,NO_LONGER_NEEDED,194.62,USED
RET-002272,ORD-004003,SKU-00582,2024-04-03 16:49:06,NOT_AS_DESCRIBED,194.62,USED
RET-002273,ORD-002359,SKU-00063,2025-08-23 09:54:24,DAMAGED,194.62,USED
RET-002274,ORD-000331,SKU-00056,2024-05-23 20:43:09,SIZE_ISSUE,194.62,DAMAGED
RET-002275,ORD-002442,SKU-02121,2024-08-13 06:44:48,SIZE_ISSUE,194.62,USED
RET-002276,ORD-001329,SKU-01391,2025-08-05 09:43:46,SIZE_ISSUE,194.62,DAMAGED
RET-002277,ORD-003449,SKU-02345,2025-05-06 10:48:10,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002278,ORD-000963,SKU-00447,2024-09-22 14:50:14,NOT_AS_DESCRIBED,194.62,USED
RET-002279,ORD-000306,SKU-00624,2025-08-19 02:48:52,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002280,ORD-001764,SKU-02782,2024-11-26 23:02:59,NOT_AS_DESCRIBED,194.62,NEW
RET-002281,ORD-002181,SKU-00181,2023-09-25 19:53:33,NO_LONGER_NEEDED,194.62,NEW
RET-002282,ORD-000923,SKU-02321,2023-02-17 10:55:09,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002283,ORD-004763,SKU-00802,2023-03-08 14:06:01,DAMAGED,194.62,NEW
RET-002284,ORD-001327,SKU-02319,2024-11-01 07:52:43,DAMAGED,194.62,NEW
RET-002285,ORD-004443,SKU-01465,2023-02-20 18:26:26,DAMAGED,194.62,NEW
RET-002286,ORD-002723,SKU-00413,2024-08-01 01:15:22,SIZE_ISSUE,194.62,USED
RET-002287,ORD-000098,SKU-01372,2023-04-24 13:47:26,SIZE_ISSUE,194.62,NEW
RET-002288,ORD-002621,SKU-02727,2025-09-17 01:49:45,SIZE_ISSUE,194.62,NEW
RET-002289,ORD-000793,SKU-02517,2024-12-27 11:20:55,DAMAGED,194.62,NEW
RET-002290,ORD-000031,SKU-00608,2023-08-18 07:14:28,SIZE_ISSUE,194.62,NEW
RET-002291,ORD-001939,SKU-02909,2024-12-27 21:24:27,SIZE_ISSUE,194.62,NEW
RET-002292,ORD-004430,SKU-01915,2025-04-17 06:20:37,SIZE_ISSUE,194.62,DAMAGED
RET-002293,ORD-000570,SKU-02616,2025-09-15 20:38:23,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002294,ORD-001829,SKU-02698,2025-11-01 04:15:11,SIZE_ISSUE,194.62,USED
RET-002295,ORD-001731,SKU-01136,2023-01-23 16:40:41,SIZE_ISSUE,194.62,NEW
RET-002296,ORD-003190,SKU-01529,2024-02-12 18:38:31,NO_LONGER_NEEDED,194.62,USED
RET-002297,ORD-004497,SKU-00077,2023-09-04 14:53:01,DAMAGED,194.62,NEW
RET-002298,ORD-002656,SKU-02920,2025-08-03 00:12:40,SIZE_ISSUE,194.62,NEW
RET-002299,ORD-000860,SKU-02760,2023-10-05 22:41:40,SIZE_ISSUE,194.62,USED
RET-002300,ORD-001832,SKU-02828,2023-12-16 23:44:33,DAMAGED,194.62,NEW
RET-002301,ORD-000772,SKU-01151,2024-07-28 01:36:40,NOT_AS_DESCRIBED,194.62,USED
RET-002302,ORD-004434,SKU-00261,2023-04-09 02:27:14,SIZE_ISSUE,194.62,USED
RET-002303,ORD-002147,SKU-01607,2024-03-22 09:13:26,NOT_AS_DESCRIBED,194.62,NEW
RET-002304,ORD-001415,SKU-01921,2024-03-26 19:01:12,DAMAGED,194.62,NEW
RET-002305,ORD-004789,SKU-00947,2023-12-21 23:33:25,NO_LONGER_NEEDED,194.62,NEW
RET-002306,ORD-002648,SKU-02660,2024-03-17 14:48:15,SIZE_ISSUE,194.62,DAMAGED
RET-002307,ORD-003259,SKU-02899,2023-12-14 05:23:47,NOT_AS_DESCRIBED,194.62,NEW
RET-002308,ORD-001286,SKU-00259,2025-03-19 14:48:06,NOT_AS_DESCRIBED,194.62,USED
RET-002309,ORD-004560,SKU-00813,2023-08-22 14:03:30,DAMAGED,194.62,NEW
RET-002310,ORD-004779,SKU-00720,2024-12-22 20:06:53,DAMAGED,194.62,USED
RET-002311,ORD-000820,SKU-02498,2023-01-08 17:38:11,NOT_AS_DESCRIBED,194.62,USED
RET-002312,ORD-000835,SKU-02830,2025-01-12 10:19:47,SIZE_ISSUE,194.62,USED
RET-002313,ORD-003479,SKU-00383,2024-10-09 13:06:52,SIZE_ISSUE,194.62,DAMAGED
RET-002314,ORD-002154,SKU-00274,2023-04-01 20:38:43,DAMAGED,194.62,NEW
RET-002315,ORD-001448,SKU-00991,2024-02-25 20:24:18,SIZE_ISSUE,194.62,USED
RET-002316,ORD-003135,SKU-02950,2025-03-23 01:00:39,NO_LONGER_NEEDED,194.62,NEW
RET-002317,ORD-000028,SKU-02903,2023-11-24 03:28:27,DAMAGED,194.62,USED
RET-002318,ORD-003559,SKU-01336,2024-10-15 12:17:45,DAMAGED,194.62,USED
RET-002319,ORD-001107,SKU-02377,2023-10-10 11:16:48,DAMAGED,194.62,USED
RET-002320,ORD-002850,SKU-00187,2024-01-03 03:43:48,SIZE_ISSUE,194.62,NEW
RET-002321,ORD-000535,SKU-01869,2023-03-08 20:53:07,DAMAGED,194.62,DAMAGED
RET-002322,ORD-003983,SKU-02774,2025-06-02 14:39:49,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002323,ORD-004011,SKU-00048,2025-01-06 02:16:46,DAMAGED,194.62,USED
RET-002324,ORD-003338,SKU-02660,2023-11-26 19:20:36,NOT_AS_DESCRIBED,194.62,NEW
RET-002325,ORD-004205,SKU-00339,2025-07-14 04:25:01,SIZE_ISSUE,194.62,NEW
RET-002326,ORD-004817,SKU-02140,2024-11-15 11:07:22,NO_LONGER_NEEDED,194.62,USED
RET-002327,ORD-003936,SKU-01671,2025-03-08 22:30:10,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002328,ORD-000485,SKU-02979,2024-07-29 17:43:04,DAMAGED,194.62,NEW
RET-002329,ORD-004549,SKU-00219,2024-03-18 13:50:43,DAMAGED,194.62,NEW
RET-002330,ORD-001981,SKU-02136,2023-10-28 23:49:03,DAMAGED,194.62,NEW
RET-002331,ORD-003353,SKU-00926,2023-09-17 23:02:48,NO_LONGER_NEEDED,194.62,NEW
RET-002332,ORD-004642,SKU-00508,2024-09-24 22:23:51,SIZE_ISSUE,194.62,NEW
RET-002333,ORD-003154,SKU-02112,2025-08-03 22:03:17,NO_LONGER_NEEDED,194.62,USED
RET-002334,ORD-000314,SKU-00999,2025-11-30 10:31:50,NO_LONGER_NEEDED,194.62,NEW
RET-002335,ORD-002331,SKU-02211,2023-01-28 19:24:54,SIZE_ISSUE,194.62,USED
RET-002336,ORD-001339,SKU-01751,2023-07-30 19:41:14,DAMAGED,194.62,USED
RET-002337,ORD-003422,SKU-02155,2024-01-28 17:58:02,SIZE_ISSUE,194.62,USED
RET-002338,ORD-002285,SKU-00257,2024-07-21 04:45:16,NOT_AS_DESCRIBED,194.62,USED
RET-002339,ORD-002155,SKU-00742,2025-07-30 20:16:23,NOT_AS_DESCRIBED,194.62,USED
RET-002340,ORD-003292,SKU-01104,2023-05-06 03:00:07,NO_LONGER_NEEDED,194.62,USED
RET-002341,ORD-000456,SKU-02450,2023-04-11 15:47:10,SIZE_ISSUE,194.62,NEW
RET-002342,ORD-004369,SKU-02313,2024-05-07 06:10:14,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002343,ORD-004704,SKU-02085,2023-01-02 15:49:50,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002344,ORD-004250,SKU-00805,2023-11-01 20:21:35,SIZE_ISSUE,194.62,DAMAGED
RET-002345,ORD-004140,SKU-02886,2025-09-02 00:23:34,DAMAGED,194.62,NEW
RET-002346,ORD-003879,SKU-00618,2024-01-23 11:35:13,DAMAGED,194.62,USED
RET-002347,ORD-002547,SKU-01731,2024-06-19 17:03:30,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002348,ORD-003846,SKU-00571,2024-06-11 15:28:53,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002349,ORD-003316,SKU-00625,2024-02-23 09:20:00,NOT_AS_DESCRIBED,194.62,NEW
RET-002350,ORD-001524,SKU-01902,2025-02-05 10:00:39,DAMAGED,194.62,DAMAGED
RET-002351,ORD-003629,SKU-00573,2025-04-09 03:43:15,SIZE_ISSUE,194.62,USED
RET-002352,ORD-003949,SKU-01748,2023-07-10 08:46:23,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002353,ORD-002359,SKU-02140,2025-05-18 23:38:51,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002354,ORD-001231,SKU-00499,2025-04-22 11:09:34,NOT_AS_DESCRIBED,194.62,USED
RET-002355,ORD-002818,SKU-01517,2023-09-14 18:37:40,DAMAGED,194.62,NEW
RET-002356,ORD-002331,SKU-02344,2025-10-15 19:50:04,SIZE_ISSUE,194.62,NEW
RET-002357,ORD-000248,SKU-02432,2024-06-17 03:55:21,NO_LONGER_NEEDED,194.62,USED
RET-002358,ORD-003327,SKU-02531,2024-10-29 03:27:09,SIZE_ISSUE,194.62,USED
RET-002359,ORD-000670,SKU-02898,2023-08-21 01:45:16,DAMAGED,194.62,NEW
RET-002360,ORD-001830,SKU-01427,2024-07-06 21:57:18,NOT_AS_DESCRIBED,194.62,NEW
RET-002361,ORD-004508,SKU-01749,2024-03-19 18:46:11,NO_LONGER_NEEDED,194.62,NEW
RET-002362,ORD-002451,SKU-01819,2023-03-03 19:12:47,NO_LONGER_NEEDED,194.62,NEW
RET-002363,ORD-001656,SKU-00158,2023-08-31 11:08:18,SIZE_ISSUE,194.62,USED
RET-002364,ORD-000090,SKU-00604,2024-06-10 21:42:25,NOT_AS_DESCRIBED,194.62,USED
RET-002365,ORD-000508,SKU-02735,2024-01-27 09:49:19,NOT_AS_DESCRIBED,194.62,NEW
RET-002366,ORD-001190,SKU-01117,2025-04-23 17:05:10,DAMAGED,194.62,USED
RET-002367,ORD-003912,SKU-02202,2025-09-27 06:54:08,SIZE_ISSUE,194.62,USED
RET-002368,ORD-001965,SKU-00537,2025-05-04 16:53:10,NO_LONGER_NEEDED,194.62,NEW
RET-002369,ORD-000982,SKU-02706,2023-12-10 12:14:24,DAMAGED,194.62,DAMAGED
RET-002370,ORD-000996,SKU-00926,2024-01-28 14:25:21,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002371,ORD-003949,SKU-01141,2025-03-01 06:06:19,DAMAGED,194.62,DAMAGED
RET-002372,ORD-004376,SKU-01557,2024-09-02 14:33:46,SIZE_ISSUE,194.62,USED
RET-002373,ORD-003587,SKU-00321,2025-04-20 16:38:42,SIZE_ISSUE,194.62,DAMAGED
RET-002374,ORD-000019,SKU-02486,2023-06-26 04:20:23,NOT_AS_DESCRIBED,194.62,NEW
RET-002375,ORD-000497,SKU-01216,2023-08-09 20:38:10,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002376,ORD-004716,SKU-00055,2025-09-15 02:30:22,NOT_AS_DESCRIBED,194.62,NEW
RET-002377,ORD-001016,SKU-00270,2025-11-24 07:37:52,NOT_AS_DESCRIBED,194.62,USED
RET-002378,ORD-000206,SKU-02337,2025-02-02 12:55:17,NO_LONGER_NEEDED,194.62,USED
RET-002379,ORD-003312,SKU-02349,2025-04-26 06:12:23,SIZE_ISSUE,194.62,NEW
RET-002380,ORD-000457,SKU-01672,2023-01-26 12:38:36,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002381,ORD-001512,SKU-01006,2024-12-26 19:06:42,NO_LONGER_NEEDED,194.62,NEW
RET-002382,ORD-004198,SKU-00190,2024-05-04 00:52:44,DAMAGED,194.62,NEW
RET-002383,ORD-001532,SKU-00536,2024-04-30 17:44:08,NO_LONGER_NEEDED,194.62,NEW
RET-002384,ORD-002741,SKU-02161,2025-08-15 05:08:33,NOT_AS_DESCRIBED,194.62,NEW
RET-002385,ORD-000912,SKU-02064,2025-07-01 20:48:49,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002386,ORD-002337,SKU-00261,2025-07-14 13:14:04,DAMAGED,194.62,NEW
RET-002387,ORD-000293,SKU-01387,2024-12-07 00:20:42,DAMAGED,194.62,NEW
RET-002388,ORD-002037,SKU-02273,2023-04-29 21:14:10,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002389,ORD-003106,SKU-00851,2024-09-30 08:45:18,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002390,ORD-002505,SKU-01178,2023-11-10 06:33:11,SIZE_ISSUE,194.62,NEW
RET-002391,ORD-004429,SKU-01768,2023-01-25 08:45:03,NOT_AS_DESCRIBED,194.62,NEW
RET-002392,ORD-000532,SKU-01394,2025-03-19 08:45:09,SIZE_ISSUE,194.62,DAMAGED
RET-002393,ORD-004076,SKU-01943,2023-08-01 19:03:02,DAMAGED,194.62,DAMAGED
RET-002394,ORD-004223,SKU-01574,2023-05-16 05:00:58,DAMAGED,194.62,NEW
RET-002395,ORD-002815,SKU-02121,2024-05-17 15:14:46,DAMAGED,194.62,USED
RET-002396,ORD-002929,SKU-00994,2023-01-27 14:55:50,NOT_AS_DESCRIBED,194.62,USED
RET-002397,ORD-002790,SKU-00067,2023-11-12 10:35:18,NOT_AS_DESCRIBED,194.62,USED
RET-002398,ORD-001856,SKU-02497,2023-06-23 08:42:27,SIZE_ISSUE,194.62,USED
RET-002399,ORD-003590,SKU-01118,2024-07-22 09:11:18,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002400,ORD-004001,SKU-02569,2023-02-08 03:36:31,NOT_AS_DESCRIBED,194.62,USED
RET-002401,ORD-000162,SKU-02661,2025-08-12 04:54:05,SIZE_ISSUE,194.62,NEW
RET-002402,ORD-002467,SKU-02724,2025-07-30 06:56:53,DAMAGED,194.62,DAMAGED
RET-002403,ORD-001894,SKU-01899,2024-06-02 17:37:33,DAMAGED,194.62,DAMAGED
RET-002404,ORD-000703,SKU-02663,2023-08-23 00:43:08,NO_LONGER_NEEDED,194.62,USED
RET-002405,ORD-002668,SKU-01938,2025-11-04 07:58:57,SIZE_ISSUE,194.62,USED
RET-002406,ORD-001368,SKU-02016,2024-04-05 01:22:46,SIZE_ISSUE,194.62,NEW
RET-002407,ORD-000746,SKU-01294,2025-10-02 02:38:02,SIZE_ISSUE,194.62,NEW
RET-002408,ORD-000070,SKU-00489,2025-05-10 02:41:43,SIZE_ISSUE,194.62,DAMAGED
RET-002409,ORD-000123,SKU-01488,2025-07-24 16:16:27,NO_LONGER_NEEDED,194.62,DAMAGED
RET-002410,ORD-000751,SKU-00008,2024-04-21 13:28:43,NO_LONGER_NEEDED,194.62,NEW
RET-002411,ORD-001510,SKU-02091,2024-05-19 07:08:52,NOT_AS_DESCRIBED,194.62,USED
RET-002412,ORD-004845,SKU-02676,2023-10-14 02:12:06,SIZE_ISSUE,194.62,USED
RET-002413,ORD-000307,SKU-02821,2023-09-07 20:58:29,NO_LONGER_NEEDED,194.62,NEW
RET-002414,ORD-004044,SKU-01141,2024-09-13 05:30:36,NOT_AS_DESCRIBED,194.62,USED
RET-002415,ORD-004826,SKU-02999,2024-10-21 07:28:33,DAMAGED,194.62,USED
RET-002416,ORD-000637,SKU-02116,2025-01-26 16:40:54,DAMAGED,194.62,USED
RET-002417,ORD-002007,SKU-01471,2025-11-10 15:05:54,DAMAGED,194.62,DAMAGED
RET-002418,ORD-004652,SKU-01448,2024-09-18 10:07:36,NOT_AS_DESCRIBED,194.62,NEW
RET-002419,ORD-002503,SKU-00608,2025-08-12 15:32:38,NOT_AS_DESCRIBED,194.62,NEW
RET-002420,ORD-003045,SKU-00707,2024-10-24 13:06:16,SIZE_ISSUE,194.62,USED
RET-002421,ORD-000291,SKU-02645,2024-09-29 08:45:46,NO_LONGER_NEEDED,194.62,NEW
RET-002422,ORD-000267,SKU-00868,2023-01-31 00:19:39,DAMAGED,194.62,NEW
RET-002423,ORD-003970,SKU-01775,2025-08-13 06:02:37,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-002424,ORD-003197,SKU-00496,2024-06-01 10:34:23,DAMAGED,194.62,NEW
