sku_id,forecast_date,predicted_demand,lower_bound,upper_bound
SKU-01771,2025-09-16,635,536,687
SKU-00604,2023-08-10,829,799,919
SKU-01946,2023-12-22,475,439,527
SKU-00659,2023-08-17,198,139,237
SKU-01198,2025-11-29,928,913,1009
SKU-00967,2023-12-28,241,167,318
SKU-00360,2025-02-10,771,673,823
SKU-01424,2025-03-18,903,889,938
SKU-00985,2023-03-09,370,351,434
SKU-02056,2023-03-28,161,78,174
SKU-00343,2024-10-17,585,559,618
SKU-02597,2025-11-21,35,20,60
SKU-01401,2024-04-17,412,334,466
SKU-00201,2024-01-27,234,136,296
SKU-02618,2023-03-06,579,520,648
SKU-01196,2023-03-12,802,708,847
SKU-01438,2025-02-25,283,269,319
SKU-01501,2025-01-05,21,0,43
SKU-01137,2023-10-10,252,219,267
SKU-02278,2025-10-31,57,15,88
SKU-01072,2025-04-14,372,363,378
SKU-01116,2023-10-14,50,48,93
SKU-02002,2024-11-15,793,778,839
SKU-01553,2023-08-23,645,566,725
SKU-00805,2025-01-03,535,469,539
SKU-01361,2025-10-10,579,543,641
SKU-00181,2025-11-11,301,225,312
SKU-02347,2025-10-06,207,152,296
SKU-01522,2023-03-25,966,894,1037
SKU-00760,2023-09-10,390,345,398
SKU-01892,2025-08-17,36,7,131
SKU-01430,2024-02-09,508,477,551
SKU-01438,2023-12-28,323,255,344
SKU-00435,2025-06-10,635,617,680
SKU-00157,2025-03-12,406,349,413
SKU-00801,2023-01-23,159,96,214
SKU-02127,2025-08-21,565,491,592
SKU-02167,2023-06-04,694,676,766
SKU-00246,2025-08-06,596,595,642
SKU-01004,2023-11-02,906,841,940
SKU-01072,2025-09-20,847,842,867
SKU-01871,2025-06-27,39,0,71
SKU-01038,2024-04-10,916,856,985
SKU-01561,2024-04-19,758,678,805
SKU-01476,2023-07-08,196,183,269
SKU-02558,2023-05-26,814,720,867
SKU-01012,2025-08-18,970,907,1047
SKU-02767,2023-03-04,378,366,379
SKU-00347,2024-04-06,382,375,414
SKU-01875,2023-08-02,373,285,388
SKU-00598,2024-05-21,983,934,1032
SKU-02112,2024-09-11,34,25,53
SKU-00602,2023-02-04,942,879,1008
SKU-02183,2023-07-21,303,224,347
SKU-02183,2024-04-27,793,699,827
SKU-01907,2023-06-20,796,759,892
SKU-01358,2025-02-16,442,404,470
SKU-02519,2023-08-11,526,456,570
SKU-01482,2025-02-10,966,936,980
SKU-02238,2023-04-09,848,800,850
SKU-02401,2024-04-30,868,839,960
SKU-01489,2024-06-27,135,65,203
SKU-02777,2024-09-23,40,13,137
SKU-01116,2025-10-19,384,378,417
SKU-00264,2024-03-29,415,326,498
SKU-00683,2025-05-30,514,423,584
SKU-00973,2023-07-29,672,660,675
SKU-02207,2025-07-21,335,265,409
SKU-02519,2024-01-18,539,515,636
SKU-01201,2025-04-30,700,636,718
SKU-00986,2023-03-19,440,345,460
SKU-01670,2025-11-07,234,233,248
SKU-02202,2024-07-26,825,737,841
SKU-00624,2023-11-01,23,0,76
SKU-01782,2024-04-06,378,313,414
SKU-00054,2024-02-04,99,72,152
SKU-01222,2023-10-30,353,345,374
SKU-02163,2024-06-19,483,444,490
SKU-00985,2023-09-11,841,813,851
SKU-02674,2025-01-29,305,208,377
SKU-01619,2023-06-09,409,350,478
SKU-00683,2023-08-02,176,150,184
SKU-01184,2023-03-14,972,907,1050
SKU-02032,2025-09-22,711,675,789
SKU-00158,2023-07-09,735,639,736
SKU-01825,2023-08-30,255,220,286
SKU-00683,2024-07-26,779,764,829
SKU-02161,2025-04-09,937,882,973
SKU-01629,2025-03-16,384,289,389
SKU-01725,2023-06-25,938,888,1026
SKU-01745,2023-12-31,46,0,57
SKU-00093,2025-04-08,188,184,241
SKU-01278,2023-12-10,666,568,711
SKU-00264,2023-03-21,337,298,369
SKU-02917,2025-02-05,969,937,986
SKU-01164,2025-03-25,831,771,868
SKU-00760,2024-07-28,720,717,778
SKU-01908,2023-08-02,211,148,217
SKU-01365,2025-08-19,433,342,515
SKU-00724,2025-09-25,177,150,264
SKU-00760,2023-02-19,75,49,168
SKU-02023,2024-07-14,976,956,990
SKU-01884,2024-10-20,468,434,553
SKU-00505,2024-07-05,681,642,681
SKU-00478,2024-05-19,682,604,727
SKU-02879,2025-11-04,116,107,147
SKU-00793,2023-03-30,220,201,268
SKU-02551,2024-03-12,108,33,201
SKU-00694,2023-03-11,688,602,782
SKU-02063,2024-08-12,847,768,856
SKU-02849,2024-05-30,386,372,402
SKU-01230,2024-07-02,446,390,465
SKU-02335,2023-05-30,267,229,317
SKU-02019,2025-03-06,520,425,541
SKU-02328,2023-03-24,688,591,707
SKU-01977,2023-11-09,377,279,441
SKU-02110,2023-12-25,628,557,631
SKU-02042,2024-09-10,436,365,528
SKU-01222,2023-12-28,45,0,98
SKU-01178,2023-06-28,574,514,665
SKU-01674,2024-01-07,779,741,843
SKU-02965,2023-06-12,483,449,533
SKU-00301,2024-09-22,447,378,457
SKU-00550,2024-06-06,853,827,879
SKU-01605,2023-04-20,935,916,960
SKU-02302,2025-08-28,104,21,185
SKU-02504,2024-04-02,534,518,550
SKU-02923,2025-06-29,336,329,377
SKU-02931,2023-11-20,911,908,958
SKU-00368,2024-01-14,850,807,882
SKU-01306,2024-11-08,845,839,905
SKU-01438,2024-05-06,737,699,765
SKU-02278,2025-06-28,219,219,281
SKU-02623,2025-10-25,152,90,188
SKU-02124,2023-10-19,744,724,799
SKU-00900,2023-03-24,169,120,184
SKU-00955,2023-11-22,115,61,170
SKU-00194,2024-09-12,324,290,365
SKU-01448,2023-04-25,830,814,853
SKU-00205,2025-05-19,385,324,453
SKU-02322,2024-07-24,373,363,403
SKU-00130,2024-04-23,307,210,405
SKU-01004,2025-06-09,665,566,675
SKU-01699,2024-12-26,477,477,478
SKU-02310,2025-03-29,543,489,627
SKU-02619,2024-10-25,431,345,501
SKU-02797,2024-03-31,902,856,979
SKU-00654,2025-11-19,367,294,447
SKU-00136,2024-06-17,481,466,578
SKU-01450,2024-07-11,380,315,414
SKU-02281,2023-03-26,147,76,208
SKU-02505,2024-07-29,642,609,695
SKU-02509,2024-09-01,870,839,938
SKU-02718,2025-02-04,458,359,508
SKU-00340,2025-05-10,248,205,327
SKU-02748,2024-01-26,836,768,916
SKU-00828,2024-02-03,596,582,604
SKU-02664,2025-06-01,977,968,990
SKU-01629,2023-06-22,643,602,737
SKU-02683,2024-01-11,138,127,193
SKU-00182,2024-09-09,20,0,53
SKU-00944,2023-08-11,170,133,253
SKU-02053,2024-06-16,521,467,521
SKU-02234,2025-01-03,874,779,911
SKU-00399,2024-11-22,82,63,98
SKU-02961,2023-12-29,294,286,309
SKU-01549,2023-11-24,664,606,761
SKU-00505,2025-02-01,112,105,159
SKU-01927,2024-05-03,604,592,653
SKU-01736,2023-09-17,63,54,133
SKU-01803,2023-06-27,134,80,174
SKU-02350,2025-02-23,381,323,424
SKU-01268,2023-11-09,161,132,251
SKU-00533,2023-07-09,311,252,325
SKU-00697,2025-07-31,579,553,639
SKU-00238,2023-08-10,948,943,997
SKU-02911,2024-11-09,489,408,574
SKU-00095,2023-10-12,147,57,198
SKU-01189,2025-02-25,887,820,980
SKU-01479,2023-07-10,116,77,167
SKU-02032,2025-02-17,506,460,541
SKU-01137,2024-01-06,986,938,1018
SKU-00134,2024-01-15,890,864,934
SKU-01153,2025-11-09,398,299,470
SKU-01273,2024-05-15,219,152,220
SKU-00692,2024-10-08,557,480,557
SKU-00234,2024-11-10,114,93,183
SKU-00564,2024-04-19,343,247,428
SKU-01190,2023-05-02,164,89,210
SKU-01734,2024-11-13,816,808,879
SKU-00005,2023-01-11,895,802,912
SKU-02881,2023-09-15,649,631,746
SKU-02009,2025-07-30,296,212,349
SKU-02624,2023-01-14,132,130,166
SKU-01203,2023-05-27,693,625,751
SKU-01602,2024-11-11,177,123,212
SKU-00448,2024-05-03,681,671,706
SKU-00875,2023-11-17,265,183,309
SKU-00105,2023-01-24,627,625,695
SKU-01022,2025-05-08,385,372,414
SKU-01972,2023-11-18,436,378,512
SKU-01302,2025-07-09,849,752,881
SKU-00513,2024-07-08,190,177,212
SKU-01470,2023-04-29,337,244,357
SKU-02641,2023-11-01,405,359,486
SKU-00766,2025-08-30,382,309,444
SKU-02482,2023-04-07,795,743,864
SKU-00440,2024-07-14,434,429,501
SKU-01084,2023-07-26,942,861,977
SKU-00196,2024-11-18,643,642,679
SKU-01238,2023-02-06,750,721,750
SKU-02825,2025-03-22,595,542,620
SKU-01170,2023-02-21,101,34,142
SKU-00885,2023-02-25,346,279,385
SKU-01848,2024-11-26,123,119,175
SKU-01966,2025-09-26,896,881,973
SKU-01059,2023-03-24,844,805,905
SKU-02344,2023-06-11,949,938,1033
SKU-00309,2024-11-02,534,474,577
SKU-01768,2023-10-25,931,928,1003
SKU-02458,2024-02-19,930,854,965
SKU-01159,2024-11-24,240,198,243
SKU-01982,2023-08-10,70,0,90
SKU-00993,2025-10-25,438,410,454
SKU-01053,2025-06-22,223,131,238
SKU-02270,2023-04-03,295,258,335
SKU-02389,2024-07-30,688,616,742
SKU-00868,2023-11-19,250,174,341
SKU-00069,2023-05-20,188,124,244
SKU-02854,2024-07-03,991,986,1056
SKU-02189,2024-05-26,115,105,152
SKU-02169,2023-06-27,73,68,128
SKU-00175,2025-03-18,786,781,867
SKU-02502,2023-08-31,813,811,849
SKU-01151,2023-09-20,323,240,372
SKU-01057,2024-05-22,828,745,882
SKU-00025,2023-09-15,325,280,415
SKU-02179,2025-06-26,440,382,440
SKU-02814,2024-10-16,269,256,333
SKU-00878,2024-04-19,871,808,935
SKU-01040,2023-10-19,989,987,1032
SKU-02945,2024-06-14,798,755,809
SKU-00297,2024-01-24,364,319,439
SKU-00131,2023-08-08,307,306,359
SKU-01101,2025-01-18,782,711,842
SKU-02492,2023-10-26,316,244,328
SKU-00597,2024-05-08,273,260,314
SKU-02466,2024-06-08,533,491,578
SKU-01760,2024-09-07,884,785,964
SKU-00720,2024-12-20,323,320,364
SKU-02731,2024-09-27,788,768,803
SKU-01768,2024-06-25,632,613,675
SKU-02264,2025-02-01,984,923,1053
SKU-02559,2023-12-16,10,0,25
SKU-00461,2023-06-10,616,593,697
SKU-02609,2025-06-14,184,158,205
SKU-02889,2023-08-16,767,675,854
SKU-00300,2024-08-13,508,498,592
SKU-00329,2023-08-24,781,735,815
SKU-02328,2023-02-09,523,522,595
SKU-02785,2024-09-11,82,78,130
SKU-00304,2024-11-25,907,866,977
SKU-02210,2025-10-25,263,236,338
SKU-01318,2023-09-15,641,595,704
SKU-01620,2024-06-13,864,839,894
SKU-02041,2023-06-09,383,296,383
SKU-01911,2024-12-31,283,268,307
SKU-01326,2023-09-14,714,685,733
SKU-02780,2024-09-27,89,60,185
SKU-00340,2024-02-22,351,316,435
SKU-02886,2023-05-09,510,462,597
SKU-01249,2025-04-07,815,795,887
SKU-02709,2025-04-18,149,55,156
SKU-00121,2024-05-13,908,810,971
SKU-01616,2025-11-18,740,641,837
SKU-00560,2024-09-01,195,175,210
SKU-00907,2023-10-18,132,92,186
SKU-00767,2024-05-07,263,212,288
SKU-01479,2025-11-08,551,495,615
SKU-02919,2025-09-15,26,0,110
SKU-02938,2024-12-20,232,164,308
SKU-01757,2024-11-16,972,971,999
SKU-01866,2023-06-10,339,298,437
SKU-02533,2023-07-27,183,162,228
SKU-02304,2024-05-06,597,543,650
SKU-02457,2023-03-26,467,376,520
SKU-01554,2024-06-23,252,189,323
SKU-00429,2025-07-01,238,212,322
SKU-02179,2024-05-17,607,513,655
SKU-01106,2025-11-24,914,844,1006
SKU-02634,2023-03-06,499,481,581
SKU-00352,2025-08-02,511,474,588
SKU-02537,2024-08-10,987,948,1059
SKU-01534,2024-11-15,295,231,340
SKU-00679,2025-01-02,163,157,253
SKU-01445,2023-05-03,63,43,63
SKU-02135,2025-10-19,925,897,968
SKU-02099,2025-11-15,740,703,743
SKU-00293,2025-10-15,348,336,378
SKU-02935,2023-10-26,101,91,115
SKU-02866,2024-01-22,888,848,888
SKU-00465,2023-11-23,131,78,202
SKU-02997,2024-06-15,377,340,382
SKU-00518,2024-05-19,539,500,565
SKU-01935,2023-10-29,767,733,792
SKU-02903,2024-06-29,140,90,205
SKU-00518,2024-03-26,787,700,799
SKU-01469,2023-11-13,933,878,1026
SKU-01865,2023-06-25,663,626,733
SKU-01739,2025-01-08,161,128,194
SKU-01809,2025-11-17,138,100,170
SKU-02255,2023-07-03,706,678,796
SKU-01289,2025-06-08,870,847,956
SKU-02467,2024-05-04,565,467,604
SKU-02429,2023-12-10,40,0,119
SKU-01914,2024-02-23,833,811,875
SKU-01765,2025-01-17,826,783,912
SKU-00744,2023-10-06,713,712,801
SKU-02997,2024-03-29,220,172,226
SKU-02088,2024-10-22,621,552,659
SKU-02532,2025-11-26,835,778,900
SKU-01122,2023-11-22,953,870,1041
SKU-01173,2023-04-21,459,363,494
SKU-00495,2025-05-15,461,428,524
SKU-00685,2024-03-16,524,426,601
SKU-00987,2023-05-18,920,849,1001
SKU-01347,2025-03-30,734,716,737
SKU-02363,2023-01-03,284,218,361
SKU-00194,2024-05-29,709,617,803
SKU-02569,2024-04-06,747,705,768
SKU-01589,2025-03-24,812,770,882
SKU-01825,2025-01-27,710,659,795
SKU-02757,2023-06-11,960,959,963
SKU-02203,2023-11-27,310,223,373
SKU-02586,2023-11-20,315,233,336
SKU-01959,2024-05-18,208,192,269
SKU-01402,2023-01-28,733,643,831
SKU-01743,2024-12-31,317,238,397
SKU-01005,2024-07-25,733,716,772
SKU-02053,2024-12-02,144,92,163
SKU-02989,2023-10-19,95,13,103
SKU-02084,2025-11-12,257,217,321
SKU-00567,2023-04-23,189,92,211
SKU-00928,2023-11-16,492,440,526
SKU-02424,2023-03-01,302,260,393
SKU-02813,2023-03-13,22,0,80
SKU-00720,2024-07-02,37,7,50
SKU-00417,2023-06-22,191,172,234
SKU-01070,2023-01-20,854,803,875
SKU-01715,2023-10-31,521,480,548
SKU-01145,2025-07-20,667,597,725
SKU-01582,2025-02-05,386,310,432
SKU-02278,2023-12-28,605,555,672
SKU-02883,2024-02-08,419,382,517
SKU-01115,2023-01-11,461,391,530
SKU-02764,2025-08-03,457,383,473
SKU-02658,2023-01-04,548,505,645
SKU-00687,2023-09-13,618,569,713
SKU-02353,2024-04-18,371,281,401
SKU-01948,2024-05-24,336,260,349
SKU-01629,2025-08-03,849,842,925
SKU-00101,2024-01-18,342,289,390
SKU-00196,2025-01-09,116,77,182
SKU-01672,2024-02-27,322,276,342
SKU-01328,2025-08-23,295,292,307
SKU-00160,2023-04-05,237,158,311
SKU-01448,2023-12-13,41,0,139
SKU-01887,2025-09-16,573,550,622
SKU-02631,2025-01-10,236,179,303
SKU-02172,2023-03-26,429,360,440
SKU-02625,2024-12-11,761,690,808
SKU-00635,2025-03-03,718,668,781
SKU-02551,2024-06-19,453,373,467
SKU-00385,2023-09-23,179,151,194
SKU-00947,2023-08-18,59,0,130
SKU-00458,2023-06-23,576,507,625
SKU-02388,2023-03-20,759,667,799
SKU-00919,2023-10-03,945,909,948
SKU-00184,2023-12-12,463,449,482
SKU-00022,2024-02-01,626,624,633
SKU-02399,2023-09-17,23,0,111
SKU-00343,2025-05-09,739,665,806
SKU-00925,2024-07-13,465,405,511
SKU-00727,2024-07-26,883,847,915
SKU-02447,2023-06-06,195,136,284
SKU-02818,2025-07-21,708,653,712
SKU-01943,2023-02-05,242,229,333
SKU-00511,2024-07-15,621,602,688
SKU-02048,2023-12-02,484,435,580
SKU-00910,2025-11-01,261,245,301
SKU-01601,2023-01-17,562,560,622
SKU-00855,2025-03-10,1,0,24
SKU-00386,2024-09-04,968,914,1064
SKU-01739,2025-05-20,699,665,725
SKU-01350,2024-08-13,279,250,307
SKU-01239,2024-09-01,799,760,865
SKU-00089,2023-04-04,309,298,402
SKU-02528,2024-04-28,724,691,760
SKU-02124,2025-10-06,571,565,645
SKU-01898,2024-11-12,938,890,1029
SKU-00733,2024-09-23,131,39,183
SKU-01017,2025-05-01,479,437,480
SKU-00400,2025-06-16,693,606,779
SKU-02282,2024-01-02,237,207,273
SKU-00747,2024-09-13,975,925,1047
SKU-00954,2024-10-27,352,287,446
SKU-01447,2023-08-17,38,28,113
SKU-01987,2025-06-24,1,0,72
SKU-02921,2024-11-23,76,69,151
SKU-00351,2024-02-12,891,884,955
SKU-01383,2025-03-28,496,492,543
SKU-00420,2025-03-31,577,532,625
SKU-00045,2023-07-19,778,732,824
SKU-01748,2023-07-02,18,10,92
SKU-02509,2024-11-05,61,0,64
SKU-01800,2025-07-28,338,277,415
SKU-01223,2024-04-21,969,880,1063
SKU-00735,2024-08-26,967,929,969
SKU-00863,2023-01-09,944,903,979
SKU-01051,2025-10-27,697,613,702
SKU-02366,2025-04-28,697,678,730
SKU-02500,2025-05-12,356,295,407
SKU-02222,2023-03-06,140,105,223
SKU-02345,2025-08-05,571,502,601
SKU-00677,2025-09-10,548,533,581
SKU-00950,2025-05-18,374,340,460
SKU-01291,2023-03-24,630,597,671
SKU-00519,2024-01-30,631,586,678
SKU-01730,2024-11-07,993,929,1048
SKU-01647,2023-11-11,161,137,178
SKU-01783,2025-01-14,625,623,638
SKU-01783,2025-06-13,232,230,316
SKU-00639,2025-08-29,137,86,229
SKU-01422,2025-06-12,680,612,748
SKU-01579,2025-07-14,247,163,304
SKU-00114,2025-10-21,205,201,286
SKU-01409,2024-04-30,448,431,517
SKU-00934,2023-12-25,14,0,98
SKU-01540,2025-09-05,0,0,55
SKU-02036,2025-06-06,572,553,624
SKU-02809,2023-12-21,938,859,1006
SKU-02125,2025-11-07,871,776,943
SKU-01705,2023-11-16,321,309,380
SKU-02386,2025-07-02,246,173,277
SKU-01988,2025-09-05,352,286,398
SKU-00933,2024-03-04,69,0,157
SKU-01542,2024-11-04,861,832,882
SKU-00486,2024-07-31,793,694,796
SKU-01041,2025-02-20,596,498,620
SKU-01287,2024-06-29,631,563,691
SKU-02304,2023-02-27,125,106,136
SKU-01869,2024-03-14,215,203,245
SKU-01391,2023-07-14,905,883,905
SKU-00278,2023-01-19,66,16,151
SKU-02182,2025-10-08,786,744,885
SKU-02590,2024-03-05,153,143,249
SKU-01243,2023-03-06,233,144,319
SKU-00958,2024-10-04,375,304,472
SKU-01813,2025-11-03,426,396,509
SKU-02880,2023-12-13,414,319,474
SKU-01174,2024-08-24,967,892,1062
SKU-02418,2024-11-05,917,844,922
SKU-00306,2023-03-07,960,940,981
SKU-02709,2025-01-27,808,775,819
SKU-02467,2023-07-10,119,39,141
SKU-00366,2025-09-07,326,234,360
SKU-01470,2023-08-31,896,895,909
SKU-02829,2025-11-08,192,174,267
SKU-02718,2024-11-10,459,434,488
SKU-01933,2025-11-09,56,0,77
SKU-02881,2025-05-04,475,381,490
SKU-02364,2025-11-17,160,107,245
SKU-00247,2025-11-19,427,396,519
SKU-01005,2023-06-26,47,0,117
SKU-02797,2023-12-01,128,112,142
SKU-02636,2025-02-14,93,0,94
SKU-02548,2025-10-09,869,863,890
SKU-00367,2023-02-08,16,0,78
SKU-01499,2023-12-19,82,66,96
SKU-02131,2024-10-24,428,340,446
SKU-02063,2023-03-11,330,310,420
SKU-00671,2024-07-24,556,554,642
SKU-02620,2024-01-31,765,705,858
SKU-01902,2024-03-06,609,559,697
SKU-00342,2024-10-05,863,803,883
SKU-00259,2023-11-22,438,437,464
SKU-01166,2024-05-28,990,955,1008
SKU-00889,2024-08-25,179,112,204
SKU-00348,2024-10-09,206,199,254
SKU-01447,2023-12-22,380,304,437
SKU-00417,2024-01-16,900,811,996
SKU-00885,2025-11-04,538,525,637
SKU-00485,2025-04-29,614,564,680
SKU-00048,2024-06-06,682,642,706
SKU-00412,2024-09-25,849,843,925
SKU-01152,2023-03-29,227,149,304
SKU-00164,2024-10-02,619,580,692
SKU-01364,2025-09-24,680,676,767
SKU-01856,2024-07-19,322,231,421
SKU-02996,2023-10-19,725,648,746
SKU-01107,2024-09-23,147,135,244
SKU-01802,2025-06-06,826,766,839
SKU-01588,2023-09-17,217,158,225
SKU-00513,2023-10-26,570,547,645
SKU-02438,2023-06-10,407,318,428
SKU-00570,2025-06-08,409,341,505
SKU-01242,2023-04-13,77,28,158
SKU-02975,2023-12-30,625,599,719
SKU-00017,2023-05-16,260,189,335
SKU-02318,2023-02-03,668,582,765
SKU-01365,2025-11-11,153,129,167
SKU-02631,2025-04-24,559,486,598
SKU-01335,2023-02-14,287,274,351
SKU-00282,2023-08-25,747,682,799
SKU-02522,2023-03-10,828,794,858
SKU-00448,2024-08-05,35,0,44
SKU-00159,2025-03-26,238,165,271
SKU-00893,2023-06-29,760,730,796
SKU-02037,2025-11-14,598,547,610
SKU-00542,2025-10-03,357,315,394
SKU-00078,2025-09-06,295,275,339
SKU-00895,2024-03-14,402,376,411
SKU-00652,2024-07-12,386,341,407
SKU-00947,2024-10-18,110,81,170
SKU-00147,2024-04-05,444,399,481
SKU-02091,2024-06-24,271,229,328
SKU-02486,2024-08-19,114,54,139
SKU-02859,2023-05-14,187,186,261
SKU-02389,2024-08-02,394,382,442
SKU-00566,2024-08-19,32,0,128
SKU-00920,2025-01-26,873,841,946
SKU-01635,2023-02-26,839,805,933
SKU-02081,2024-11-22,903,899,987
SKU-00316,2025-11-23,966,910,1063
SKU-01647,2024-04-08,911,817,999
SKU-00893,2025-10-07,114,67,175
SKU-02429,2024-07-09,444,408,452
SKU-02997,2025-11-26,537,452,596
SKU-02248,2023-01-07,502,416,583
SKU-01730,2024-11-27,527,487,556
SKU-02587,2025-03-11,621,590,641
SKU-00618,2024-10-04,667,598,716
SKU-01085,2023-07-29,694,603,722
SKU-02315,2023-08-20,25,10,64
SKU-00817,2025-05-14,102,99,118
SKU-00748,2024-12-23,515,471,582
SKU-00869,2023-01-10,148,140,244
SKU-02892,2023-05-18,988,896,1051
SKU-02371,2023-06-13,116,18,138
SKU-00164,2024-06-03,883,833,889
SKU-00343,2024-06-28,479,453,512
SKU-02355,2024-05-11,816,773,839
SKU-02099,2025-10-18,113,104,119
SKU-02714,2023-09-13,729,666,736
SKU-02654,2024-12-04,81,37,83
SKU-02664,2023-02-03,45,28,135
SKU-02052,2025-07-12,116,42,119
SKU-01937,2024-01-05,770,701,832
SKU-00327,2024-11-15,49,0,114
SKU-00669,2025-01-08,698,606,766
SKU-01300,2025-04-29,164,147,173
SKU-01639,2025-10-21,193,119,255
SKU-02784,2025-10-13,349,284,385
SKU-01067,2025-08-12,601,551,673
SKU-00228,2025-09-02,482,384,553
SKU-02078,2025-06-14,760,679,762
SKU-02440,2023-08-22,902,856,930
SKU-02959,2024-09-06,555,541,633
SKU-00250,2023-10-13,406,405,467
SKU-02080,2025-11-30,659,652,691
SKU-00032,2023-10-22,153,139,212
SKU-00768,2023-11-14,829,736,870
SKU-00386,2024-07-18,505,432,584
SKU-01152,2025-09-21,181,162,242
SKU-02684,2024-04-23,176,86,250
SKU-02234,2025-08-01,378,373,383
SKU-02719,2025-02-10,480,434,528
SKU-00570,2023-03-18,514,494,585
SKU-01890,2024-10-09,724,721,766
SKU-01911,2023-02-06,381,307,389
SKU-02431,2023-02-13,5,0,55
SKU-01947,2023-09-16,606,602,619
SKU-01488,2023-03-16,391,305,414
SKU-02048,2024-02-23,224,128,295
SKU-00947,2024-05-15,960,884,992
SKU-02312,2023-09-12,125,120,153
SKU-01546,2024-09-05,425,420,426
SKU-00787,2024-12-04,275,211,356
SKU-02949,2025-02-18,210,179,296
SKU-02036,2023-05-19,704,645,798
SKU-02453,2025-03-28,863,830,948
SKU-02873,2023-10-22,865,766,916
SKU-00301,2024-03-03,310,212,354
SKU-01417,2023-11-18,880,793,963
SKU-02498,2024-09-03,275,239,312
SKU-01413,2025-07-14,702,675,746
SKU-02864,2025-07-04,311,242,326
SKU-02570,2025-01-14,562,470,648
SKU-02342,2025-05-17,762,752,808
SKU-01139,2023-04-04,370,312,394
SKU-02993,2023-07-08,613,553,669
SKU-02637,2023-02-24,359,286,377
SKU-02754,2025-05-14,603,513,685
SKU-00583,2023-12-30,944,863,981
SKU-00883,2024-02-08,647,590,746
SKU-02969,2024-02-03,161,158,226
SKU-01717,2024-12-26,873,868,879
SKU-00367,2023-09-23,658,627,677
SKU-02495,2024-10-31,264,205,267
SKU-00678,2025-01-11,972,934,1061
SKU-01481,2024-09-30,65,0,139
SKU-02007,2024-05-06,767,727,847
SKU-01535,2024-01-18,545,490,559
SKU-00056,2024-11-03,768,682,843
SKU-02632,2025-07-02,94,67,157
SKU-00405,2025-08-06,65,11,121
SKU-01183,2024-06-15,277,245,326
SKU-02763,2024-04-01,199,175,215
SKU-00156,2024-12-11,228,206,243
SKU-02752,2025-01-16,227,203,306
SKU-00616,2025-10-22,490,403,588
SKU-00430,2025-07-06,499,477,501
SKU-01485,2025-06-26,686,653,730
SKU-00125,2024-03-21,258,231,301
SKU-00419,2025-06-22,34,0,95
SKU-01605,2023-02-19,458,416,549
SKU-01984,2024-10-24,931,915,939
SKU-01381,2023-04-21,244,214,303
SKU-01842,2024-09-05,151,135,225
SKU-01821,2025-09-24,777,760,867
SKU-01084,2024-05-24,838,745,911
SKU-01799,2023-11-06,148,97,223
SKU-00105,2024-02-25,569,497,625
SKU-00456,2024-10-26,812,726,910
SKU-02421,2023-07-31,195,132,293
SKU-02120,2025-09-14,726,671,820
SKU-00396,2024-03-29,463,416,523
SKU-02328,2025-06-13,138,93,201
SKU-00871,2025-01-25,401,363,417
SKU-00527,2023-05-10,502,415,559
SKU-01597,2023-02-18,911,812,957
SKU-01558,2024-08-11,206,193,257
SKU-01082,2025-05-09,695,662,712
SKU-01997,2025-03-12,64,53,100
SKU-00783,2024-08-20,831,823,900
SKU-02628,2024-06-18,781,778,797
SKU-02144,2025-08-17,435,428,437
SKU-00261,2024-12-17,727,727,759
SKU-00858,2025-05-24,38,0,121
SKU-01915,2024-03-31,92,83,171
SKU-01602,2023-09-07,397,380,496
SKU-02836,2023-09-27,771,703,777
SKU-01464,2025-02-03,519,464,520
SKU-01064,2023-02-01,186,101,219
SKU-02965,2025-10-03,77,47,80
SKU-02379,2023-06-06,114,93,162
SKU-00499,2024-06-21,850,815,866
SKU-00088,2025-01-18,336,289,406
SKU-01135,2024-08-15,352,279,363
SKU-02196,2024-10-27,928,862,1003
SKU-01858,2025-11-25,734,656,807
SKU-02120,2024-06-16,475,382,518
SKU-00938,2024-09-17,815,738,903
SKU-00531,2024-09-28,665,604,713
SKU-02495,2023-05-30,47,0,115
SKU-00694,2023-02-02,244,177,260
SKU-00916,2025-10-23,686,677,723
SKU-00998,2025-06-16,953,949,1008
SKU-01981,2023-12-23,387,331,447
SKU-02740,2023-09-07,300,272,374
SKU-01832,2024-06-12,235,166,320
SKU-00034,2025-11-21,860,814,943
SKU-00683,2023-11-20,469,392,500
SKU-01233,2024-06-26,146,130,201
SKU-01270,2024-03-04,659,599,745
SKU-00297,2025-02-13,735,641,757
SKU-02542,2024-01-07,949,853,1014
SKU-01125,2023-01-06,189,157,255
SKU-02064,2024-04-02,818,738,914
SKU-01778,2025-04-23,649,594,653
SKU-00013,2023-03-23,874,827,896
SKU-02247,2023-11-26,669,576,719
SKU-00381,2023-07-04,677,642,701
SKU-00459,2024-09-10,289,279,312
SKU-01026,2025-10-25,329,271,358
SKU-01189,2024-11-11,751,747,801
SKU-02271,2024-01-14,666,665,695
SKU-02044,2025-03-30,531,453,602
SKU-02288,2024-05-07,783,707,828
SKU-02378,2025-01-19,158,125,257
SKU-00124,2023-06-12,186,144,242
SKU-02912,2023-05-10,165,99,193
SKU-00758,2023-02-10,563,528,647
SKU-02320,2024-02-23,449,412,528
SKU-02921,2024-04-22,836,741,897
SKU-00163,2023-12-07,544,533,630
