sku_id,sku_name,category,subcategory,unit_of_measure,standard_cost,list_price,active_flag
SKU-02417,Product 2417,Electronics,Standard,PACK,120.23,381.32,True
SKU-02418,Product 2418,Electronics,Standard,EA,10.39,147.56,True
SKU-02419,Product 2419,Electronics,Premium,EA,140.75,13.13,True
SKU-02420,Product 2420,Home,Standard,BOX,108.08,364.7,True
SKU-02421,Product 2421,Electronics,Premium,BOX,142.7,250.69,True
SKU-02422,Product 2422,Home,Premium,PACK,38.46,481.12,False
SKU-02423,Product 2423,Home,Premium,BOX,121.55,15.94,True
SKU-02424,Product 2424,Apparel,Standard,EA,108.3,263.34,True
SKU-02425,Product 2425,Apparel,Standard,BOX,120.9,395.47,True
SKU-02426,Product 2426,Apparel,Standard,BOX,145.82,395.94,True
SKU-02427,Product 2427,Tools,Standard,EA,109.3,337.67,True
SKU-02428,Product 2428,Home,Premium,BOX,65.04,200.21,True
SKU-02429,Product 2429,Electronics,Budget,EA,62.49,38.29,True
SKU-02430,Product 2430,Apparel,Budget,BOX,139.32,154.37,False
SKU-02431,Product 2431,Tools,Premium,BOX,133.11,327.32,True
SKU-02432,Product 2432,Home,Premium,PACK,84.98,386.67,False
SKU-02433,Product 2433,Tools,Budget,BOX,71.35,409.6,True
SKU-02434,Product 2434,Electronics,Budget,PACK,124.41,388.17,True
SKU-02435,Product 2435,Apparel,Budget,BOX,63.12,165.28,True
SKU-02436,Product 2436,Home,Budget,PACK,192.69,348.57,True
SKU-02437,Product 2437,Tools,Budget,BOX,119.7,484.69,True
SKU-02438,Product 2438,Apparel,Standard,EA,118.8,72.57,False
SKU-02439,Product 2439,Apparel,Budget,BOX,28.13,367.02,True
SKU-02440,Product 2440,Home,Standard,EA,122.32,207.94,True
SKU-02441,Product 2441,Apparel,Standard,EA,59.69,116.37,True
SKU-02442,Product 2442,Tools,Premium,PACK,90.91,163.42,True
SKU-02443,Product 2443,Home,Premium,EA,108.1,87.4,True
SKU-02444,Product 2444,Home,Budget,EA,96.11,408.59,True
SKU-02445,Product 2445,Apparel,Premium,PACK,162.07,196.79,True
SKU-02446,Product 2446,Electronics,Budget,BOX,20.79,469.12,False
SKU-02447,Product 2447,Electronics,Premium,BOX,34.3,483.36,True
SKU-02448,Product 2448,Electronics,Premium,EA,32.24,483.04,True
SKU-02449,Product 2449,Tools,Budget,PACK,163.55,82.08,True
SKU-02450,Product 2450,Home,Premium,BOX,24.53,176.46,True
SKU-02451,Product 2451,Apparel,Budget,PACK,194.32,158.64,True
SKU-02452,Product 2452,Electronics,Premium,PACK,193.86,461.73,True
SKU-02453,Product 2453,Apparel,Budget,EA,198.37,47.81,True
SKU-02454,Product 2454,Electronics,Standard,PACK,195.96,296.36,True
SKU-02455,Product 2455,Electronics,Budget,EA,30.65,245.26,True
SKU-02456,Product 2456,Apparel,Premium,PACK,131.83,488.25,True
SKU-02457,Product 2457,Tools,Standard,EA,80.54,481.83,False
SKU-02458,Product 2458,Apparel,Standard,BOX,146.63,214.88,True
SKU-02459,Product 2459,Apparel,Budget,PACK,81.78,223.48,True
SKU-02460,Product 2460,Tools,Budget,EA,77.26,195.34,True
SKU-02461,Product 2461,Tools,Standard,BOX,180.89,395.64,False
SKU-02462,Product 2462,Apparel,Budget,EA,99.41,54.59,True
SKU-02463,Product 2463,Tools,Budget,EA,148.21,62.49,True
SKU-02464,Product 2464,Electronics,Budget,EA,130.33,353.82,True
SKU-02465,Product 2465,Tools,Premium,EA,131.88,13.26,True
SKU-02466,Product 2466,Apparel,Premium,EA,70.47,337.16,True
SKU-02467,Product 2467,Tools,Standard,PACK,51.24,68.7,True
SKU-02468,Product 2468,Home,Standard,BOX,177.2,394.16,True
SKU-02469,Product 2469,Tools,Standard,BOX,5.89,371.12,True
SKU-02470,Product 2470,Electronics,Budget,BOX,35.41,95.22,True
SKU-02471,Product 2471,Home,Budget,PACK,27.42,379.68,True
SKU-02472,Product 2472,Electronics,Budget,EA,189.93,396.16,False
SKU-02473,Product 2473,Electronics,Standard,PACK,2.0,463.15,False
SKU-02474,Product 2474,Home,Standard,EA,2.6,363.6,True
SKU-02475,Product 2475,Electronics,Premium,PACK,46.12,434.46,True
SKU-02476,Product 2476,Home,Budget,BOX,56.54,320.55,True
SKU-02477,Product 2477,Electronics,Budget,PACK,112.41,314.63,True
SKU-02478,Product 2478,Apparel,Premium,EA,192.28,339.3,False
SKU-02479,Product 2479,Electronics,Standard,BOX,93.54,206.14,False
SKU-02480,Product 2480,Home,Standard,BOX,58.47,118.14,True
SKU-02481,Product 2481,Apparel,Standard,EA,163.58,209.59,True
SKU-02482,Product 2482,Apparel,Budget,EA,77.77,298.73,True
SKU-02483,Product 2483,Tools,Premium,PACK,29.21,346.55,True
SKU-02484,Product 2484,Tools,Premium,EA,159.12,231.07,True
SKU-02485,Product 2485,Tools,Standard,EA,1.48,168.4,True
SKU-02486,Product 2486,Apparel,Budget,EA,41.82,127.21,True
SKU-02487,Product 2487,Tools,Premium,BOX,127.39,95.68,True
SKU-02488,Product 2488,Apparel,Budget,EA,21.39,240.8,True
SKU-02489,Product 2489,Tools,Standard,BOX,51.91,354.66,True
SKU-02490,Product 2490,Electronics,Standard,BOX,79.27,415.77,True
SKU-02491,Product 2491,Tools,Premium,BOX,79.89,175.93,True
SKU-02492,Product 2492,Home,Standard,EA,194.59,307.53,True
SKU-02493,Product 2493,Tools,Premium,EA,135.43,241.47,True
SKU-02494,Product 2494,Apparel,Standard,BOX,8.37,483.3,True
SKU-02495,Product 2495,Home,Premium,PACK,45.05,441.78,True
SKU-02496,Product 2496,Home,Standard,PACK,123.67,441.73,False
SKU-02497,Product 2497,Apparel,Standard,PACK,142.97,291.7,True
SKU-02498,Product 2498,Home,Budget,EA,76.74,221.23,True
SKU-02499,Product 2499,Home,Budget,BOX,171.46,327.67,True
SKU-02500,Product 2500,Home,Standard,EA,188.74,84.03,True
SKU-02501,Product 2501,Tools,Premium,BOX,123.2,442.07,True
SKU-02502,Product 2502,Home,Standard,PACK,112.92,139.26,True
SKU-02503,Product 2503,Electronics,Budget,EA,150.41,414.32,True
SKU-02504,Product 2504,Electronics,Premium,PACK,156.63,152.76,True
SKU-02505,Product 2505,Tools,Standard,BOX,43.87,263.4,True
SKU-02506,Product 2506,Tools,Standard,PACK,97.23,387.28,False
SKU-02507,Product 2507,Electronics,Budget,BOX,90.04,199.9,True
SKU-02508,Product 2508,Home,Premium,EA,188.35,182.21,True
SKU-02509,Product 2509,Electronics,Premium,EA,23.24,444.5,True
SKU-02510,Product 2510,Apparel,Premium,PACK,188.75,39.11,True
SKU-02511,Product 2511,Home,Standard,EA,114.95,421.56,True
SKU-02512,Product 2512,Electronics,Budget,BOX,58.32,464.46,True
SKU-02513,Product 2513,Electronics,Standard,BOX,174.0,283.76,True
SKU-02514,Product 2514,Home,Budget,PACK,11.03,349.51,True
SKU-02515,Product 2515,Home,Budget,BOX,64.47,431.42,True
SKU-02516,Product 2516,Home,Premium,EA,150.75,220.59,True
SKU-02517,Product 2517,Tools,Standard,PACK,165.71,440.0,True
SKU-02518,Product 2518,Apparel,Premium,PACK,34.33,189.27,True
SKU-02519,Product 2519,Tools,Budget,EA,188.41,156.7,True
SKU-02520,Product 2520,Electronics,Budget,EA,11.69,491.68,True
SKU-02521,Product 2521,Apparel,Premium,EA,87.28,20.42,False
SKU-02522,Product 2522,Tools,Premium,PACK,20.39,163.18,True
SKU-02523,Product 2523,Electronics,Budget,PACK,20.44,231.98,True
SKU-02524,Product 2524,Home,Standard,BOX,182.87,158.89,True
SKU-02525,Product 2525,Electronics,Premium,PACK,180.89,144.67,True
SKU-02526,Product 2526,Home,Standard,PACK,123.44,188.49,True
SKU-02527,Product 2527,Tools,Budget,BOX,193.29,202.04,True
SKU-02528,Product 2528,Electronics,Premium,PACK,98.72,40.44,True
SKU-02529,Product 2529,Apparel,Premium,BOX,156.79,388.74,True
SKU-02530,Product 2530,Electronics,Budget,BOX,20.36,88.28,True
SKU-02531,Product 2531,Home,Premium,BOX,79.73,25.31,False
SKU-02532,Product 2532,Tools,Premium,EA,103.5,297.24,True
SKU-02533,Product 2533,Apparel,Standard,EA,155.85,335.95,True
SKU-02534,Product 2534,Apparel,Premium,PACK,67.56,381.34,True
SKU-02535,Product 2535,Tools,Standard,BOX,196.09,48.45,True
SKU-02536,Product 2536,Tools,Premium,EA,147.23,90.0,False
SKU-02537,Product 2537,Electronics,Premium,BOX,107.06,95.25,True
SKU-02538,Product 2538,Electronics,Budget,BOX,66.82,298.85,True
SKU-02539,Product 2539,Apparel,Budget,EA,128.77,445.41,False
SKU-02540,Product 2540,Electronics,Premium,BOX,134.94,354.68,True
SKU-02541,Product 2541,Home,Standard,PACK,136.16,160.78,True
SKU-02542,Product 2542,Home,Budget,PACK,117.65,427.31,True
SKU-02543,Product 2543,Electronics,Budget,PACK,80.7,336.55,True
SKU-02544,Product 2544,Apparel,Budget,PACK,163.51,345.78,True
SKU-02545,Product 2545,Electronics,Premium,EA,52.4,478.89,True
SKU-02546,Product 2546,Tools,Standard,EA,125.45,475.43,True
SKU-02547,Product 2547,Tools,Standard,PACK,94.86,195.91,True
SKU-02548,Product 2548,Apparel,Premium,EA,178.67,319.74,True
SKU-02549,Product 2549,Apparel,Budget,PACK,118.52,105.0,True
SKU-02550,Product 2550,Tools,Standard,EA,171.28,208.9,True
SKU-02551,Product 2551,Tools,Standard,EA,190.71,140.34,True
SKU-02552,Product 2552,Home,Premium,BOX,26.28,186.85,True
SKU-02553,Product 2553,Electronics,Standard,PACK,111.48,339.33,True
SKU-02554,Product 2554,Apparel,Standard,BOX,176.91,109.07,True
SKU-02555,Product 2555,Tools,Budget,PACK,174.54,94.26,True
SKU-02556,Product 2556,Apparel,Budget,EA,39.99,192.77,True
SKU-02557,Product 2557,Tools,Budget,PACK,96.79,53.58,True
SKU-02558,Product 2558,Apparel,Standard,BOX,45.4,407.88,True
SKU-02559,Product 2559,Apparel,Budget,BOX,179.47,479.46,True
SKU-02560,Product 2560,Home,Premium,EA,1.64,401.66,True
SKU-02561,Product 2561,Home,Budget,BOX,44.46,268.05,True
SKU-02562,Product 2562,Home,Budget,EA,82.4,338.7,True
SKU-02563,Product 2563,Home,Standard,EA,45.01,403.76,True
SKU-02564,Product 2564,Home,Budget,EA,194.74,38.77,True
SKU-02565,Product 2565,Tools,Premium,EA,49.56,211.97,True
SKU-02566,Product 2566,Electronics,Budget,EA,73.1,76.17,True
SKU-02567,Product 2567,Tools,Budget,BOX,35.64,49.92,True
SKU-02568,Product 2568,Electronics,Premium,BOX,185.41,380.69,True
SKU-02569,Product 2569,Home,Premium,BOX,82.84,429.75,True
SKU-02570,Product 2570,Apparel,Budget,BOX,53.11,46.48,True
SKU-02571,Product 2571,Apparel,Standard,EA,49.98,93.51,True
SKU-02572,Product 2572,Electronics,Premium,PACK,117.54,114.31,True
SKU-02573,Product 2573,Electronics,Premium,PACK,195.55,429.19,True
SKU-02574,Product 2574,Tools,Standard,PACK,194.86,457.22,True
SKU-02575,Product 2575,Electronics,Premium,PACK,196.35,383.66,True
SKU-02576,Product 2576,Tools,Premium,BOX,77.94,399.21,True
SKU-02577,Product 2577,Home,Standard,EA,182.97,174.63,True
SKU-02578,Product 2578,Apparel,Budget,BOX,89.43,207.12,True
SKU-02579,Product 2579,Apparel,Standard,BOX,102.6,143.84,True
SKU-02580,Product 2580,Tools,Budget,BOX,104.46,479.4,False
SKU-02581,Product 2581,Electronics,Premium,EA,13.65,365.19,True
SKU-02582,Product 2582,Tools,Premium,BOX,36.24,173.97,True
SKU-02583,Product 2583,Electronics,Budget,EA,177.33,72.16,True
SKU-02584,Product 2584,Electronics,Standard,PACK,179.37,101.43,True
SKU-02585,Product 2585,Electronics,Premium,BOX,41.2,106.02,True
SKU-02586,Product 2586,Tools,Standard,EA,61.22,309.33,True
SKU-02587,Product 2587,Home,Budget,BOX,166.13,451.96,True
SKU-02588,Product 2588,Apparel,Budget,PACK,41.63,435.0,True
SKU-02589,Product 2589,Tools,Budget,EA,176.28,39.51,True
SKU-02590,Product 2590,Home,Standard,PACK,164.82,355.98,True
SKU-02591,Product 2591,Apparel,Standard,PACK,161.7,88.0,True
SKU-02592,Product 2592,Tools,Budget,EA,178.46,158.63,True
SKU-02593,Product 2593,Tools,Premium,BOX,177.5,274.18,True
SKU-02594,Product 2594,Home,Budget,EA,183.52,421.25,True
SKU-02595,Product 2595,Tools,Premium,PACK,176.03,122.19,True
SKU-02596,Product 2596,Apparel,Premium,EA,121.78,437.55,True
SKU-02597,Product 2597,Home,Premium,BOX,32.39,368.7,True
SKU-02598,Product 2598,Tools,Standard,EA,122.22,338.76,True
SKU-02599,Product 2599,Apparel,Premium,PACK,188.5,70.79,True
SKU-02600,Product 2600,Tools,Premium,BOX,193.57,239.74,True
SKU-02601,Product 2601,Home,Budget,BOX,145.96,141.19,False
SKU-02602,Product 2602,Tools,Premium,EA,139.07,296.13,True
SKU-02603,Product 2603,Apparel,Premium,EA,187.75,338.43,True
SKU-02604,Product 2604,Electronics,Budget,EA,58.96,37.36,True
SKU-02605,Product 2605,Tools,Standard,PACK,31.05,323.87,True
SKU-02606,Product 2606,Tools,Premium,BOX,58.71,251.57,True
SKU-02607,Product 2607,Apparel,Standard,BOX,189.84,420.15,True
SKU-02608,Product 2608,Apparel,Budget,BOX,43.25,397.67,True
SKU-02609,Product 2609,Home,Standard,BOX,45.72,209.42,True
SKU-02610,Product 2610,Electronics,Premium,BOX,39.4,488.22,True
SKU-02611,Product 2611,Home,Standard,PACK,97.48,295.52,True
SKU-02612,Product 2612,Apparel,Standard,BOX,159.48,482.0,True
SKU-02613,Product 2613,Apparel,Budget,EA,76.99,361.04,True
SKU-02614,Product 2614,Apparel,Budget,PACK,20.92,206.74,False
SKU-02615,Product 2615,Apparel,Budget,PACK,148.3,120.72,True
SKU-02616,Product 2616,Home,Budget,BOX,122.36,235.38,True
SKU-02617,Product 2617,Electronics,Budget,EA,96.35,468.34,True
SKU-02618,Product 2618,Apparel,Budget,EA,192.86,69.46,True
SKU-02619,Product 2619,Home,Budget,BOX,94.61,232.86,True
SKU-02620,Product 2620,Home,Budget,PACK,146.77,176.71,True
SKU-02621,Product 2621,Home,Standard,BOX,32.54,434.3,True
SKU-02622,Product 2622,Home,Budget,PACK,83.89,403.01,True
SKU-02623,Product 2623,Home,Standard,BOX,43.24,278.31,True
SKU-02624,Product 2624,Apparel,Premium,EA,70.28,210.46,True
SKU-02625,Product 2625,Apparel,Budget,BOX,96.46,343.67,True
SKU-02626,Product 2626,Electronics,Premium,EA,35.72,476.78,False
SKU-02627,Product 2627,Electronics,Budget,BOX,160.81,55.07,True
SKU-02628,Product 2628,Electronics,Premium,EA,75.83,449.92,True
SKU-02629,Product 2629,Electronics,Standard,EA,179.42,150.64,True
SKU-02630,Product 2630,Tools,Budget,EA,135.26,7.09,True
SKU-02631,Product 2631,Home,Standard,EA,36.14,371.8,True
SKU-02632,Product 2632,Home,Premium,EA,128.75,395.27,True
SKU-02633,Product 2633,Home,Standard,BOX,5.63,155.86,True
SKU-02634,Product 2634,Tools,Budget,BOX,161.67,390.33,True
SKU-02635,Product 2635,Home,Standard,BOX,194.87,400.02,True
SKU-02636,Product 2636,Home,Standard,PACK,135.87,339.28,False
SKU-02637,Product 2637,Home,Premium,EA,185.37,24.13,True
SKU-02638,Product 2638,Home,Premium,PACK,59.67,335.37,True
SKU-02639,Product 2639,Home,Budget,EA,85.29,466.54,True
SKU-02640,Product 2640,Electronics,Premium,EA,85.49,312.06,True
SKU-02641,Product 2641,Tools,Standard,BOX,23.29,186.63,True
SKU-02642,Product 2642,Apparel,Premium,PACK,159.49,283.92,True
SKU-02643,Product 2643,Electronics,Budget,EA,99.52,496.61,True
SKU-02644,Product 2644,Tools,Premium,BOX,98.6,238.93,True
SKU-02645,Product 2645,Home,Budget,PACK,134.03,421.57,True
SKU-02646,Product 2646,Tools,Budget,PACK,35.03,73.57,True
SKU-02647,Product 2647,Home,Standard,EA,162.22,32.96,True
SKU-02648,Product 2648,Home,Standard,EA,73.81,198.12,True
SKU-02649,Product 2649,Tools,Standard,BOX,16.85,73.2,True
SKU-02650,Product 2650,Apparel,Budget,PACK,38.87,168.61,False
SKU-02651,Product 2651,Home,Premium,PACK,51.32,359.14,True
SKU-02652,Product 2652,Home,Premium,EA,36.41,225.52,False
SKU-02653,Product 2653,Electronics,Budget,BOX,49.2,164.0,True
SKU-02654,Product 2654,Tools,Budget,PACK,199.17,446.29,False
SKU-02655,Product 2655,Tools,Premium,EA,108.01,9.67,True
SKU-02656,Product 2656,Tools,Premium,PACK,120.98,407.94,True
SKU-02657,Product 2657,Electronics,Budget,PACK,34.04,312.53,True
SKU-02658,Product 2658,Tools,Premium,PACK,9.76,28.0,False
SKU-02659,Product 2659,Tools,Premium,BOX,62.76,21.91,True
SKU-02660,Product 2660,Home,Budget,BOX,154.19,90.09,True
SKU-02661,Product 2661,Apparel,Budget,BOX,112.2,488.82,True
SKU-02662,Product 2662,Apparel,Standard,BOX,3.15,47.43,True
SKU-02663,Product 2663,Electronics,Standard,PACK,157.97,370.73,True
SKU-02664,Product 2664,Tools,Premium,BOX,21.7,203.79,True
SKU-02665,Product 2665,Electronics,Budget,EA,88.64,122.14,True
SKU-02666,Product 2666,Apparel,Premium,EA,199.9,289.63,True
SKU-02667,Product 2667,Electronics,Budget,EA,25.15,187.25,True
SKU-02668,Product 2668,Home,Premium,EA,163.19,158.54,True
SKU-02669,Product 2669,Home,Premium,EA,160.04,123.61,True
SKU-02670,Product 2670,Home,Budget,EA,89.56,231.62,True
SKU-02671,Product 2671,Tools,Standard,PACK,197.66,88.95,True
SKU-02672,Product 2672,Home,Standard,BOX,62.29,426.71,True
SKU-02673,Product 2673,Electronics,Budget,EA,63.84,297.91,True
SKU-02674,Product 2674,Home,Premium,EA,31.33,36.13,True
SKU-02675,Product 2675,Tools,Premium,BOX,74.58,231.24,True
SKU-02676,Product 2676,Home,Premium,BOX,59.99,316.65,True
SKU-02677,Product 2677,Home,Budget,PACK,121.29,431.5,True
SKU-02678,Product 2678,Tools,Standard,EA,9.11,16.62,True
SKU-02679,Product 2679,Tools,Budget,EA,62.74,230.86,False
SKU-02680,Product 2680,Home,Standard,EA,1.94,354.39,True
SKU-02681,Product 2681,Apparel,Standard,PACK,2.26,102.08,True
SKU-02682,Product 2682,Home,Budget,BOX,164.24,114.57,True
SKU-02683,Product 2683,Electronics,Standard,PACK,150.21,247.39,True
SKU-02684,Product 2684,Tools,Standard,PACK,149.08,442.82,True
SKU-02685,Product 2685,Home,Standard,EA,71.37,202.14,False
SKU-02686,Product 2686,Apparel,Premium,BOX,140.15,244.82,True
SKU-02687,Product 2687,Home,Budget,EA,52.05,319.7,True
SKU-02688,Product 2688,Electronics,Premium,PACK,62.57,158.84,True
SKU-02689,Product 2689,Tools,Budget,PACK,112.93,434.21,True
SKU-02690,Product 2690,Electronics,Premium,BOX,140.22,481.12,True
SKU-02691,Product 2691,Apparel,Standard,BOX,53.88,326.9,False
SKU-02692,Product 2692,Electronics,Premium,BOX,136.18,321.05,False
SKU-02693,Product 2693,Electronics,Premium,EA,192.54,338.41,False
SKU-02694,Product 2694,Tools,Budget,PACK,99.27,100.98,True
SKU-02695,Product 2695,Electronics,Budget,BOX,82.01,367.52,True
SKU-02696,Product 2696,Apparel,Premium,BOX,47.27,176.75,True
SKU-02697,Product 2697,Apparel,Budget,BOX,71.87,496.71,True
SKU-02698,Product 2698,Tools,Standard,EA,106.24,377.32,True
SKU-02699,Product 2699,Apparel,Standard,EA,188.88,293.96,True
SKU-02700,Product 2700,Apparel,Standard,EA,52.89,456.56,True
SKU-02701,Product 2701,Apparel,Budget,EA,47.06,485.17,True
SKU-02702,Product 2702,Apparel,Budget,BOX,192.16,409.95,True
SKU-02703,Product 2703,Apparel,Premium,PACK,121.56,379.52,True
SKU-02704,Product 2704,Apparel,Budget,PACK,147.32,35.03,False
SKU-02705,Product 2705,Apparel,Premium,BOX,166.11,354.48,True
SKU-02706,Product 2706,Home,Budget,PACK,17.28,171.2,True
SKU-02707,Product 2707,Apparel,Budget,EA,97.48,465.31,True
SKU-02708,Product 2708,Tools,Premium,EA,28.88,307.82,True
SKU-02709,Product 2709,Home,Standard,EA,125.24,188.47,True
SKU-02710,Product 2710,Apparel,Budget,BOX,190.79,172.79,True
SKU-02711,Product 2711,Apparel,Premium,EA,12.19,279.64,True
SKU-02712,Product 2712,Tools,Budget,EA,55.55,248.29,False
SKU-02713,Product 2713,Apparel,Budget,EA,199.94,198.48,True
SKU-02714,Product 2714,Home,Budget,PACK,2.09,108.18,True
SKU-02715,Product 2715,Home,Budget,BOX,28.77,399.25,True
SKU-02716,Product 2716,Tools,Budget,BOX,17.07,219.54,True
SKU-02717,Product 2717,Apparel,Premium,BOX,153.05,53.95,True
SKU-02718,Product 2718,Tools,Budget,PACK,150.43,47.27,False
SKU-02719,Product 2719,Apparel,Premium,EA,155.74,122.87,True
SKU-02720,Product 2720,Home,Premium,BOX,155.2,278.35,True
SKU-02721,Product 2721,Apparel,Standard,BOX,167.21,78.25,True
SKU-02722,Product 2722,Apparel,Premium,EA,154.8,111.43,True
SKU-02723,Product 2723,Home,Premium,EA,97.23,253.34,True
SKU-02724,Product 2724,Home,Standard,PACK,149.35,112.79,True
SKU-02725,Product 2725,Home,Budget,BOX,119.93,429.74,False
SKU-02726,Product 2726,Apparel,Standard,BOX,73.94,297.05,True
SKU-02727,Product 2727,Tools,Budget,BOX,167.48,47.48,True
SKU-02728,Product 2728,Home,Budget,PACK,157.82,74.24,True
SKU-02729,Product 2729,Apparel,Premium,BOX,35.52,101.61,True
SKU-02730,Product 2730,Tools,Budget,BOX,5.86,316.8,True
SKU-02731,Product 2731,Electronics,Standard,BOX,63.88,57.3,True
SKU-02732,Product 2732,Electronics,Standard,PACK,81.35,26.43,True
SKU-02733,Product 2733,Apparel,Budget,BOX,35.7,365.59,True
SKU-02734,Product 2734,Apparel,Standard,BOX,171.17,241.67,True
SKU-02735,Product 2735,Home,Standard,PACK,7.68,425.15,True
SKU-02736,Product 2736,Apparel,Premium,BOX,97.24,397.46,True
SKU-02737,Product 2737,Tools,Premium,EA,12.04,140.39,True
SKU-02738,Product 2738,Apparel,Premium,PACK,107.79,100.17,True
SKU-02739,Product 2739,Tools,Budget,EA,93.27,260.57,True
SKU-02740,Product 2740,Tools,Premium,EA,156.25,44.65,True
SKU-02741,Product 2741,Home,Standard,BOX,138.25,318.27,True
SKU-02742,Product 2742,Tools,Premium,BOX,168.95,11.03,True
SKU-02743,Product 2743,Apparel,Standard,BOX,109.32,402.54,True
SKU-02744,Product 2744,Tools,Premium,PACK,164.66,445.9,True
SKU-02745,Product 2745,Electronics,Standard,PACK,144.11,498.12,True
SKU-02746,Product 2746,Tools,Premium,PACK,156.12,175.33,True
SKU-02747,Product 2747,Apparel,Premium,EA,120.53,283.15,False
SKU-02748,Product 2748,Home,Premium,PACK,144.2,432.17,True
SKU-02749,Product 2749,Apparel,Premium,PACK,80.94,233.76,True
SKU-02750,Product 2750,Apparel,Standard,BOX,17.91,167.98,True
SKU-02751,Product 2751,Apparel,Premium,EA,83.9,29.17,True
SKU-02752,Product 2752,Electronics,Budget,PACK,35.51,200.07,True
SKU-02753,Product 2753,Home,Premium,BOX,126.25,44.05,True
SKU-02754,Product 2754,Electronics,Premium,BOX,53.39,184.68,True
SKU-02755,Product 2755,Tools,Budget,PACK,191.67,174.8,True
SKU-02756,Product 2756,Tools,Standard,EA,54.97,325.35,True
SKU-02757,Product 2757,Electronics,Budget,EA,20.53,186.21,True
SKU-02758,Product 2758,Home,Standard,PACK,176.24,195.16,True
SKU-02759,Product 2759,Tools,Budget,PACK,83.47,146.74,True
SKU-02760,Product 2760,Home,Budget,PACK,71.8,305.95,False
SKU-02761,Product 2761,Electronics,Budget,EA,177.19,197.73,True
SKU-02762,Product 2762,Tools,Standard,EA,131.04,474.55,True
SKU-02763,Product 2763,Electronics,Premium,BOX,106.9,446.53,True
SKU-02764,Product 2764,Tools,Premium,BOX,66.1,122.27,True
SKU-02765,Product 2765,Apparel,Budget,EA,59.21,204.97,True
SKU-02766,Product 2766,Home,Standard,BOX,116.32,319.12,True
SKU-02767,Product 2767,Electronics,Standard,EA,100.78,13.07,False
SKU-02768,Product 2768,Apparel,Premium,BOX,55.92,117.57,True
SKU-02769,Product 2769,Electronics,Standard,PACK,37.63,146.09,True
SKU-02770,Product 2770,Electronics,Standard,EA,163.78,204.19,True
SKU-02771,Product 2771,Home,Budget,BOX,137.86,445.21,True
SKU-02772,Product 2772,Electronics,Standard,PACK,198.67,52.68,True
SKU-02773,Product 2773,Home,Standard,BOX,103.64,37.59,True
SKU-02774,Product 2774,Electronics,Budget,BOX,198.88,333.89,True
SKU-02775,Product 2775,Tools,Premium,PACK,92.7,185.42,True
SKU-02776,Product 2776,Apparel,Premium,PACK,107.46,92.97,True
SKU-02777,Product 2777,Tools,Standard,EA,42.61,352.39,True
SKU-02778,Product 2778,Home,Budget,BOX,30.75,125.26,True
SKU-02779,Product 2779,Home,Premium,PACK,188.1,284.99,True
SKU-02780,Product 2780,Apparel,Standard,BOX,196.26,207.33,True
SKU-02781,Product 2781,Home,Premium,PACK,109.96,183.8,False
SKU-02782,Product 2782,Tools,Standard,EA,55.18,361.97,True
SKU-02783,Product 2783,Apparel,Premium,PACK,190.33,308.64,True
SKU-02784,Product 2784,Home,Budget,BOX,159.55,259.35,True
SKU-02785,Product 2785,Home,Budget,BOX,36.78,68.4,True
SKU-02786,Product 2786,Home,Premium,EA,60.37,294.89,True
SKU-02787,Product 2787,Home,Budget,EA,1.84,347.91,True
SKU-02788,Product 2788,Electronics,Premium,PACK,116.82,408.33,True
SKU-02789,Product 2789,Electronics,Premium,PACK,105.75,153.21,True
SKU-02790,Product 2790,Electronics,Budget,BOX,33.61,135.83,True
SKU-02791,Product 2791,Home,Standard,PACK,68.53,375.64,True
SKU-02792,Product 2792,Electronics,Budget,EA,187.9,236.39,True
SKU-02793,Product 2793,Home,Standard,PACK,130.15,205.9,True
SKU-02794,Product 2794,Tools,Standard,EA,172.74,84.51,True
SKU-02795,Product 2795,Home,Standard,BOX,167.82,219.91,True
SKU-02796,Product 2796,Apparel,Premium,PACK,184.21,364.43,True
SKU-02797,Product 2797,Apparel,Standard,EA,9.27,228.02,True
SKU-02798,Product 2798,Apparel,Standard,PACK,53.23,437.0,True
SKU-02799,Product 2799,Home,Budget,EA,83.7,7.08,True
SKU-02800,Product 2800,Apparel,Premium,EA,128.38,94.08,True
SKU-02801,Product 2801,Apparel,Premium,EA,122.02,309.24,True
SKU-02802,Product 2802,Home,Standard,PACK,49.98,337.63,False
SKU-02803,Product 2803,Home,Budget,EA,39.37,141.47,True
SKU-02804,Product 2804,Electronics,Standard,PACK,88.04,471.24,True
SKU-02805,Product 2805,Home,Premium,EA,50.87,168.67,True
SKU-02806,Product 2806,Electronics,Budget,EA,193.06,208.54,True
SKU-02807,Product 2807,Home,Premium,PACK,193.13,488.31,False
SKU-02808,Product 2808,Tools,Premium,PACK,23.56,242.2,True
SKU-02809,Product 2809,Apparel,Premium,PACK,141.31,308.37,True
SKU-02810,Product 2810,Tools,Premium,BOX,46.42,272.39,True
SKU-02811,Product 2811,Home,Premium,BOX,143.77,92.87,True
SKU-02812,Product 2812,Tools,Budget,BOX,153.65,495.79,True
SKU-02813,Product 2813,Electronics,Budget,EA,10.59,34.24,True
SKU-02814,Product 2814,Home,Premium,EA,139.37,491.83,True
SKU-02815,Product 2815,Home,Standard,EA,179.46,236.66,True
SKU-02816,Product 2816,Tools,Standard,PACK,44.04,98.86,False
